,AdministrativeDuration,Informational,InformationalDuration,ProductRelatedDuration,ExitRates,PageValues,Administrative_knn,ProductRelated_knn,BounceRates_knn,VisitorType,OperatingSystems,Browser,Region,Month,TrafficType
0,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,-0.2631578947368421,-0.5666666666666667,11.461523919481012,2.0,3.0,5.077265624227629,4.820687683992593,1.0741712787815956,3.044276559593318
1,-0.0287891538101916,0.0,0.0,-0.4179130204856801,2.095620713235034,0.0,-0.2631578947368421,-0.5333333333333333,-0.2215504324657915,2.0,2.0,5.01974395970105,5.067919272157238,0.965979267423923,7.013653969353143
2,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,-0.2631578947368421,-0.5666666666666667,-0.2215504324657915,2.0,1.0,4.761668175134091,8.752754541905169,0.9130819866295965,3.0808059310256075
3,-0.0287891538101916,0.0,0.0,-0.4658289491906329,3.215620704275034,0.0,-0.0526315789473684,-0.5333333333333333,2.699218155520909,2.0,4.0,5.01974395970105,5.178251317912834,0.965979267423923,6.546186275249822
4,-0.0287891538101916,0.0,0.0,0.0223145744934654,0.6956207244350342,0.0,-0.2631578947368421,-0.2666666666666666,0.9467570027288889,2.0,4.0,2.279404125934542,5.067919272157238,0.965979267423923,6.546186275249822
5,-0.0287891538101916,0.0,0.0,-0.3474323351114544,-0.0166599578667203,0.0,-0.2631578947368421,0.0333333333333333,0.700797561134863,2.0,2.0,4.788621029982318,4.8085995084880295,0.9130819866295965,3.0808059310256075
6,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,-0.2631578947368421,-0.5666666666666667,11.461523919481012,2.0,2.0,6.314602322475291,5.534416307343566,0.7688310947837742,2.7373283983960532
7,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,0.0,-0.6,11.461523919481012,2.0,3.0,4.716198872207228,4.760901164983119,0.7597459258206043,8.044703710847235
8,-0.0287891538101916,0.0,0.0,-0.4390064456222142,2.095620713235034,0.0,-0.2631578947368421,-0.5333333333333333,-0.2215504324657915,2.0,2.0,4.788621029982318,4.81856155148995,0.9130819866295965,3.0808059310256075
9,-0.0287891538101916,0.0,0.0,0.108641369959651,-0.0821570533427434,0.0,-0.2631578947368421,-0.5,-0.2215504324657915,2.0,2.0,5.768497102293069,4.760901164983119,0.7597459258206043,6.891499457650707
