año,NCODI,progAngioVasc_hosp,urgeAngioVasc_hosp,progAngioVasc_cma,urgeAngioVasc_cma,progAngioVasc_resto,urgeAngioVasc_resto,progAngioVasc_total,urgeAngioVasc_total,progCirCardio_hosp,urgeCirCardio_hosp,progCirCardio_cma,urgeCirCardio_cma,progCirCardio_resto,urgeCirCardio_resto,progCirCardio_total,urgeCirCardio_total,progCirGeneral_hosp,urgeCirGeneral_hosp,progCirGeneral_cma,urgeCirGeneral_cma,progCirGeneral_resto,urgeCirGeneral_resto,progCirGeneral_total,urgeCirGeneral_total,progMaxilo_hosp,urgeMaxilo_hosp,progMaxilo_cma,urgeMaxilo_cma,progMaxilo_resto,urgeMaxilo_resto,progMaxilo_total,urgeMaxilo_total,progCirPediat_hosp,urgeCirPediat_hosp,progCirPediat_cma,urgeCirPediat_cma,progCirPediat_resto,urgeCirPediat_resto,progCirPediat_total,urgeCirPediat_total,progPlastica_hosp,urgePlastica_hosp,progPlastica_cma,urgePlastica_cma,progPlastica_resto,urgePlastica_resto,progPlastica_total,urgePlastica_total,progToracica_hosp,urgeToracica_hosp,progToracica_cma,urgeToracica_cma,progToracica_resto,urgeToracica_resto,progToracica_total,urgeToracica_total,progDerma_hosp,urgeDerma_hosp,progDerma_cma,urgeDerma_cma,progDerma_resto,urgeDerma_resto,progDerma_total,urgeDerma_total,progGine_hosp,urgeGine_hosp,progGine_cma,urgeGine_cma,progGine_resto,urgeGine_resto,progGine_total,urgeGine_total,progCirNeuro_hosp,urgeCirNeuro_hosp,progCirNeuro_cma,urgeCirNeuro_cma,progCirNeuro_resto,urgeCirNeuro_resto,progCirNeuro_total,urgeCirNeuro_total,progOftalmo_hosp,urgeOftalmo_hosp,progOftalmo_cma,urgeOftalmo_cma,progOftalmo_resto,urgeOftalmo_resto,progOftalmo_total,urgeOftalmo_total,progORL_hosp,urgeORL_hosp,progORL_cma,urgeORL_cma,progORL_resto,urgeORL_resto,progORL_total,urgeORL_total,progTrauma_hosp,urgeTrauma_hosp,progTrauma_cma,urgeTrauma_cma,progTrauma_resto,urgeTrauma_resto,progTrauma_total,urgeTrauma_total,progUrolog_hosp,urgeUrolog_hosp,progUrolog_cma,urgeUrolog_cma,progUrolog_resto,urgeUrolog_resto,progUrolog_total,urgeUrolog_total,progOtrasCirugias_hosp,urgeOtrasCirugias_hosp,progOtrasCirugias_cma,urgeOtrasCirugias_cma,progOtrasCirugias_resto,urgeOtrasCirugias_resto,progOtrasCirugias_total,urgeOtrasCirugias_total,totalProg_hosp,totalUrge_hosp,totalProg_cma,totalUrge_cma,totalProg_resto,totalUrge_resto,total_programada,total_urgente
2019,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,619,44,0,0,0,48,0,92,0,0,0,0,0,0,0,0,0,312,0,0,0,2521,0,2833,0,5,0,0,0,57,0,62,0,0,0,0,0,0,0,0,0,98,0,0,0,455,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,42,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,263,0,46,0,0,0,2,0,48,0,1371,0,841,0,263,0,2475,0,43,0,0,0,153,0,196,0,0,0,0,0,0,0,0,0,1971,0,841,0,3804,0,6616,0
2019,163,52,0,35,0,29,0,116,0,0,0,0,0,0,0,0,0,84,0,28,0,23,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,64,0,65,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,238,0,410,0,23,0,4,0,2,0,29,0,373,0,199,0,220,0,792,0,240,0,131,0,190,0,561,0,0,0,0,0,0,0,0,0,857,0,633,0,842,0,2332,0
2019,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1090,526,52,124,405,5,2,655,459,0,725,0,0,0,4,0,729,1778,829,898,127,1176,0,3852,956,189,72,1558,73,234,10,1981,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,203,9,11889,0,12167,9,673,420,353,4,253,0,1279,424,219,144,8,0,1,2,228,146,82,7,3032,747,299,0,3413,754,672,24,329,68,56,0,1057,92,2347,595,697,356,57,7,3101,958,1181,76,107,10,680,1,1968,87,2,20,0,0,0,0,2,20,7744,2964,7309,1799,14650,26,29703,4789
2019,764,213,161,94,0,2,0,309,161,0,0,0,0,0,0,0,0,832,944,225,4,316,1,1373,949,174,16,95,0,18,0,287,16,247,161,89,1,199,3,535,165,328,8,22,0,62,0,412,8,271,69,0,2,1,0,272,71,0,0,1,0,194,0,195,0,195,856,48,2,10,237,253,1095,363,228,0,2,3,0,366,230,57,35,3024,1,272,1,3353,37,281,66,298,11,57,0,636,77,1144,818,220,21,210,7,1574,846,726,199,63,2,67,0,856,201,24,54,0,0,182,7,206,61,4855,3615,4179,46,1593,256,10627,3917
2019,14,3,0,44,0,0,0,47,0,0,0,0,0,0,0,0,0,420,29,248,3,0,0,668,32,10,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,34,0,24,0,0,0,58,0,3,0,0,0,0,0,3,0,0,0,457,0,0,0,457,0,210,19,296,0,0,0,506,19,98,0,40,0,0,0,138,0,0,0,0,0,0,0,0,0,94,0,44,0,0,0,138,0,793,10,504,50,0,0,1297,60,75,0,190,3,0,0,265,3,20,0,24,0,0,0,44,0,1760,58,1874,56,0,0,3634,114
2019,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,179,440,0,178,6,881,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,131,1,126,113,77,0,51,0,254,113,0,0,0,0,0,0,0,0,0,5,936,0,184,3,1120,8,54,8,63,0,164,2,281,10,212,171,366,0,115,7,693,178,94,12,2,0,286,1,382,13,0,0,36,0,371,1,407,1,749,488,1920,0,1480,21,4149,509
2019,362,32,2,7,0,0,0,39,2,191,34,34,3,0,0,225,37,980,37,84,3,2127,0,3191,40,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,295,3,0,0,0,0,295,3,22,9,0,0,0,0,22,9,0,0,118,0,0,0,118,0,16,7,0,0,0,0,16,7,275,8,0,0,0,0,275,8,376,0,47,3,0,0,423,3,114,0,1,0,0,0,115,0,1093,14,30,0,0,0,1123,14,36,1,24,0,0,0,60,1,0,0,1,0,1,0,2,0,3430,115,348,9,2128,0,5906,124
