,AdministrativeDuration,Informational,InformationalDuration,ProductRelatedDuration,ExitRates,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Administrative_knn,ProductRelated_knn,BounceRates_knn
0,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,DT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,11.461523919481012
1,-0.0287891538101916,0.0,0.0,-0.4179130204856801,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region1,OT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.2215504324657915
2,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,iOS,Mozilla Firefox,Region9,RT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,-0.2215504324657915
3,-0.0287891538101916,0.0,0.0,-0.4658289491906329,3.215620704275034,0.0,Feb,Linux,Google Chrome,Unknown,SMT,Returning_Visitor,-0.0526315789473684,-0.5333333333333333,2.699218155520909
4,-0.0287891538101916,0.0,0.0,0.0223145744934654,0.6956207244350342,0.0,Feb,Linux,Tor,Region1,SMT,Returning_Visitor,-0.2631578947368421,-0.2666666666666666,0.9467570027288889
5,-0.0287891538101916,0.0,0.0,-0.3474323351114544,-0.0166599578667203,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,-0.2631578947368421,0.0333333333333333,0.700797561134863
6,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,Windows,Safari,Unknown,RT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,11.461523919481012
7,-0.0287891538101916,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,MacOS,Google Chrome,Region1,CMCT,Returning_Visitor,0.0,-0.6,11.461523919481012
8,-0.0287891538101916,0.0,0.0,-0.4390064456222142,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region2,RT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.2215504324657915
9,-0.0287891538101916,0.0,0.0,0.108641369959651,-0.0821570533427434,0.0,Feb,Windows,Safari,Region1,OT,Returning_Visitor,-0.2631578947368421,-0.5,-0.2215504324657915
10,-0.0287891538101916,0.0,0.0,-0.1593232530711332,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,-0.2631578947368421,-0.5,-0.2215504324657915
11,-0.0287891538101916,0.0,0.0,-0.149362468978881,0.0189540538483675,0.0,Feb,MacOS,Mozilla Firefox,Region4,RT,Returning_Visitor,-0.2631578947368421,-0.0666666666666666,0.8737377880292212
12,-0.0287891538101916,0.0,0.0,-0.2487750004093979,0.095620741235034,0.0,Feb,MacOS,Mozilla Firefox,Unknown,RT,Returning_Visitor,-0.2631578947368421,-0.3666666666666666,-0.2215504324657915
13,-0.0287891538101916,0.0,0.0,-0.3913509295730076,1.162287396701701,0.0,Feb,Windows,Microsoft Edge,Region1,RT,Returning_Visitor,-0.2631578947368421,-0.4,-0.2215504324657915
