,AdministrativeDuration,Informational,InformationalDuration,ProductRelatedDuration,ExitRates,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Administrative_knn,ProductRelated_knn,BounceRates_knn
0,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,DT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,11.461523919481012
1,-0.028789153810191676,0.0,0.0,-0.41791302048568013,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region1,OT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.22155043246579156
2,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,iOS,Mozilla Firefox,Region9,RT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,-0.22155043246579156
3,-0.028789153810191676,0.0,0.0,-0.4658289491906329,3.215620704275034,0.0,Feb,Linux,Google Chrome,Unknown,SMT,Returning_Visitor,-0.05263157894736841,-0.5333333333333333,2.699218155520909
4,-0.028789153810191676,0.0,0.0,0.022314574493465453,0.6956207244350342,0.0,Feb,Linux,Tor,Region1,SMT,Returning_Visitor,-0.2631578947368421,-0.26666666666666666,0.9467570027288887
5,-0.028789153810191676,0.0,0.0,-0.34743233511145444,-0.01665995786672035,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,-0.2631578947368421,0.03333333333333333,0.700797561134863
6,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,Windows,Safari,Unknown,RT,Returning_Visitor,-0.2631578947368421,-0.5666666666666667,11.461523919481012
7,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,MacOS,Google Chrome,Region1,CMCT,Returning_Visitor,0.0,-0.6,11.461523919481012
8,-0.028789153810191676,0.0,0.0,-0.4390064456222142,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region2,RT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.22155043246579156
9,-0.028789153810191676,0.0,0.0,0.10864136995965105,-0.08215705334274344,0.0,Feb,Windows,Safari,Region1,OT,Returning_Visitor,-0.2631578947368421,-0.5,-0.22155043246579156
10,-0.028789153810191676,0.0,0.0,-0.1593232530711332,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,-0.2631578947368421,-0.5,-0.22155043246579156
11,-0.028789153810191676,0.0,0.0,-0.14936246897888103,0.01895405384836755,0.0,Feb,MacOS,Mozilla Firefox,Region4,RT,Returning_Visitor,-0.2631578947368421,-0.06666666666666667,0.8737377880292212
12,-0.028789153810191676,0.0,0.0,-0.24877500040939793,0.09562074123503406,0.0,Feb,MacOS,Mozilla Firefox,Unknown,RT,Returning_Visitor,-0.2631578947368421,-0.36666666666666664,-0.22155043246579156
13,-0.028789153810191676,0.0,0.0,-0.39135092957300766,1.162287396701701,0.0,Feb,Windows,Microsoft Edge,Region1,RT,Returning_Visitor,-0.2631578947368421,-0.4,-0.22155043246579156
14,-0.028789153810191676,0.0,0.0,-0.414788068613601,2.095620713235034,0.0,Feb,Linux,Google Chrome,Unknown,RT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.22155043246579156
15,0.9623281907433381,0.0,0.0,0.8354154260062495,-0.24762546001899624,0.0,Feb,MacOS,Mozilla Firefox,Region9,RT,Returning_Visitor,0.2631578947368421,0.16666666666666666,0.265244312726868
16,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region4,RT,Returning_Visitor,-0.2631578947368421,-0.49333333333333335,11.461523919481012
17,-0.028789153810191676,0.0,0.0,-0.20622357239187933,-0.4889946420880427,0.0,Feb,MacOS,Mozilla Firefox,Unknown,SMT,Returning_Visitor,-0.2631578947368421,-0.16666666666666666,-0.22155043246579156
18,-0.028789153810191676,0.0,0.0,-0.4429126354623131,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,-0.2631578947368421,-0.5333333333333333,-0.22155043246579156
19,-0.028789153810191676,0.0,0.0,1.8610883388164317,-0.4243792666049657,0.0,Feb,Windows,Safari,Region4,SMT,Returning_Visitor,-0.2631578947368421,0.06666666666666667,-0.18817021836264722
20,-0.028789153810191676,0.0,0.0,-0.36153368043421147,-0.47104594223163243,0.0,Feb,Windows,Google Chrome,Region5,DT,Returning_Visitor,-0.2631578947368421,-0.3333333333333333,-0.22155043246579156
21,-0.028789153810191676,0.0,0.0,-0.467912250438946,4.895620690835034,0.0,Feb,Linux,Tor,Region1,RT,Returning_Visitor,-0.10526315789473685,-0.5333333333333333,11.461523919481012
22,-0.028789153810191676,0.0,0.0,-0.3858822637968692,0.22895405216836756,0.0,Feb,Linux,Google Chrome,Region1,Unknown,Returning_Visitor,-0.2631578947368421,-0.5,-0.22155043246579156
