año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2016,113,0,0,232,4338,0,0
2016,619,188,596,0,0,0,0
2016,163,0,0,0,0,0,0
2016,131,0,0,0,0,0,0
2016,375,0,0,0,0,0,0
2016,1090,12602,48794,0,0,0,0
2016,764,1827,12377,2784,5683,58,120
2016,14,770,770,0,0,0,0
2016,657,1421,2843,0,0,0,0
2016,362,0,0,0,0,0,0
2016,989,334,2107,0,0,0,0
2016,990,400,2360,0,0,0,0
2016,680,34625,59743,0,0,0,0
2016,411,291,2323,0,0,0,0
2016,241,180,903,0,0,0,0
2016,558,7759,61858,0,0,0,0
2016,167,0,0,0,0,0,0
2016,248,302,1351,0,0,0,0
2016,224,0,0,0,0,0,0
2016,591,5965,53684,60,2338,0,0
2016,586,17329,50045,3751,3751,0,0
2016,453,355,2695,0,0,0,0
2016,145,0,0,0,0,0,0
2016,511,19334,20502,0,0,0,0
2016,530,3827,32261,0,0,0,0
2016,6,0,0,0,0,0,0
2016,161,0,0,0,0,0,0
2016,623,2543,12379,0,0,0,0
2016,875,107,552,0,0,0,0
2016,946,0,0,0,0,0,0
2016,1023,5910,35879,0,0,0,0
2016,1054,1418,8102,0,0,0,0
2016,1057,0,0,0,0,0,0
2016,1031,51,4397,0,0,0,0
2016,1032,5653,28692,0,0,0,0
2016,1064,0,0,0,0,0,0
2016,226,0,0,0,0,0,0
2016,687,725,3283,73,2038,0,0
2016,745,7239,13199,267,10702,0,0
2016,109,0,0,0,0,0,0
2016,808,1055,2026,65,4016,0,0
2016,971,1121,1763,0,0,0,0
2016,128,0,0,0,0,0,0
2016,919,1026,9262,200,1426,0,0
2016,725,6607,16047,0,0,0,0
2016,3,0,0,0,0,0,0
2016,306,0,0,0,0,0,0
2016,15,0,0,0,0,0,0
2016,264,0,0,0,0,0,0
2016,867,0,0,0,0,0,0
2016,910,490,4403,0,0,0,0
2016,1053,767,6088,0,0,0,0
2016,1055,8025,14667,0,0,0,0
2016,1081,0,0,0,0,0,0
2016,1099,0,0,0,0,0,0
2016,529,0,0,0,0,0,0
2016,345,0,0,0,0,0,0
2016,515,0,0,0,0,0,0
2016,174,0,0,0,0,0,0
2016,523,,,0,0,165,6623
2016,697,397,1318,0,0,0,0
2016,239,140,1256,0,0,0,0
2016,287,0,0,0,0,98,3995
2016,377,0,0,0,0,0,0
2016,692,972,7303,97,2937,0,0
2016,335,0,0,0,0,0,0
2016,435,0,0,0,0,0,0
2016,423,,,0,0,0,0
2016,351,0,0,0,0,0,0
2016,810,0,0,0,0,0,0
2016,830,6128,13097,0,0,0,0
2016,892,3171,26491,125,4609,0,0
2016,921,352,2427,0,0,0,0
2016,991,0,0,0,0,0,0
2016,992,468,4940,138,3190,0,0
2016,993,3445,13534,19,1574,0,0
2016,1070,4139,15254,77,2697,0,0
2016,1095,0,0,0,0,0,0
2016,1094,48,48,0,0,0,0
2016,473,1804,3296,0,0,0,0
2016,663,8014,38092,102,1176,0,0
2016,552,1523,8841,0,0,0,0
2016,772,26088,97294,467,11020,122,8096
2016,568,0,0,0,0,0,0
2016,398,0,0,0,0,0,0
2016,394,0,0,0,0,0,0
2016,614,0,0,0,0,0,0
2016,235,0,0,0,0,0,0
2016,616,2698,7921,0,0,0,0
2016,267,0,0,0,0,0,0
2016,565,1616,1882,0,0,0,0
2016,220,277,777,0,0,0,0
2016,278,0,0,0,0,0,0
2016,107,0,0,85,3983,153,12790
2016,711,20032,79412,1284,12051,0,0
2016,204,0,0,0,0,44,5469
2016,579,0,0,0,0,0,0
2016,348,511,15175,0,0,0,0
2016,766,946,3203,0,0,0,0
2016,761,0,0,45,1039,180,11507
2016,728,863,3790,0,0,0,0
2016,280,478,3607,0,0,0,0
2016,222,51,365,0,0,0,0
2016,276,1012,7658,0,0,0,0
2016,11,798,1676,0,0,0,0
2016,302,0,0,0,0,0,0
2016,682,4495,16834,0,0,0,0
2016,279,616,3239,0,0,0,0
2016,282,663,7542,0,0,0,0
2016,281,470,7624,0,0,0,0
2016,183,0,0,0,0,0,0
2016,610,0,0,0,0,0,0
2016,116,0,0,0,0,232,4746
2016,115,0,0,0,0,0,0
2016,114,0,0,0,0,0,0
2016,119,0,0,0,0,0,0
2016,770,7731,20617,40,1549,0,0
2016,583,152,9969,0,0,0,0
2016,136,0,0,0,0,314,12590
