año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2016,113,0,0
2016,619,0,0
2016,163,0,0
2016,131,0,0
2016,375,0,0
2016,1090,1052,16135
2016,764,0,0
2016,14,0,0
2016,657,0,0
2016,362,0,0
2016,989,0,0
2016,990,0,0
2016,680,2513,22800
2016,411,0,0
2016,241,0,0
2016,558,1415,10473
2016,167,0,0
2016,248,0,0
2016,224,0,0
2016,591,478,10907
2016,586,3734,12666
2016,453,0,0
2016,145,0,0
2016,511,2218,13882
2016,530,1410,6838
2016,6,0,0
2016,161,0,0
2016,623,1243,14991
2016,875,0,0
2016,946,0,0
2016,1023,844,8685
2016,1054,1059,1059
2016,1057,0,0
2016,1031,0,0
2016,1032,908,11012
2016,1064,0,0
2016,226,0,0
2016,687,0,0
2016,745,0,0
2016,109,0,0
2016,808,0,0
2016,971,0,0
2016,128,0,0
2016,919,237,1626
2016,725,0,0
2016,3,0,0
2016,306,0,0
2016,15,0,0
2016,264,0,0
2016,867,0,0
2016,910,0,0
2016,1053,0,0
2016,1055,0,0
2016,1081,0,0
2016,1099,0,0
2016,529,0,0
2016,345,0,0
2016,515,0,0
2016,174,0,0
2016,523,0,0
2016,697,0,0
2016,239,0,0
2016,287,34,2288
2016,377,0,0
2016,692,474,5545
2016,335,0,0
2016,435,0,0
2016,423,0,0
2016,351,0,0
2016,810,,0
2016,830,0,0
2016,892,0,0
2016,921,0,0
2016,991,0,0
2016,992,80,1772
2016,993,0,0
2016,1070,790,6649
2016,1095,0,0
2016,1094,0,0
2016,473,0,0
2016,663,125,143
2016,552,0,0
2016,772,587,7044
2016,568,0,0
2016,398,0,0
2016,394,0,0
2016,614,0,0
2016,235,0,0
2016,616,597,6030
2016,267,0,0
2016,565,0,0
2016,220,0,0
2016,278,0,0
2016,107,583,5661
2016,711,0,0
2016,204,0,0
2016,579,0,0
2016,348,0,0
2016,766,0,0
2016,761,338,2134
2016,728,0,0
2016,280,0,0
2016,222,0,0
2016,276,0,0
2016,11,0,0
2016,302,0,0
2016,682,0,0
2016,279,0,0
2016,282,0,0
2016,281,284,6027
2016,183,0,0
2016,610,0,0
2016,116,0,0
2016,115,0,0
2016,114,0,0
2016,119,0,0
2016,770,804,11817
2016,583,203,446
2016,136,296,760
2016,469,43,1321
2016,642,400,4647
2016,674,139,461
2016,193,0,0
2016,526,0,0
2016,698,640,11038
2016,630,0,0
2016,124,0,0
2016,364,0,0
2016,439,0,0
2016,570,457,6507
2016,123,0,0
2016,310,318,3426
2016,571,0,0
2016,296,0,0
2016,566,225,1800
2016,784,868,12734
2016,102,0,0
2016,379,0,0
2016,639,452,3837
2016,457,134,134
2016,609,0,0
2016,101,0,0
2016,454,0,0
2016,318,0,0
2016,600,435,2518
2016,545,350,397
2016,100,0,0
2016,702,409,4982
2016,778,535,2445
2016,341,0,0
2016,99,938,6883
2016,767,600,4218
2016,359,0,0
2016,98,0,0
2016,132,0,0
2016,97,0,0
2016,103,0,0
2016,110,0,0
2016,94,0,0
2016,91,0,0
2016,664,410,5938
2016,918,912,12157
2016,92,0,0
2016,95,0,0
2016,301,0,0
2016,492,0,0
2016,811,0,0
2016,812,0,0
2016,832,0,0
2016,841,0,0
2016,856,0,0
2016,859,0,0
2016,861,0,0
2016,880,0,0
2016,883,0,0
2016,884,0,0
2016,877,0,0
2016,911,721,5124
2016,913,0,0
2016,922,0,0
2016,923,0,0
2016,924,0,0
2016,947,0,0
2016,951,0,0
2016,1103,0,0
2016,972,0,0
2016,973,0,0
2016,974,0,0
2016,975,0,0
2016,960,142,827
2016,1028,0,0
2016,976,202,248
2016,977,0,0
2016,1020,0,0
2016,994,0,0
2016,995,0,0
2016,1060,0,0
2016,1005,0,0
2016,1061,0,0
2016,1006,0,0
2016,1088,0,0
2016,1089,0,0
2016,1076,0,0
2016,1078,0,0
2016,1033,610,6395
2016,1037,0,0
2016,1039,0,0
2016,1067,0,0
2016,1065,0,0
2016,1066,0,0
2016,1100,0,0
2016,1105,0,0
2016,1107,0,0
2016,1111,0,0
2016,1121,0,0
2016,207,0,0
2016,431,0,0
2016,387,0,0
