año,NCODI,inver_iIntangible,inver_IMaterial,inver_IMterrenos,inver_IMresto,inver_Otras,inver_Total
2016,113,43821,10418,0,10418,0,54239
2016,619,13720,814748,28275,786473,0,828468
2016,163,3025,253276,0,253276,0,256301
2016,131,0,0,0,0,0,0
2016,375,13252,0,0,0,0,13252
2016,1090,341197,11990308,0,11990308,0,12331505
2016,764,0,1059091,0,1059091,0,1059091
2016,14,3755,412245,0,412245,0,416000
2016,657,0,346264,0,346264,0,346264
2016,362,3817,283170,0,283170,0,286987
2016,989,0,85922,0,85922,0,85922
2016,990,0,227683,0,227683,0,227683
2016,680,0,3252103,0,3252103,0,3252103
2016,411,24956,998231,998231,0,0,1023187
2016,241,110591,1394907,0,1394907,65716,1571214
2016,558,0,881980,0,881980,0,881980
2016,167,0,0,0,0,0,0
2016,248,200421,3398829,1360779,2038050,2315216,5914466
2016,224,0,146966,0,146966,0,146966
2016,591,394380,2089399,0,2089399,0,2483779
2016,586,0,186395028,0,186395028,0,186395028
2016,453,0,180489,47407,133082,0,180489
2016,145,0,0,0,0,0,0
2016,511,0,0,0,0,159754,159754
2016,530,0,1078572,0,1078572,0,1078572
2016,6,110591,1394907,0,1394907,65716,1571214
2016,161,0,0,0,0,0,0
2016,623,0,2414500,0,2414500,0,2414500
2016,875,0,278804,0,278804,0,278804
2016,946,134075,374221,0,374221,0,508296
2016,1023,569853,1338361,0,1338361,0,1908214
2016,1054,0,0,0,0,0,0
2016,1057,0,221000,0,221000,0,221000
2016,1031,0,133193,0,133193,0,133193
2016,1032,398982,1954892,0,1954892,0,2353874
2016,1064,134075,311553,0,311553,0,445628
2016,226,52913,353319,0,353319,0,406232
2016,687,0,156266,0,156266,0,156266
2016,745,0,3429365,0,3429365,0,3429365
2016,109,6649,1609309,0,1609309,0,1615958
2016,808,0,69756,0,69756,0,69756
2016,971,39079,1285227,0,1285227,0,1324306
2016,128,0,62433,0,62433,0,62433
2016,919,922,1072791,0,1072791,0,1073713
2016,725,0,717051,0,717051,0,717051
2016,3,0,78723,0,78723,0,78723
2016,306,0,0,0,0,0,0
2016,15,0,14532,0,14532,1433,15965
2016,264,0,741174,0,741174,0,741174
2016,867,0,0,0,0,0,0
2016,910,0,155239,0,155239,0,155239
2016,1053,0,218846,0,218846,0,218846
2016,1055,0,313679,0,313679,0,313679
2016,1081,0,31961,0,31961,0,31961
2016,1099,0,0,0,0,0,0
2016,529,0,0,0,0,57346,57346
2016,345,0,0,0,0,113261,113261
2016,515,26620,174870,0,174870,0,201490
2016,174,0,73483,0,73483,0,73483
2016,523,44835,801605,801605,0,0,846440
2016,697,59909,1861789,0,1861789,0,1921698
2016,239,53850,952737,0,952737,0,1006587
2016,287,83457,154146,0,154146,,237603
2016,377,0,0,0,0,218959,218959
2016,692,10514,590110,0,590110,0,600624
2016,335,0,127770,0,127770,0,127770
2016,435,192975,1313897,0,1313897,5816850,7323722
2016,423,4800,649280,0,649280,419,654499
2016,351,13767,224304,0,224304,0,238071
2016,810,2057,278263,0,278263,179,280499
2016,830,3242,1844371,0,1844371,0,1847613
2016,892,0,0,0,0,7953313,7953313
2016,921,29066,396056,0,396056,35690,460812
2016,991,0,73232,0,73232,0,73232
2016,992,0,795687,58595,737092,0,795687
2016,993,0,672061,0,672061,0,672061
2016,1070,0,1420308,0,1420308,0,1420308
2016,1095,2722,191068,0,191068,0,193790
2016,1094,1430,84441,0,84441,0,85871
2016,473,0,1272623,0,1272623,2558,1275181
2016,663,463586,21957412,0,21957412,0,22420998
2016,552,0,126483,0,126483,0,126483
2016,772,4205062,13294959,0,13294959,140230,17640251
2016,568,0,1352300,0,1352300,0,1352300
2016,398,0,1772259,0,1772259,0,1772259
2016,394,0,176271,0,176271,0,176271
2016,614,0,44300,0,44300,0,44300
2016,235,55622,1619126,0,1619126,0,1674748
2016,616,54388,375896,0,375896,0,430284
2016,267,166503,2604508,0,2604508,70602,2841613
2016,565,121562,845189,0,845189,0,966751
2016,220,13592,417016,0,417016,0,430608
2016,278,9927,862122,289632,572490,0,872049
2016,107,46832,846122,0,846122,0,892954
2016,711,417466,2778541,0,2778541,1192,3197199
2016,204,0,15354,0,15354,-8000,7354
2016,579,13888,131998,0,131998,0,145886
2016,348,391091,3800804,390000,3410804,0,4191895
2016,766,934325,2154076,0,2154076,0,3088401
2016,761,0,526388,0,526388,0,526388
2016,728,1739,1304135,0,1304135,0,1305874
2016,280,6286,1611802,0,1611802,0,1618088
2016,222,32640,1048315,0,1048315,0,1080955
2016,276,21988,1222503,0,1222503,0,1244491
2016,11,292392,2844950,0,2844950,0,3137342
2016,302,16334,271471,0,271471,0,287805
2016,682,275119,735354,0,735354,763020,1773493
2016,279,0,1697174,0,1697174,0,1697174
2016,282,0,0,0,0,807000,807000
2016,281,0,3971501,0,3971501,887185,4858686
2016,183,0,2560,0,2560,0,2560
2016,610,0,388106,0,388106,0,388106
2016,116,4598,36593,0,36593,0,41191
2016,115,0,4189,0,4189,0,4189
2016,114,0,236839,0,236839,0,236839
2016,119,0,219220,0,219220,0,219220
2016,770,0,23863998,0,23863998,0,23863998
2016,583,169548,204586,0,204586,0,374134
2016,136,0,47064,0,47064,0,47064
2016,469,31870,97516,0,97516,0,129386
2016,642,20252,581856,0,581856,0,602108
2016,674,440219,8158561,0,8158561,0,8598780
2016,193,0,17883,0,17883,0,17883
2016,526,220241,2355643,42227,2313416,0,2575884
2016,698,222908,3398577,0,3398577,0,3621485
2016,630,103027,651592,0,651592,0,754619
2016,124,0,30143,0,30143,1262,31405
2016,364,0,1,0,1,0,1
2016,439,17704,193156,0,193156,2052,212912
2016,570,65778,881780,0,881780,7625,955183
2016,123,12991,1098198,0,1098198,0,1111189
2016,310,31317,1488812,0,1488812,0,1520129
2016,571,0,873036,0,873036,58550,931586
2016,296,0,64282,0,64282,0,64282
2016,566,0,493504,0,493504,0,493504
2016,784,49218,4254572,0,4254572,0,4303790
2016,102,42702,1225587,0,1225587,2685906,3954195
2016,379,118765,463712,0,463712,0,582477
2016,639,2725219,732110,0,732110,0,3457329
2016,457,46259,178595,0,178595,0,224854
2016,609,33082,3443749,0,3443749,0,3476831
2016,101,3630,146244,0,146244,3847,153721
2016,454,59120,696304,0,696304,0,755424
2016,318,247,155664,0,155664,0,155911
2016,600,157801,242806,0,242806,0,400607
2016,545,174423,1178617,0,1178617,0,1353040
2016,100,0,218292,0,218292,0,218292
2016,702,30286,3133642,0,3133642,0,3163928
2016,778,61923,2160258,0,2160258,0,2222181
2016,341,0,59343,0,59343,0,59343
2016,99,6056,86472,0,86472,630186,722714
2016,767,0,238105,0,238105,0,238105
2016,359,29795,350927,0,350927,0,380722
2016,98,4998,116237,0,116237,0,121235
2016,132,0,218649,0,218649,0,218649
2016,97,0,16397,0,16397,0,16397
2016,103,11565,44649,0,44649,0,56214
2016,110,3448,116800,0,116800,5916,126164
2016,94,0,28664,0,28664,0,28664
2016,91,3249,604491,0,604491,0,607740
2016,664,233297,1945758,0,1945758,0,2179055
2016,918,30492,12622960,0,12622960,0,12653452
2016,92,0,908,0,908,0,908
2016,95,0,117729,0,117729,0,117729
2016,301,17993,280898,0,280898,0,298891
2016,492,85428,552595,0,552595,0,638023
2016,811,20243,288980,0,288980,0,309223
2016,812,17618,415428,0,415428,0,433046
2016,832,0,49896,0,49896,0,49896
2016,841,0,56491,0,56491,0,56491
2016,856,0,107076,0,107076,0,107076
2016,859,0,14071,0,14071,0,14071
2016,861,1,0,0,0,0,1
2016,880,0,3084,0,3084,0,3084
2016,883,0,734738,0,734738,0,734738
2016,884,0,8882,0,8882,0,8882
2016,877,0,30201,0,30201,0,30201
2016,911,68698,966209,0,966209,0,1034907
2016,913,0,0,0,0,1,1
2016,922,21913,1373909,0,1373909,0,1395822
2016,923,0,25839,0,25839,0,25839
2016,924,0,244261,0,244261,0,244261
2016,947,0,40084,0,40084,0,40084
2016,951,0,74877,0,74877,33333,108210
2016,1103,0,67273,0,67273,0,67273
2016,972,0,31998,0,31998,0,31998
2016,973,0,394329,0,394329,0,394329
2016,974,0,64393,0,64393,0,64393
2016,975,3218,164331,0,164331,0,167549
2016,960,6779,319386,0,319386,0,326165
2016,1028,0,7133,0,7133,0,7133
2016,976,0,186201,0,186201,0,186201
2016,977,3620,26825,0,26825,0,30445
2016,1020,590,8700,0,8700,0,9290
2016,994,27528,976433,0,976433,0,1003961
2016,995,25800,2047,0,2047,0,27847
2016,1060,300,0,0,0,0,300
2016,1005,1152,5695,0,5695,0,6847
2016,1061,0,6000,0,6000,0,6000
2016,1006,0,73750,0,73750,0,73750
2016,1088,24013,164769,0,164769,0,188782
2016,1089,8615,212736,0,212736,0,221351
2016,1076,0,1147,0,1147,0,1147
2016,1078,0,930450,0,930450,0,930450
2016,1033,379786,1169592,0,1169592,0,1549378
2016,1037,0,0,0,0,1,1
2016,1039,0,124184,0,124184,0,124184
2016,1067,36521,161135,0,161135,0,197656
2016,1065,623,68088,0,68088,0,68711
2016,1066,201895,1275794,0,1275794,0,1477689
2016,1100,0,0,0,0,1,1
2016,1105,10353,15848,0,15848,0,26201
2016,1107,0,68794,0,68794,1496,70290
2016,1111,0,749131,0,749131,0,749131
2016,1121,0,74877,0,74877,33333,108210
2016,207,3842,181066,,181066,0,184908
2016,431,732,64606,,64606,0,65338
2016,387,0,299204,0,299204,0,299204
2016,179,0,59957,0,59957,0,59957
