año,NCODI,70_tIngresos,700_particular,701_AsegPriv,701_1_AsistSanitaria,701_2_AccTrafic,702_MATEPSS,704_SNS,705_1_FdirectaSS,705_2_FdirectaAPriv_MATEPSS,706_OyEntiPublica,708_bonificaciones,709_Otros_Ips,74_Total_Subvencion,740_subvenciones,741_otraSubvencion,7X_restoIngresos,total_ventasIngresos,70_Hospital,70_consulExter,70_CMA,70_hospDia,70_Urgencia,70_hospDom,700_Hospital,700_consulExter,700_CMA,700_hospDia,700_Urgencia,700_hospDom,701_Hospital,701_consulExter,701_CMA,701_hospDia,701_Urgencia,701_hospDom,701_1Hospital,701_1consulExter,701_1CMA,701_1hospDia,701_1Urgencia,701_1hospDom,701_2Hospital,701_2consulExter,701_2CMA,701_2hospDia,701_2Urgencia,701_2hospDom,702_Hospital,702_consulExter,702_CMA,702_hospDia,702_Urgencia,702_hospDom,704_Hospital,704_consulExter,704_CMA,704_hospDia,704_Urgencia,704_hospDom,705_1Hospital,705_1consulExter,705_1CMA,705_1hospDia,705_1Urgencia,705_1hospDom,705_2Hospital,705_2consulExter,705_2CMA,705_2hospDia,705_2Urgencia,705_2hospDom,706_Hospital,706_consulExter,706_CMA,706_hospDia,706_Urgencia,706_hospDom,708_Hospital,708_consulExter,708_CMA,708_hospDia,708_Urgencia,708_hospDom
2016,989,206700,3658,105062,9388,95674,46572,0,0,0,51408,0,0,29656728,29656728,0,14695,29878123,27895,8580,763,0,169462,0,0,0,0,0,3658,0,13230,5858,204,0,85770,0,1633,2959,204,0,4592,0,11597,2899,0,0,81178,0,4285,745,559,0,40983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10380,1977,0,0,39051,0,0,0,0,0,0,0
2016,990,34832791,22399,244212,101824,142388,105755,0,34458064,0,0,0,2361,0,0,0,11325,34844116,186927,22450,0,3900,157544,0,17342,335,0,0,4722,0,134496,12003,0,3900,93813,0,71296,4462,0,3900,22166,0,63200,7541,0,0,71647,0,35089,10112,0,0,59009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,680,313360551,923453,1961876,93855,1868021,487768,1785874,308095150,0,106430,0,0,0,0,0,166163,313526714,2596392,36529,4889,4117,2352190,619,601800,2344,978,4117,230249,619,143516,3905,0,0,1724394,0,60451,3825,0,0,27853,0,83065,80,0,0,1696541,0,273423,4760,0,0,149125,0,1483829,22279,2933,0,245011,0,0,0,0,0,0,0,0,0,0,0,0,0,93824,3241,978,0,3411,0,0,0,0,0,0,0
2016,411,37663747,4437749,28051832,26928513,1123319,0,4020504,0,214640,1372713,-433691,0,0,0,0,1191889,38855636,15670570,15458024,3333452,1946614,2812097,0,1098692,3187360,71694,8340,71663,0,13102033,9404716,2025553,1938274,2704575,0,12434378,9047079,2009288,1938274,2622813,0,667655,357637,16265,0,81762,0,0,0,0,0,0,0,1333290,1489735,1197479,0,0,0,0,0,0,0,0,0,136555,29351,15311,0,33423,0,0,1346862,23415,0,2436,0,0,0,0,0,0,0
2016,241,38512272,4801471,23337237,22969693,367544,3449433,5870484,0,0,352083,0,701564,0,0,0,1510124,40022396,15451972,6387830,10717598,625113,4038930,0,2147785,1612022,663131,59797,265833,0,10458647,4462602,3765875,565316,3595594,0,10451348,4249840,3738696,565316,3496500,0,7299,212762,27179,0,99094,0,1919211,313206,1039512,0,177503,0,926329,0,4944155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304925,0,0,0,0,0,0,0,0,0
2016,558,93307291,24649,570635,59755,510880,97416,158100,92456491,0,0,0,0,0,0,0,13167,93320458,225874,12691,2935,0,590898,0,12912,435,0,0,10801,0,30866,3171,2935,0,521736,0,26210,2961,2935,0,24823,0,4656,210,0,0,496913,0,51306,2364,0,0,40928,0,130790,6721,0,0,17433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,167,1047552,159454,277683,277683,0,32896,577519,0,0,0,0,0,0,0,0,3381,1050933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,248,37672485,5855923,23536761,23270110,266651,272037,7583085,0,0,0,0,424679,0,0,0,4044397,41716882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,224,7916342,1573936,6165164,6125449,39715,24600,0,0,44920,107722,0,0,12036,11064,972,137056,8065434,5596315,4395280,1039147,0,3228003,0,3108524,2548972,584870,,1673975,0,2481943,1690029,450564,0,1542628,0,2481943,1690029,450564,0,1502913,0,0,0,0,0,39715,0,624,12922,0,0,11053,0,0,0,0,0,0,0,0,0,0,0,0,0,5224,35635,3713,0,347,0,0,107722,0,0,0,0,0,0,0,0,0,0
2016,591,164127322,132889,1208283,75309,1132974,192314,1396328,161197508,0,0,0,0,0,0,0,167165,164294487,1366389,63257,19508,400,1103733,0,79220,335,1957,400,40547,0,38957,8462,1956,0,860306,0,18395,6641,978,0,21981,0,20562,1821,978,0,838325,0,46430,16613,7828,0,81606,0,1201782,37847,7767,0,121274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,113,26130247,0,0,0,0,723,26129524,0,0,0,0,0,362959,357874,5085,72429,26565635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,619,17643003,3061175,11685039,11337533,347506,2224013,0,0,0,77638,0,595138,15879,7166,8713,544883,18203765,10976963,247245,0,0,2079731,0,2310950,47194,0,0,29728,0,7858601,193575,0,0,1424265,0,7805541,193575,0,0,1393868,0,53060,0,0,0,30397,0,807412,6476,0,0,625738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,163,6226954,1410635,4742722,4742722,0,0,0,0,0,73597,0,0,0,0,0,78895,6305849,473542,430880,0,0,278518,0,71498,62969,0,0,11650,0,400840,326582,0,0,266868,0,400016,306191,0,0,266868,0,824,20391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,41329,0,0,0,0,0,0,0,0,0,0
2016,131,1756964,142567,7605,7605,0,0,1606792,0,0,0,0,0,0,0,0,0,1756964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,375,11258239,298,46036,0,46036,321,11211584,0,0,0,0,0,212929,212929,0,8925,11480093,44761,0,0,0,0,0,0,0,0,0,0,0,44761,0,0,0,0,0,0,0,0,0,0,0,44761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1090,314542913,516744,2255507,874256,1381251,699698,311070964,0,0,0,0,0,5494242,5494242,0,895208,320932363,171994287,48669194,0,0,19586784,0,321685,21148,0,0,90494,0,1381853,51096,0,0,617815,0,590052,51096,0,0,40380,0,791801,0,0,0,577435,0,379893,42434,0,0,216631,0,169910856,48554516,0,0,18661844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,764,253813215,294637,3432510,2320931,1111579,582025,0,249143441,91,360511,0,0,0,0,0,771156,254584371,3069904,534600,3128,10362,1051780,0,114072,60480,782,314,118989,0,2448703,327360,2346,10048,644053,0,1946750,121920,2346,10048,239867,0,501953,205440,0,0,404186,0,200653,128520,0,0,252852,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,306385,18240,0,0,35886,0,0,0,0,0,0,0
2016,14,6886477,180455,6518442,6419122,99320,187580,0,0,0,0,0,0,0,0,0,370300,7256777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,657,35599383,6118,223235,49839,173396,123048,0,35046187,0,200795,0,0,0,0,0,0,35599383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,362,17264138,1140113,5759979,5759979,0,272231,9350357,111458,0,630000,0,0,0,0,0,929783,18193921,1448320,881517,1916975,0,1096417,0,197967,63382,316407,0,8540,0,1109904,510450,533799,0,1056357,0,1109904,510450,533799,0,1056357,0,0,0,0,0,0,0,11689,32238,47005,0,31520,0,128760,275447,1019764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,586,154861532,119021,1110110,99827,1010283,246701,353232,153010625,0,21843,0,0,0,0,0,0,154861532,500339,24179,16187,2856,9853876,1651,79775,480,0,0,30260,413,73941,1619,0,0,9646442,0,64817,1619,0,0,28992,0,9124,0,0,0,9617450,0,66761,3734,3914,2856,133780,1238,279862,14275,12273,0,37330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,0,0,6064,0,0,0,0,0,0,0
2016,453,16112110,24,8083,8083,0,33071,18125,16044724,0,8083,0,0,0,0,0,27643,16139753,47372,1804,0,0,2083,0,0,24,0,0,0,0,8003,80,0,0,0,0,8003,80,0,0,0,0,0,0,0,0,0,0,31366,0,0,0,1705,0,0,1620,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,8003,80,0,0,0,0,0,0,0,0,0,0
2016,145,5059,5059,0,0,0,0,0,0,0,0,0,0,986797,522870,463927,424,992280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,511,126821230,268074,813928,137181,676747,206425,2753343,122779460,0,0,0,0,0,0,0,0,126821230,2513369,30037,2425,0,1294947,0,116592,350,0,0,134481,0,61486,729,0,0,623831,0,26897,729,0,0,9475,0,34589,0,0,0,614356,0,82000,1626,0,0,86407,0,2253291,27332,2425,0,450228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,530,121877428,216096,1642292,181933,1460359,231611,695340,119092089,0,0,0,0,0,0,0,0,121877428,1134322,54263,18733,0,1799997,0,130305,1813,0,0,56279,0,9702,1271,0,0,1377879,0,8816,1271,0,0,9096,0,886,0,0,0,1368783,0,26324,6659,0,0,122221,0,596269,13520,2933,0,82618,0,371722,31000,15800,0,161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,38512273,4801471,23337237,22969693,367544,3449433,5870485,0,0,352083,0,701564,0,0,0,1510123,40022396,15451972,6387831,10717597,625113,4038930,0,2147785,1612022,663130,59797,265833,0,10458647,4462602,3765875,565316,3595594,0,10451348,4249840,3738696,565316,3496500,0,7299,212762,27179,0,99094,0,1919211,313207,1039512,0,177503,0,926329,0,4944155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304925,0,0,0,0,0,0,0,0,0
2016,161,11500,0,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
