año,NCODI,biopsias_hosp,biopsias_CEP,necropsias_hosp,angio_hosp,angio_CEP,densiometrias_hosp,densiometrias_CEP,gamma_hosp,gamma_CEP,mamo_hosp,mamo_CEP,pet_hosp,pet_CEP,resonancia_hosp,resonancia_CEP,rx_hosp,rx_CEP,spect_hosp,spect_CEP,tac_hosp,tac_CEP,Colonosopia,Broncoscopia,ERCP
2016,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,619,0,0,0,0,0,0,0,0,0,1074,0,0,0,5009,0,10760,0,0,0,1516,0,2334,3,2
2016,163,422,0,0,0,0,657,0,0,0,924,0,0,0,5549,0,6732,0,0,0,1546,0,275,0,0
2016,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,0,0,0,0,0,0,0,0
2016,1090,27583,0,270,30,0,0,0,3021,0,3792,0,0,0,0,0,197568,0,0,0,24380,0,1007,66,34
2016,764,21751,0,20,216,0,2704,0,0,0,4007,0,0,0,5773,0,192397,0,0,0,24044,0,2211,708,377
2016,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0
2016,657,6643,0,3,0,0,0,0,0,0,1183,0,0,0,0,0,42250,0,0,0,5130,0,1389,58,0
2016,362,3119,0,0,0,0,0,0,1055,0,23472,0,0,0,8646,0,10007,0,0,0,4039,0,2252,0,0
2016,989,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,34043,0,0,0,4596,0,1076,53,0
2016,990,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,47281,0,0,0,4381,0,1109,245,0
2016,680,26626,0,19,2776,0,5951,0,0,0,6454,0,0,0,9553,0,156525,23448,0,0,25335,0,4024,979,261
2016,411,6715,0,0,563,0,5680,0,0,0,4118,0,0,0,8456,0,44717,0,0,0,5093,0,1162,14,14
2016,241,2656,0,2,0,0,0,0,0,0,196,0,0,0,5532,0,18668,0,0,0,2628,0,0,0,0
2016,558,10247,0,5,0,0,2354,0,0,0,2207,0,0,0,9422,0,52078,8601,0,0,9804,0,2024,165,119
2016,167,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,33,0,0
2016,248,0,0,0,278,0,639,0,1320,0,2637,0,1092,0,24325,0,28959,0,0,0,9629,0,711,57,0
2016,224,1163,0,0,0,0,624,0,0,0,1119,0,0,0,1871,0,10132,0,0,0,1754,0,740,0,0
2016,591,14747,0,27,0,0,2690,0,0,0,5395,0,0,0,14254,0,116770,0,0,0,14853,0,2492,318,123
2016,586,22857,0,10,0,0,3789,0,0,0,6743,0,0,0,0,0,149283,0,0,0,21532,0,2618,242,110
2016,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17218,0,0,0,3414,0,582,8,0
2016,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,511,14048,0,7,0,0,0,0,0,0,4320,0,0,0,0,0,68850,40343,0,0,13307,0,3653,2420,76
2016,530,18074,0,14,0,0,0,0,0,0,2120,0,0,0,0,0,67505,30780,0,0,13757,0,6405,316,102
2016,6,402,0,0,121,0,2080,0,978,0,3553,0,490,0,5794,0,28840,0,0,0,4585,0,0,0,0
2016,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,623,19156,0,3,0,0,0,4428,0,0,9349,0,0,0,6450,0,115985,15809,10466,0,19243,0,2608,1632,102
2016,875,3196,0,0,48,0,1264,0,184,0,2571,0,241,0,4576,0,31132,0,38,0,5569,0,796,47,6
2016,946,4541,0,0,159,0,1321,0,255,0,2207,0,0,0,6877,0,29582,0,0,0,4932,0,677,28,17
2016,1023,13448,0,12,453,0,6405,0,0,0,4115,0,0,0,5936,0,142347,0,0,0,18264,0,3611,307,105
2016,1054,12328,0,15,1472,0,4915,0,0,0,5665,0,0,0,9795,0,87624,0,0,0,13001,0,2402,103,50
2016,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,212,0,0,0,0
2016,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1032,12069,0,12,322,0,4928,0,0,0,3775,0,4420,0,4450,0,131075,0,1711,0,14147,0,3036,530,155
2016,1064,5479,0,0,126,0,1148,0,0,0,2784,0,0,0,8270,0,22746,0,0,0,3985,0,1380,14,23
2016,226,259,0,0,0,0,1594,0,399,0,2092,0,0,0,7760,0,9226,0,0,0,2688,0,2220,0,0
2016,687,14193,0,0,0,0,0,0,0,0,4181,0,0,0,6812,0,97779,0,0,0,7798,0,1846,166,0
2016,745,11590,0,11,1030,0,4160,0,3104,0,9390,16275,0,0,5315,0,152324,72959,1602,0,16462,4251,4381,557,299
2016,109,5423,0,0,0,0,1294,0,0,0,1005,0,0,0,4970,0,30763,0,0,0,4340,0,1376,8,7
2016,808,15418,0,12,0,0,0,0,0,0,10247,0,0,0,7080,0,139543,0,0,0,13210,0,3225,168,151
2016,971,2687,0,0,0,0,0,0,0,0,634,0,0,0,0,0,44726,0,0,0,2374,0,824,0,0
2016,128,0,0,0,0,0,498,0,0,0,1121,0,0,0,0,0,20063,0,0,0,0,0,165,0,0
2016,919,9519,0,14,0,0,1026,0,0,0,8687,0,0,0,6664,0,89454,15716,0,0,15655,0,2936,137,66
2016,725,23632,0,18,345,0,3640,0,0,0,4578,0,3878,0,15024,0,172495,0,8133,0,24396,0,3006,616,322
2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
