año,NCODI,altas_particular,estancias_particular,sesionHdia_particular,consulta_particular,cma_particular,urge_particular,hospDom_particular,altas_AsegPriv,estancias_AsegPriv,sesionHdia_AsegPriv,consulta_AsegPriv,cma_AsegPriv,urge_AsegPriv,hospDom_AsegPriv,altas_sns,estancias_sns,sesionHdia_sns,consulta_sns,cma_sns,urge_sns,hospDom_sns,altas_MutuaFun,estancias_MutuaFun,sesionHdia_MutuaFun,consulta_MutuaFun,cma_MutuaFun,urge_MutuaFun,hospDom_MutuaFun,altas_otrEntiPublica,estancias_otrEntiPublica,sesionHdia_otrEntiPublica,consulta_otrEntiPublica,cma_otrEntiPublica,urge_otrEntiPublica,hospDom_otrEntiPublica,altas_MATEPSS,estancias_MATEPSS,sesionHdia_MATEPSS,consulta_MATEPSS,cma_MATEPSS,urge_MATEPSS,hospDom_MATEPSS,altas_convIntern,estancias_conveInter,sesionHdia_conveInter,consulta_conveInter,cma_conveInter,urge_conveInter,hospDom_conveInter,altas_AccTrafic,estancias_AccTrafic,sesionHdia_AccTrafic,consulta_AccTrafic,cma_AccTrafic,urge_AccTrafic,hospDom_AccTrafic,otroRegimen,altas_otroRegim,estancias_otroRegim,sesionHdia_otroRegim,consulta_otroRegim,cma_otroRegim,urge_otroRegim,hospDom_otroRegim,total_altas,total_estancias,total_sesionHdia,total_consulta,total_cma,total_urgencias,total_hospDom
2016,176,168,14481,0,0,28,272,0,66,194,0,0,2,444,0,796,1981,0,0,660,66,0,660,2628,0,0,186,6694,0,101,238,0,0,10,1209,0,88,343,0,0,41,822,0,0,0,0,0,0,0,0,81,258,0,0,3,393,0,"Otros",0,0,0,0,0,0,0,1960,20123,0,0,930,9900,0
2016,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070,32812,10257,86360,5256,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"Otros",0,0,0,0,0,0,0,5070,32812,10257,86380,5256,0,525
2016,380,2,78,0,0,0,0,0,68,1495,0,0,0,0,0,1251,66065,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1321,67638,0,1418,0,0,0
2016,763,19,144,0,594,46,183,0,228,1723,309,470,43,1361,0,33706,254984,30623,734310,10442,332863,734,161,1221,0,1481,37,226,0,23,172,0,1104,0,238,0,13,101,0,346,87,1385,0,377,2850,0,3455,0,528,0,583,4413,0,0,0,2871,0,"Otros",0,0,0,0,0,0,0,35110,265608,30932,741760,10655,339655,734
2016,47,28,6946,0,0,0,0,0,124,8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,152,15370,0,0,0,0,0
2016,363,315,547,0,5240,196,368,0,1034,3806,0,30026,685,6242,0,3736,41440,0,48475,1909,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,445,0,2539,60,475,0,0,0,0,0,0,0,0,16,23,0,2324,5,352,0,"Otros",0,0,0,0,0,0,0,5243,46261,0,88604,2855,7599,0
2016,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249,13743,0,40079,0,19118,0,0,0,0,0,0,0,0,132,425,0,1240,0,592,0,"Otros",0,0,0,0,0,0,0,4381,14168,0,41319,0,19710,0
2016,828,57,6886,1241,0,0,0,0,0,0,0,0,0,0,0,257,22687,4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,314,29573,6017,0,0,0,0
2016,113,0,0,0,0,0,0,0,0,0,0,3,0,0,0,173,65425,4338,94518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",1,44,0,36,0,0,0,174,65469,4338,94557,0,0,0
2016,619,1303,2845,98,957,455,109,0,5092,11118,450,9092,2434,13696,0,517,1127,48,250,487,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,2068,0,13,660,4375,0,0,0,0,0,0,0,0,0,0,0,1278,88,11,0,"Otros",0,0,0,0,0,0,0,7859,17158,596,11590,4124,18478,0
