año,NCODI,primDiges_hosp,totDiges_hosp,primDigestivo_CEP,totDigestivo_CEP,primCardio_hosp,totCardio_hosp,primCardio_CEP,totCardio_CEP,primDerma_hosp,totDerma_hosp,primDerma_CEP,totDerma_CEP,primNeurolog_hosp,totNeurolog_hosp,primNeurolog_CEP,totNeurolog_CEP,primPsquia_hosp,totPsquia_hosp,primPsquia_CEP,totPsquia_CEP,primRestoMed_hosp,totRestoMed_hosp,primRestoMed_CEP,totRestoMed_CEP,primCirGeneral_hosp,totCirGeneral_hosp,primCirGeneral_CEP,totCirGeneral_CEP,primTrauma_hosp,totTrauma_hosp,primTrauma_CEP,totTrauma_CEP,primGine_hosp,totGine_hosp,primGine_CEP,totGine_CEP,primOftalmo_hosp,totOftalmo_hosp,primOftalmo_CEP,totOftalmo_CEP,primOrl_hosp,totOrl_hosp,primOrl_CEP,totOrl_CEP,primUrolog_hosp,totUrolog_hosp,primUrolog_CEP,totUrolog_CEP,primRestoQuirurg_hosp,totRestoQuirurg_hosp,primRestoQuirurg_CEP,totRestoQuirurg_CEP,primPediatria_hosp,totPediatria_hosp,primPediatria_CEP,totPediatria_CEP,primPreAnest_hosp,totPreAnest_hosp,primPreAnest_CEP,totPreAnest_CEP,primRehabil_hosp,totRehabil_hosp,primRehabil_CEP,totRehabil_CEP,primOtrasConsul_hosp,totOtrasConsul_hosp,primOtrasConsul_CEP,totOtrasConsul_CEP,primTotal_hosp,total_hosp,primTotal_CEP,total_CEP,otrasTexto
2016,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1626,4768,92931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1626,4768,92931,"Otros"
2016,619,1275,1675,0,0,1098,1200,0,0,0,0,0,0,281,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1599,0,0,781,1165,0,0,0,0,0,0,0,0,0,0,343,553,0,0,0,0,0,0,767,1008,0,0,0,0,0,0,0,0,0,0,4633,4025,0,0,9670,11590,0,0,"Otros"
2016,163,322,794,0,0,224,501,0,0,625,840,0,0,382,658,0,0,0,0,0,0,2052,7019,0,0,176,483,0,0,3111,8156,0,0,0,0,0,0,760,2617,0,0,922,1918,0,0,695,3221,0,0,1958,2291,0,0,0,0,0,0,633,1114,0,0,0,0,0,0,0,0,0,0,11860,29612,0,0,"Otros"
2016,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2016,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,1699,0,0,0,0,0,0,537,2803,0,0,"Otros"
2016,1090,4613,25428,0,0,3017,14431,0,0,1212,24748,14427,21240,5574,18228,0,0,704,13148,0,0,21024,140493,0,0,6429,30583,0,0,19228,61811,408,803,2571,21430,13012,39995,13839,76162,0,0,9154,22080,0,0,5155,34543,0,0,6328,21914,0,0,2890,20501,0,0,20214,21773,0,0,8488,24551,313,793,3320,31197,0,0,133760,603021,28160,62831,"Otros"
2016,764,2980,11517,0,0,3497,13640,0,0,13946,30187,0,0,4543,16829,0,0,2772,24206,0,0,28467,140819,0,0,6043,15551,0,0,17894,48487,0,0,9118,31544,0,0,17591,61706,0,0,8652,20190,0,0,4991,18257,0,0,13656,33892,0,0,3665,17123,0,0,10400,10400,0,0,10514,23678,0,0,0,0,0,0,158729,518026,0,0,"Otros"
2016,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2016,657,985,2679,0,0,469,1141,0,0,2360,3849,0,0,744,1523,0,0,924,3744,0,0,5870,21223,0,0,1731,4153,0,0,3814,9189,0,0,3702,8862,0,0,4809,11554,0,0,3256,6673,0,0,1172,4233,0,0,174,396,0,0,483,1642,0,0,2051,2350,0,0,2563,6914,0,0,0,0,0,0,35107,90125,0,0,"Otros"
2016,362,616,2190,0,0,559,2180,0,0,2697,4284,0,0,666,2132,0,0,87,410,0,0,2727,12760,0,0,654,3055,0,0,2255,9522,0,0,719,2675,0,0,724,1835,0,0,1002,2816,0,0,398,1795,0,0,2033,7271,0,0,456,4404,0,0,2420,2424,0,0,1430,15223,0,0,0,0,0,0,19443,74976,0,0,"Otros"
