año,NCODI,progAngioVasc_hosp,urgeAngioVasc_hosp,progAngioVasc_cma,urgeAngioVasc_cma,progAngioVasc_resto,urgeAngioVasc_resto,progAngioVasc_total,urgeAngioVasc_total,progCirCardio_hosp,urgeCirCardio_hosp,progCirCardio_cma,urgeCirCardio_cma,progCirCardio_resto,urgeCirCardio_resto,progCirCardio_total,urgeCirCardio_total,progCirGeneral_hosp,urgeCirGeneral_hosp,progCirGeneral_cma,urgeCirGeneral_cma,progCirGeneral_resto,urgeCirGeneral_resto,progCirGeneral_total,urgeCirGeneral_total,progMaxilo_hosp,urgeMaxilo_hosp,progMaxilo_cma,urgeMaxilo_cma,progMaxilo_resto,urgeMaxilo_resto,progMaxilo_total,urgeMaxilo_total,progCirPediat_hosp,urgeCirPediat_hosp,progCirPediat_cma,urgeCirPediat_cma,progCirPediat_resto,urgeCirPediat_resto,progCirPediat_total,urgeCirPediat_total,progPlastica_hosp,urgePlastica_hosp,progPlastica_cma,urgePlastica_cma,progPlastica_resto,urgePlastica_resto,progPlastica_total,urgePlastica_total,progToracica_hosp,urgeToracica_hosp,progToracica_cma,urgeToracica_cma,progToracica_resto,urgeToracica_resto,progToracica_total,urgeToracica_total,progDerma_hosp,urgeDerma_hosp,progDerma_cma,urgeDerma_cma,progDerma_resto,urgeDerma_resto,progDerma_total,urgeDerma_total,progGine_hosp,urgeGine_hosp,progGine_cma,urgeGine_cma,progGine_resto,urgeGine_resto,progGine_total,urgeGine_total,progCirNeuro_hosp,urgeCirNeuro_hosp,progCirNeuro_cma,urgeCirNeuro_cma,progCirNeuro_resto,urgeCirNeuro_resto,progCirNeuro_total,urgeCirNeuro_total,progOftalmo_hosp,urgeOftalmo_hosp,progOftalmo_cma,urgeOftalmo_cma,progOftalmo_resto,urgeOftalmo_resto,progOftalmo_total,urgeOftalmo_total,progORL_hosp,urgeORL_hosp,progORL_cma,urgeORL_cma,progORL_resto,urgeORL_resto,progORL_total,urgeORL_total,progTrauma_hosp,urgeTrauma_hosp,progTrauma_cma,urgeTrauma_cma,progTrauma_resto,urgeTrauma_resto,progTrauma_total,urgeTrauma_total,progUrolog_hosp,urgeUrolog_hosp,progUrolog_cma,urgeUrolog_cma,progUrolog_resto,urgeUrolog_resto,progUrolog_total,urgeUrolog_total,progOtrasCirugias_hosp,urgeOtrasCirugias_hosp,progOtrasCirugias_cma,urgeOtrasCirugias_cma,progOtrasCirugias_resto,urgeOtrasCirugias_resto,progOtrasCirugias_total,urgeOtrasCirugias_total,totalProg_hosp,totalUrge_hosp,totalProg_cma,totalUrge_cma,totalProg_resto,totalUrge_resto,total_programada,total_urgente
2016,14,12,0,37,0,0,0,49,0,9,0,13,0,0,0,22,0,472,21,466,13,0,0,938,34,11,0,4,0,0,0,15,0,1,0,0,0,0,0,1,0,19,0,7,0,0,0,26,0,5,1,0,0,0,0,5,1,0,0,375,0,0,0,375,0,419,2,61,0,0,0,480,2,38,0,11,0,0,0,49,0,0,0,7,0,0,0,7,0,72,0,28,0,0,0,100,0,780,17,154,10,0,0,934,27,94,0,174,0,0,0,268,0,0,0,0,0,0,0,0,0,1932,41,1337,23,0,0,3269,64
2016,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,199,467,0,216,6,897,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169,0,170,0,220,155,8,0,68,3,296,158,0,0,0,0,0,0,0,0,65,2,727,0,228,4,1020,6,45,8,117,0,138,1,300,9,178,120,353,0,166,5,697,125,125,10,2,0,262,3,389,13,0,0,0,0,88,0,88,0,848,494,1674,0,1335,22,3857,516
2016,362,111,2,1,0,0,0,112,2,213,31,2,0,0,0,215,31,901,44,14,0,3324,0,4239,44,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,267,5,10,1,33,0,310,6,9,0,0,0,0,0,9,0,1,0,5,0,105,0,111,0,28,25,0,0,0,0,28,25,166,6,0,0,0,0,166,6,128,1,190,1,6,0,324,2,40,1,2,0,6,0,48,1,1294,10,1,0,3,0,1298,10,32,2,2,0,43,0,77,2,0,15,2,0,5,0,7,15,3193,142,229,2,3525,0,6947,144
2016,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,220,751,24,0,0,957,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1,0,0,205,1,49,78,89,6,0,0,138,84,0,0,0,0,0,0,0,0,0,0,624,2,0,0,624,2,23,0,48,2,0,0,71,2,298,128,398,40,0,0,696,168,74,6,105,0,0,0,179,6,0,0,0,0,0,0,0,0,650,432,2220,75,0,0,2870,507
2016,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,222,157,1,189,3,566,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,90,0,115,0,56,148,34,1,20,4,110,153,0,0,0,0,0,0,0,0,1,1,371,0,256,0,628,1,58,1,35,0,46,0,139,1,349,231,101,0,280,17,730,248,112,16,16,0,126,0,254,16,13,3,0,0,106,0,119,3,814,622,734,2,1113,24,2661,648
2016,680,369,68,215,0,49,0,633,68,256,52,0,0,0,0,256,52,1467,971,833,0,17,0,2317,971,0,0,0,0,0,0,0,0,363,329,721,0,7,0,1091,329,642,41,133,0,208,0,983,41,377,30,0,0,0,0,377,30,23,6,147,0,1885,0,2055,6,675,700,130,0,0,0,805,700,589,252,8,0,81,0,678,252,59,29,2904,0,1851,0,4814,29,701,138,53,0,103,0,857,138,2136,382,602,0,44,0,2782,382,860,188,14,0,826,0,1700,188,0,0,24,0,0,0,24,0,8517,3186,5784,0,5071,0,19372,3186
2016,411,33,0,0,0,160,0,193,0,0,1,0,0,0,0,0,1,900,166,138,0,238,3,1276,169,44,0,0,0,1,0,45,0,45,8,4,0,0,0,49,8,323,5,0,0,95,1,418,6,12,0,0,0,0,0,12,0,0,0,0,1,1222,2,1222,3,251,92,0,0,17,5,268,97,59,9,0,0,3,0,62,9,0,0,3808,3,20,1,3828,4,147,0,0,0,7,0,154,0,1512,131,115,0,340,19,1967,150,249,14,0,0,300,1,549,15,503,112,283,20,569,1,1355,133,4078,538,4348,24,2972,33,11398,595
2016,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,619,34,3,66,0,0,0,100,3,2,0,0,0,0,0,2,0,303,140,2177,0,0,0,2480,140,2,0,48,0,0,0,50,0,0,0,0,0,0,0,0,0,58,3,48,0,0,0,106,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,90,18,50,0,0,0,140,18,0,0,0,0,0,0,0,0,3,0,240,0,0,0,243,0,32,2,2,0,0,0,34,2,1207,192,1354,0,0,0,2561,192,30,7,139,0,0,0,169,7,0,0,0,0,0,0,0,0,1762,365,4124,0,0,0,5886,365
2016,163,42,0,102,0,54,0,198,0,0,0,0,0,0,0,0,0,72,0,7,0,75,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,21,0,214,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,325,0,23,0,2,0,1,0,26,0,289,0,327,0,107,0,723,0,238,0,56,0,339,0,633,0,0,0,0,0,0,0,0,0,742,0,515,0,1121,0,2378,0
2016,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1090,455,55,573,0,4,0,1032,55,0,944,0,0,0,2,0,946,1751,952,873,0,1267,13,3891,965,116,187,1384,2,141,130,1641,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,142,0,13974,142,14118,144,720,911,382,0,97,44,1199,955,222,171,59,0,0,6,281,177,102,241,7222,0,391,0,7715,241,574,16,311,0,43,0,928,16,2347,714,727,0,167,23,3241,737,1216,60,100,0,476,5,1792,65,0,39,10,0,0,0,10,39,7505,4292,11783,2,16560,365,35848,4659
2016,764,276,107,103,0,15,0,394,107,0,0,0,0,0,0,0,0,843,939,376,5,109,0,1328,944,225,27,54,0,31,0,310,27,263,153,193,0,110,0,566,153,290,8,91,0,46,0,427,8,289,69,1,0,0,0,290,69,0,1,179,0,9,0,188,1,238,827,24,0,43,269,305,1096,419,174,6,1,10,0,435,175,50,25,2506,3,848,0,3404,28,303,73,330,1,100,0,733,74,1328,506,310,39,379,1,2017,546,690,216,102,2,136,0,928,218,2,33,12,4,157,0,171,37,5216,3158,4287,55,1993,270,11496,3483
2016,241,283,2,5,0,0,0,288,2,53,10,7,0,0,0,60,10,480,50,1197,0,0,0,1677,50,3,1,0,0,0,0,3,1,58,10,33,0,0,0,91,10,154,10,89,0,0,0,243,10,28,3,2,0,0,0,30,3,2,1,320,0,0,0,322,1,410,350,52,0,0,0,462,350,13,3,5,0,0,0,18,3,2,0,1390,0,0,0,1392,0,112,3,26,0,0,0,138,3,1094,155,497,0,0,0,1591,155,99,10,89,0,0,0,188,10,207,206,527,0,0,0,734,206,2998,814,4239,0,0,0,7237,814
2016,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,336,352,0,310,0,1560,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1463,0,1498,0,231,48,143,0,333,0,707,48,0,0,0,0,0,0,0,0,18,2,1703,0,776,0,2497,2,196,1,81,0,61,0,338,1,707,89,272,0,173,5,1152,94,357,19,73,0,224,1,654,20,0,0,0,0,0,0,0,0,2407,495,2659,0,3340,6,8406,501
2016,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,124,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,29,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,4,0,0,0,1,0,5,0,253,0,0,0,6,0,259,0,3,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,487,4,0,0,205,0,692,4
2016,248,1,0,0,0,14,0,15,0,36,0,0,0,1,0,37,0,456,0,0,0,93,0,549,0,26,0,0,0,61,0,87,0,0,0,0,0,0,0,0,0,178,0,0,0,104,0,282,0,0,0,0,0,0,0,0,0,1,0,0,0,373,0,374,0,123,0,0,0,2,0,125,0,190,0,0,0,120,0,310,0,1,0,0,0,504,0,505,0,133,0,0,0,19,0,152,0,692,0,0,0,116,0,808,0,209,0,0,0,238,0,447,0,0,0,0,0,0,0,0,0,2046,0,0,0,1645,0,3691,0
2016,224,11,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,268,24,554,0,0,0,822,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,21,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,448,0,137,9,252,0,0,0,389,9,15,0,0,0,0,0,15,0,0,0,215,0,0,0,215,0,10,0,11,0,0,0,21,0,172,33,671,24,0,0,843,57,486,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,1141,66,2178,24,0,0,3319,90
2016,591,249,48,158,0,0,1,407,49,0,0,0,0,0,0,0,0,854,641,744,0,430,50,2028,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,5,40,0,56,0,331,5,0,0,0,0,0,0,0,0,0,0,254,0,515,1,769,1,414,512,60,0,0,0,474,512,232,31,0,0,0,0,232,31,0,0,2480,2,1538,118,4018,120,422,39,97,0,0,0,519,39,1322,194,945,0,382,1,2649,195,469,151,46,0,395,2,910,153,0,0,0,0,0,0,0,0,4197,1621,4824,2,3316,173,12337,1796
2016,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,603,1232,0,2,42,2686,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,99,0,2387,3,2489,3,483,414,187,0,0,0,670,414,0,0,0,0,0,0,0,0,206,10,4223,1,3,17,4432,28,111,19,442,0,0,2,553,21,1174,158,924,0,1,17,2099,175,459,87,1336,0,2,7,1797,94,8,15,0,0,0,2,8,17,3896,1306,8443,1,2395,90,14734,1397
2016,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,606,256,0,461,38,1301,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,47,0,1588,17,1643,21,262,430,233,0,16,0,511,430,0,0,0,0,0,0,0,0,1,6,1110,0,1556,12,2667,18,201,23,130,0,34,5,365,28,837,187,230,0,109,31,1176,218,293,103,129,0,534,10,956,113,0,0,0,0,182,1,182,1,2186,1359,2135,0,4480,114,8801,1473
2016,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,416,200,0,524,85,1625,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1873,0,1890,0,414,632,5,0,326,7,745,639,0,0,0,0,0,0,0,0,0,12,1969,0,965,8,2934,20,378,16,144,0,213,2,735,18,1318,198,823,0,735,13,2876,211,397,37,227,0,244,7,868,44,0,0,0,0,0,0,0,0,3408,1311,3385,0,4880,122,11673,1433
2016,6,33,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,237,47,1108,0,0,0,1345,47,25,1,4,0,0,0,29,1,65,11,22,0,0,0,87,11,375,1,220,0,0,0,595,1,0,1,0,0,0,0,0,1,0,0,632,0,0,0,632,0,896,143,362,0,0,0,1258,143,65,9,112,0,0,0,177,9,19,4,773,0,0,0,792,4,129,5,31,0,0,0,160,5,797,115,239,0,0,0,1036,115,122,99,760,0,0,0,882,99,11,43,142,0,0,0,153,43,2774,479,4407,0,0,0,7181,479
2016,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2016,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,610,390,0,283,23,1319,633,330,42,398,0,2461,387,3189,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,45,0,1719,647,1809,653,490,440,279,0,113,2,882,442,0,0,0,0,0,0,0,0,179,18,3818,0,1,4,3998,22,323,23,109,0,26,4,458,27,1350,227,310,0,31,51,1691,278,562,159,90,0,376,4,1028,163,0,0,0,0,0,0,0,0,3925,1525,5439,0,5010,1122,14374,2647
2016,875,91,15,2,0,8,0,101,15,10,6,0,0,0,0,10,6,547,161,128,4,246,1,921,166,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,72,0,5,0,30,0,107,0,2,0,0,0,0,0,2,0,0,0,0,0,464,0,464,0,73,11,92,6,3,0,168,17,3,5,0,0,0,0,3,5,3,0,1,0,372,0,376,0,177,15,13,0,215,1,405,16,552,96,214,7,443,0,1209,103,182,31,2,1,251,0,435,32,28,7,0,0,0,0,28,7,1740,347,457,18,2034,2,4231,367
2016,946,42,0,0,0,0,0,42,0,45,0,0,0,0,0,45,0,691,122,1105,0,0,0,1796,122,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,334,0,45,0,0,0,379,0,0,0,0,0,0,0,0,0,2,0,240,0,0,0,242,0,280,119,77,0,0,0,357,119,236,37,0,0,0,0,236,37,3,0,492,0,0,0,495,0,35,74,24,0,0,0,59,74,540,180,134,0,0,0,674,180,136,18,163,0,0,0,299,18,103,70,18,0,0,0,121,70,2490,620,2298,0,0,0,4788,620
2016,1023,78,58,139,1,0,0,217,59,0,0,0,0,0,0,0,0,594,917,779,8,0,27,1373,952,12,1,1779,8,1,1,1792,10,0,0,0,0,0,0,0,0,59,7,18,0,20,0,97,7,72,35,0,0,1,8,73,43,0,0,286,0,1307,0,1593,0,274,304,271,0,251,15,796,319,0,0,0,0,0,0,0,0,1,5,2253,23,30,0,2284,28,228,12,324,2,24,12,576,26,693,1315,902,14,1,0,1596,1329,447,189,262,6,365,38,1074,233,47,42,48,1,0,1,95,44,2505,2885,7061,63,2000,102,11566,3050
