año,NCODI,primDiges_hosp,totDiges_hosp,primDigestivo_CEP,totDigestivo_CEP,primCardio_hosp,totCardio_hosp,primCardio_CEP,totCardio_CEP,primDerma_hosp,totDerma_hosp,primDerma_CEP,totDerma_CEP,primNeurolog_hosp,totNeurolog_hosp,primNeurolog_CEP,totNeurolog_CEP,primPsquia_hosp,totPsquia_hosp,primPsquia_CEP,totPsquia_CEP,primRestoMed_hosp,totRestoMed_hosp,primRestoMed_CEP,totRestoMed_CEP,primCirGeneral_hosp,totCirGeneral_hosp,primCirGeneral_CEP,totCirGeneral_CEP,primTrauma_hosp,totTrauma_hosp,primTrauma_CEP,totTrauma_CEP,primGine_hosp,totGine_hosp,primGine_CEP,totGine_CEP,primOftalmo_hosp,totOftalmo_hosp,primOftalmo_CEP,totOftalmo_CEP,primOrl_hosp,totOrl_hosp,primOrl_CEP,totOrl_CEP,primUrolog_hosp,totUrolog_hosp,primUrolog_CEP,totUrolog_CEP,primRestoQuirurg_hosp,totRestoQuirurg_hosp,primRestoQuirurg_CEP,totRestoQuirurg_CEP,primPediatria_hosp,totPediatria_hosp,primPediatria_CEP,totPediatria_CEP,primPreAnest_hosp,totPreAnest_hosp,primPreAnest_CEP,totPreAnest_CEP,primRehabil_hosp,totRehabil_hosp,primRehabil_CEP,totRehabil_CEP,primOtrasConsul_hosp,totOtrasConsul_hosp,primOtrasConsul_CEP,totOtrasConsul_CEP,primTotal_hosp,total_hosp,primTotal_CEP,total_CEP,otrasTexto
2020,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2557,5766,111850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,41,2559,5766,111850,"Otros"
2020,619,857,983,0,0,1020,1320,0,0,2050,3042,0,0,345,478,0,0,140,216,0,0,40,40,0,0,1520,1523,0,0,2100,3253,0,0,0,0,0,0,570,783,0,0,851,1274,0,0,1508,2143,0,0,0,0,0,0,0,0,0,0,1243,1243,0,0,120,132,0,0,0,0,0,0,12364,16430,0,0,"Otros"
2020,163,734,1397,0,0,401,691,0,0,1505,2336,0,0,318,498,0,0,244,341,0,0,2138,6181,0,0,137,322,0,0,4024,9322,0,0,0,0,0,0,1418,3242,0,0,857,1577,0,0,1285,4286,0,0,472,1531,0,0,0,0,0,0,1400,1477,0,0,0,0,0,0,0,0,0,0,14933,33201,0,0,"Otros"
2020,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2020,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1350,0,0,0,0,0,0,315,1700,0,0,"Otros"
2020,1090,4055,27682,0,0,2339,16383,0,0,6344,31680,2629,4243,4302,20742,0,0,918,14070,0,0,18824,147191,0,0,4251,16712,0,0,10918,49055,327,731,2051,29928,11258,38269,8881,62818,0,0,6051,20634,0,0,4220,30171,0,0,5066,22870,0,0,4350,21274,0,0,22526,29359,0,0,6622,22285,612,1720,6763,38713,0,0,118481,601567,14826,44963,"Otros"
2020,764,1703,8426,0,0,2793,11108,0,0,6526,16581,0,0,4820,14989,0,0,2075,13720,0,0,21849,113854,0,0,3181,11862,0,0,10458,34514,0,0,5109,25600,0,0,7610,38140,0,0,4060,11783,0,0,3332,16210,0,0,7109,21478,0,0,4106,17822,0,0,7953,7953,0,0,5932,15754,0,0,0,0,0,0,98616,379794,0,0,"Otros"
2020,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2020,657,359,1118,0,0,436,1239,0,0,1616,2280,0,0,584,2333,0,0,493,3313,0,0,4343,17117,0,0,1216,2205,0,0,3016,6365,0,0,1428,4461,0,0,1864,5727,0,0,2244,4398,0,0,783,2342,0,0,158,287,0,0,496,1168,0,0,1120,1194,0,0,2086,5233,0,0,0,0,0,0,22242,60780,0,0,"Otros"
2020,362,482,1407,0,0,805,2231,0,0,2415,5640,0,0,1849,3718,0,0,234,886,0,0,2061,7304,0,0,678,2160,0,0,1841,7198,0,0,1017,3702,0,0,1379,2698,0,0,833,1006,0,0,549,1700,0,0,1860,6191,0,0,522,5063,0,0,10,1913,0,0,0,0,0,0,0,0,0,0,16535,52817,0,0,"Otros"
