año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2020,113,0,0
2020,619,0,0
2020,163,0,0
2020,131,0,0
2020,375,0,0
2020,1090,2350,12041
2020,764,0,0
2020,14,0,0
2020,657,0,0
2020,362,0,0
2020,989,0,0
2020,990,0,0
2020,680,3342,25664
2020,411,0,0
2020,241,0,0
2020,558,1618,14477
2020,248,0,0
2020,224,5,16
2020,591,973,12681
2020,586,3066,11479
2020,453,0,0
2020,145,0,0
2020,511,1675,10568
2020,530,882,5901
2020,6,0,0
2020,161,0,0
2020,623,4465,25129
2020,875,0,0
2020,946,0,0
2020,1023,1442,11038
2020,1054,778,14339
2020,1057,0,0
2020,1031,0,0
2020,1032,1858,10341
2020,1064,0,0
2020,226,0,0
2020,687,0,0
2020,745,0,0
2020,109,0,0
2020,808,0,0
2020,971,0,0
2020,128,0,0
2020,919,63,441
2020,1150,0,0
2020,725,0,0
2020,3,0,0
2020,306,0,0
2020,15,0,0
2020,264,0,0
2020,867,0,0
2020,910,0,0
2020,1053,0,0
2020,1055,0,0
2020,1081,0,0
2020,1115,0,0
2020,529,0,0
2020,345,0,0
2020,515,0,0
2020,174,0,0
2020,523,0,0
2020,697,0,0
2020,239,0,0
2020,287,0,0
2020,377,0,0
2020,692,374,7801
2020,435,0,0
2020,423,0,0
2020,351,0,0
2020,810,0,0
2020,830,338,3280
2020,892,0,0
2020,921,0,0
2020,991,0,0
2020,992,239,2092
2020,993,0,0
2020,1070,717,9801
2020,1095,0,0
2020,1094,0,0
2020,1124,0,0
2020,473,0,0
2020,663,1947,2241
2020,552,0,0
2020,772,2463,29556
2020,568,0,0
2020,398,0,0
2020,394,0,0
2020,614,0,0
2020,235,0,0
2020,616,1152,11704
2020,267,0,0
2020,565,0,0
2020,220,0,0
2020,278,0,0
2020,107,925,7892
2020,711,0,0
2020,204,0,0
2020,348,0,0
2020,766,0,0
2020,761,314,1003
2020,728,0,0
2020,280,0,0
2020,222,0,0
2020,276,0,0
2020,11,0,0
2020,302,0,0
2020,682,0,0
2020,279,0,0
2020,282,0,0
2020,281,389,6625
2020,183,0,0
2020,610,0,0
2020,116,0,0
2020,115,0,0
2020,114,0,0
2020,119,0,0
2020,770,1709,23712
2020,583,236,236
2020,136,258,576
2020,469,32,616
2020,642,813,8113
2020,674,383,1711
2020,193,0,0
2020,526,395,3026
2020,698,669,11488
2020,630,0,0
2020,124,0,0
2020,364,1,4
2020,439,0,0
2020,570,588,7468
2020,123,0,0
2020,310,430,8458
2020,571,185,3566
2020,296,0,0
2020,566,175,1948
2020,784,1351,14920
2020,102,0,0
2020,639,633,5387
2020,457,144,144
2020,609,0,0
2020,101,0,0
2020,454,0,0
2020,318,56,63
2020,600,163,926
2020,545,1097,6651
2020,100,0,0
2020,702,1133,11094
2020,778,556,3652
2020,341,0,0
2020,99,582,3988
2020,767,316,2376
2020,359,0,0
2020,98,0,0
2020,132,0,0
2020,97,0,0
2020,103,0,0
2020,110,0,0
2020,94,0,0
2020,91,0,0
2020,664,459,7497
2020,918,1123,16968
2020,92,0,0
2020,95,0,0
2020,301,0,0
2020,492,0,0
2020,811,0,0
2020,812,0,0
2020,832,0,0
2020,841,0,0
2020,856,0,0
2020,859,0,0
2020,861,0,0
2020,880,0,0
2020,883,0,0
2020,884,0,0
2020,877,0,0
2020,911,0,0
2020,913,0,0
2020,922,0,0
2020,923,0,0
2020,924,0,0
2020,947,0,0
2020,951,0,0
2020,1103,0,0
2020,972,0,0
2020,973,0,0
2020,974,0,0
2020,975,0,0
2020,960,134,1822
2020,1028,0,0
2020,976,188,222
2020,977,0,0
2020,1020,9,235
2020,994,0,0
2020,995,0,0
2020,1060,0,0
2020,1005,0,0
2020,1061,0,0
2020,1062,0,0
2020,1006,0,0
2020,1088,0,0
2020,1089,0,0
2020,1076,0,0
2020,1078,0,0
2020,1033,812,8753
2020,1037,0,0
2020,1039,0,0
2020,1067,0,0
2020,1065,0,0
2020,1066,0,0
2020,1100,0,0
2020,1105,0,0
2020,1107,0,0
2020,1111,0,0
2020,1121,0,0
