año,NCODI,progAngioVasc_hosp,urgeAngioVasc_hosp,progAngioVasc_cma,urgeAngioVasc_cma,progAngioVasc_resto,urgeAngioVasc_resto,progAngioVasc_total,urgeAngioVasc_total,progCirCardio_hosp,urgeCirCardio_hosp,progCirCardio_cma,urgeCirCardio_cma,progCirCardio_resto,urgeCirCardio_resto,progCirCardio_total,urgeCirCardio_total,progCirGeneral_hosp,urgeCirGeneral_hosp,progCirGeneral_cma,urgeCirGeneral_cma,progCirGeneral_resto,urgeCirGeneral_resto,progCirGeneral_total,urgeCirGeneral_total,progMaxilo_hosp,urgeMaxilo_hosp,progMaxilo_cma,urgeMaxilo_cma,progMaxilo_resto,urgeMaxilo_resto,progMaxilo_total,urgeMaxilo_total,progCirPediat_hosp,urgeCirPediat_hosp,progCirPediat_cma,urgeCirPediat_cma,progCirPediat_resto,urgeCirPediat_resto,progCirPediat_total,urgeCirPediat_total,progPlastica_hosp,urgePlastica_hosp,progPlastica_cma,urgePlastica_cma,progPlastica_resto,urgePlastica_resto,progPlastica_total,urgePlastica_total,progToracica_hosp,urgeToracica_hosp,progToracica_cma,urgeToracica_cma,progToracica_resto,urgeToracica_resto,progToracica_total,urgeToracica_total,progDerma_hosp,urgeDerma_hosp,progDerma_cma,urgeDerma_cma,progDerma_resto,urgeDerma_resto,progDerma_total,urgeDerma_total,progGine_hosp,urgeGine_hosp,progGine_cma,urgeGine_cma,progGine_resto,urgeGine_resto,progGine_total,urgeGine_total,progCirNeuro_hosp,urgeCirNeuro_hosp,progCirNeuro_cma,urgeCirNeuro_cma,progCirNeuro_resto,urgeCirNeuro_resto,progCirNeuro_total,urgeCirNeuro_total,progOftalmo_hosp,urgeOftalmo_hosp,progOftalmo_cma,urgeOftalmo_cma,progOftalmo_resto,urgeOftalmo_resto,progOftalmo_total,urgeOftalmo_total,progORL_hosp,urgeORL_hosp,progORL_cma,urgeORL_cma,progORL_resto,urgeORL_resto,progORL_total,urgeORL_total,progTrauma_hosp,urgeTrauma_hosp,progTrauma_cma,urgeTrauma_cma,progTrauma_resto,urgeTrauma_resto,progTrauma_total,urgeTrauma_total,progUrolog_hosp,urgeUrolog_hosp,progUrolog_cma,urgeUrolog_cma,progUrolog_resto,urgeUrolog_resto,progUrolog_total,urgeUrolog_total,progOtrasCirugias_hosp,urgeOtrasCirugias_hosp,progOtrasCirugias_cma,urgeOtrasCirugias_cma,progOtrasCirugias_resto,urgeOtrasCirugias_resto,progOtrasCirugias_total,urgeOtrasCirugias_total,totalProg_hosp,totalUrge_hosp,totalProg_cma,totalUrge_cma,totalProg_resto,totalUrge_resto,total_programada,total_urgente
2020,764,101,100,20,0,0,0,121,100,0,0,0,0,0,0,0,0,715,817,458,8,146,0,1319,825,125,39,56,0,0,0,181,39,183,136,212,0,0,0,395,136,202,4,39,0,53,0,294,4,208,52,0,1,0,0,208,53,0,0,209,0,107,0,316,0,171,718,56,101,0,0,227,819,256,239,3,1,0,0,259,240,37,22,2299,1,211,0,2547,23,194,68,303,1,20,0,517,69,749,898,284,13,679,0,1712,911,666,162,107,1,410,0,1183,163,12,36,0,0,240,2,252,38,3619,3291,4046,127,1866,2,9531,3420
2020,14,0,0,37,1,0,0,37,1,0,0,0,0,0,0,0,0,384,29,180,2,0,1,564,32,2,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,40,1,30,0,0,0,70,1,4,0,0,0,0,0,4,0,,0,133,0,0,0,133,0,135,9,219,8,0,0,354,17,88,4,37,0,0,0,125,4,0,0,0,0,0,0,0,0,55,0,50,0,0,0,105,0,566,41,468,4,0,0,1034,45,84,7,126,0,0,0,210,7,2,2,11,0,0,0,13,2,1360,93,1294,15,0,1,2654,109
2020,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,136,235,0,116,3,570,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,0,85,121,69,0,22,1,176,122,0,0,0,0,0,0,0,0,0,8,546,0,54,1,600,9,25,7,27,0,76,0,128,7,124,113,212,0,57,5,393,118,64,6,0,0,162,0,226,6,0,1,0,0,259,2,259,3,517,392,1089,0,844,12,2450,404
2020,362,18,0,3,0,0,0,21,0,146,26,0,0,0,0,146,26,532,41,51,0,1074,13,1657,54,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,222,3,29,0,0,0,251,3,16,4,0,0,0,0,16,4,2,0,60,0,0,0,62,0,11,0,0,0,0,0,11,0,139,8,17,1,0,0,156,9,433,2,22,2,0,0,455,4,15,1,3,0,0,0,18,1,980,7,31,1,0,0,1011,8,17,0,28,0,0,0,45,0,37,5,6,0,0,0,43,5,2571,97,250,4,1074,13,3895,114
2020,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,188,563,0,0,0,761,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,196,0,0,0,392,0,96,69,53,0,0,0,149,69,0,0,0,0,0,0,0,0,0,3,420,0,0,0,420,3,11,9,110,0,0,0,121,9,211,173,289,0,0,0,500,173,86,,59,9,0,0,145,9,0,0,0,0,0,0,0,0,798,442,1690,9,0,0,2488,451
2020,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,125,2,60,0,352,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,35,0,48,156,31,3,7,0,86,159,0,0,0,0,0,0,0,0,0,0,205,0,25,0,230,0,21,0,29,0,20,0,70,0,232,123,58,2,128,0,418,125,75,4,9,0,36,0,120,4,0,0,0,0,0,0,0,0,543,450,488,7,280,0,1311,457
2020,680,361,103,212,0,3,0,576,103,245,67,0,0,0,0,245,67,1017,997,612,0,135,0,1764,997,0,0,0,0,0,0,0,0,292,301,561,0,0,0,853,301,277,53,292,0,104,0,673,53,386,22,0,0,0,0,386,22,8,11,200,0,1386,0,1594,11,410,708,231,0,0,0,641,708,465,207,72,0,83,0,620,207,45,51,1667,0,2476,0,4188,51,439,126,75,0,34,0,548,126,1505,423,341,0,34,0,1880,423,709,212,33,0,925,0,1667,212,0,0,9,0,0,0,9,0,6159,3281,4305,0,5180,0,15644,3281
2020,411,8,6,0,0,244,1,252,7,18,3,0,0,0,0,18,3,1105,201,0,0,160,1,1265,202,62,0,0,0,8,0,70,0,11,0,0,0,0,0,11,0,538,6,0,0,199,3,737,9,17,11,0,0,1,2,18,13,0,0,1,0,752,8,753,8,906,171,0,0,8,2,914,173,161,30,0,0,0,0,161,30,0,2,3225,1,2,0,3227,3,70,9,0,0,2,0,72,9,1594,183,0,0,339,9,1933,192,211,99,0,0,194,2,405,101,709,13,0,0,521,3,1230,16,5410,734,3226,1,2430,31,11066,766
2020,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,600,242,0,224,26,883,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,863,18,891,18,231,378,174,0,2,0,407,378,0,0,0,0,0,0,0,0,3,3,732,0,2180,29,2915,32,135,40,118,0,29,4,282,44,383,315,159,0,258,14,800,329,214,81,37,0,394,6,645,87,0,0,0,0,96,3,96,3,1383,1417,1490,0,4046,100,6919,1517
2020,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,400,198,3,226,0,1041,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,354,4,75,0,435,10,233,95,162,1,5,0,400,96,0,0,0,0,0,0,0,0,0,12,917,4,6,0,923,16,160,15,187,0,24,0,371,15,657,160,436,0,109,0,1202,160,239,32,327,2,5,0,571,34,0,0,0,0,0,0,0,0,1912,720,2581,14,450,0,4943,734
2020,6,8,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,212,65,103,0,0,0,315,65,12,0,1,0,0,0,13,0,67,20,30,0,0,0,97,20,135,3,87,0,0,0,222,3,0,1,0,0,0,0,0,1,0,0,448,0,0,0,448,0,417,302,84,0,0,0,501,302,52,22,135,0,0,0,187,22,0,0,312,0,0,0,312,0,110,4,35,0,0,0,145,4,628,99,256,0,0,0,884,99,117,40,583,0,0,0,700,40,9,36,965,0,0,0,974,36,1767,592,3040,0,0,0,4807,592
2020,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,560,154,0,157,11,900,571,433,62,150,0,993,253,1576,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,46,0,1452,439,1505,443,494,355,65,0,17,0,576,355,0,0,0,0,0,0,0,0,153,22,2162,0,0,7,2315,29,307,62,9,0,44,1,360,63,989,346,175,0,3,12,1167,358,719,160,61,0,345,3,1125,163,0,0,0,0,0,0,0,0,3691,1571,2822,0,3011,726,9524,2297
2020,875,53,8,0,0,0,0,53,8,5,3,0,0,0,0,5,3,599,201,328,156,0,0,927,357,19,13,55,11,0,0,74,24,0,0,0,0,0,0,0,0,67,2,102,1,0,0,169,3,5,0,0,0,0,0,5,0,0,0,0,0,544,0,544,0,85,11,141,1,0,0,226,12,117,32,6,2,0,0,123,34,0,0,498,0,0,0,498,0,158,8,175,0,0,0,333,8,497,81,397,5,0,0,894,86,175,10,282,1,0,0,457,11,0,0,0,0,0,0,0,0,1780,369,1984,177,544,0,4308,546
