año,NCODI,totHemodina_Paciente,totPaciente_radioInterv,totLitofrag_Paciente,totLitofrag_Sesion,totAceleLineal_Paciente,totAceleLineal_Sesion,totBomCobal_Paciente,totBomCobal_Sesion,totOtraRadio_Paciente,totOtraRadio_Sesion,totFisiot_Paciente,totFisiot_Sesion,totLogop_Paciente,totLogop_Sesion,totTerapOcupa_Paciente,totTerapOcupa_Sesion,totHemodial_Paciente,totHemodial_Sesion,totHemodialDom_Paciente,totHemodialDom_Sesion,totDialPerito_Paciente,totDialPerito_Sesion
2020,976,0,0,0,0,0,0,0,0,0,0,708,1157,0,0,0,0,0,0,0,0,0,0
2020,977,0,0,0,0,0,0,0,0,0,0,560,8569,125,219,134,2932,0,0,0,0,0,0
2020,1020,0,0,0,0,0,0,0,0,0,0,71,196,0,0,0,0,0,0,0,0,0,0
2020,994,0,0,0,0,0,0,0,0,0,0,1683,24500,0,0,0,0,129,11347,0,0,135,13207
2020,995,0,0,0,0,0,0,0,0,0,0,273,6817,45,64,16,368,0,0,0,0,0,0
2020,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1005,0,0,0,0,0,0,0,0,0,0,119,6312,0,0,3,20,0,0,0,0,0,0
2020,1061,0,0,0,0,0,0,0,0,0,0,8,553,0,0,5,470,0,0,0,0,0,0
2020,1062,0,0,0,0,0,0,0,0,0,0,74,7980,0,0,0,0,0,0,0,0,0,0
2020,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1088,0,0,0,0,0,0,0,0,0,0,43,0,32,0,0,0,0,0,0,0,0,0
2020,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1076,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1078,0,0,0,0,0,0,0,0,0,0,107,6510,0,0,90,5056,0,0,0,0,0,0
2020,1033,0,1536,0,0,0,0,0,0,0,0,4256,34505,0,0,0,0,215,1397,0,0,233,6659
2020,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8934,0,0,0,0,0,0
2020,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1067,0,0,0,0,0,0,0,0,0,0,296,12569,0,0,51,1615,0,0,0,0,0,0
2020,1065,0,0,0,0,0,0,0,0,0,0,1574,7710,405,1907,1522,523,0,0,0,0,0,0
2020,1066,0,0,0,0,0,0,0,0,0,0,3051,47026,0,0,0,0,0,0,0,0,0,0
2020,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,15324,0,0,0,0,0,0
2020,1105,0,0,0,0,0,0,0,0,0,0,1227,17410,139,212,220,2323,0,0,0,0,0,0
2020,1107,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0
2020,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1119,0,0,0,0,0,0,0,0,0,0,258,6316,105,2002,147,4383,0,0,0,0,0,0
2020,207,0,0,0,0,0,0,0,0,0,0,1661,44872,25,1103,0,0,0,0,0,0,0,0
2020,431,0,0,0,0,0,0,0,0,0,0,1317,13892,64,220,385,3833,0,0,0,0,0,0
2020,387,0,0,0,0,0,0,0,0,0,0,1121,42538,0,0,0,0,0,0,0,0,0,0
2020,179,0,0,0,0,0,0,0,0,0,0,8,450,0,0,0,0,0,0,0,0,0,0
2020,606,0,0,0,0,0,0,0,0,0,0,4728,25434,0,0,0,0,30,3165,0,0,0,0
2020,925,2521,3246,0,0,1000,18561,0,0,0,0,8859,222915,0,0,745,29602,133,16662,5,989,17,5139
2020,541,0,0,0,0,0,0,0,0,0,0,1873,52862,0,0,0,0,0,0,0,0,0,0
2020,797,0,0,0,0,0,0,0,0,0,0,354,6972,0,0,0,0,0,0,0,0,0,0
2020,627,0,0,0,0,401,15373,0,0,0,0,2285,59653,1130,1734,0,0,79,2100,0,0,14,168
2020,173,0,0,0,0,0,0,0,0,0,0,38,2245,0,0,688,10434,0,0,0,0,0,0
2020,636,1446,923,0,0,0,0,0,0,0,0,4358,51806,655,2036,0,0,990,8014,36,821,398,11823
2020,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,881,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,771,641,606,232,372,984,13876,0,0,104,166,,,,,,,109,5312,0,0,0,0
2020,533,108,10,0,0,0,0,0,0,0,0,1570,26450,0,0,0,0,0,0,0,0,0,0
2020,447,0,0,0,0,0,0,0,0,0,0,219,2237,0,0,0,0,0,0,0,0,0,0
2020,815,0,29,0,0,0,0,0,0,0,0,258,7740,0,0,0,0,0,0,0,0,0,0
2020,801,3194,1203,0,0,826,6817,0,0,0,0,,,,,,,1174,11460,0,0,0,0
2020,800,0,0,0,0,0,0,0,0,0,0,1371,8012,1349,2876,0,0,0,0,0,0,0,0
2020,389,0,166,0,0,0,0,0,0,0,0,2317,30696,0,0,0,0,0,0,0,0,0,0
2020,695,71,266,0,0,0,0,0,0,0,0,,,,,,,288,25706,0,0,0,0
2020,1157,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
2020,1163,0,200,0,0,0,0,0,0,0,0,70,1162,0,0,0,0,0,0,0,0,0,0
2020,816,0,0,0,0,0,0,0,0,0,0,1333,18507,35,728,126,4127,0,0,0,0,0,0
2020,833,0,0,0,0,0,0,0,0,0,0,1937,31090,0,0,0,0,0,0,0,0,0,0
2020,870,302,0,0,0,0,0,0,0,0,0,513,20453,151,1802,27,241,0,0,0,0,0,0
2020,927,0,0,0,0,0,0,0,0,0,0,4155,71521,0,0,0,0,0,0,0,0,0,0
2020,961,741,0,1,3,912,8334,0,0,0,0,,,,,,,338,2277,0,0,0,0
2020,962,0,0,0,0,0,0,0,0,0,0,572,11564,0,0,0,0,0,0,0,0,0,0
2020,1079,12,0,0,0,0,0,0,0,0,0,1559,17931,0,0,0,0,0,0,0,0,0,0
2020,1101,358,101,0,0,0,0,0,0,0,0,986,12892,0,0,0,0,0,0,0,0,0,0
2020,666,1230,2192,0,0,0,0,0,0,0,0,7966,221884,0,0,0,0,924,9409,30,5827,78,21749
2020,392,0,0,0,0,0,0,0,0,0,0,3903,48397,384,1905,488,3430,0,0,0,0,0,0
2020,790,0,218,321,522,991,19065,0,0,0,0,1192,83103,161,1964,0,0,0,0,0,0,0,0
2020,650,0,311,0,0,0,0,0,0,0,0,2528,25154,0,0,0,0,0,0,0,0,0,0
2020,876,0,727,0,0,0,0,0,0,0,0,3185,52957,0,0,0,0,0,0,0,0,0,0
2020,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1320,0,0,0,0,0,0
2020,367,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,538,0,318,0,0,0,0,0,0,0,0,1304,25117,0,0,289,2440,0,0,0,0,0,0
2020,557,0,0,2,2,0,0,0,0,0,0,2856,22426,0,0,366,2868,0,0,0,0,0,0
2020,653,0,223,0,0,0,0,0,0,0,0,2698,14742,0,0,0,0,0,0,0,0,0,0
2020,647,0,0,0,0,0,0,0,0,0,0,524,15818,0,0,84,1438,0,0,0,0,0,0
2020,978,1177,1510,0,0,899,14195,0,0,1179,1251,10056,39656,0,0,130,778,1189,13163,0,0,555,15270
2020,996,0,0,0,0,0,0,0,0,0,0,1860,12361,0,0,176,1294,0,0,0,0,0,0
2020,729,2124,5881,373,548,2018,28636,0,0,36,58,,,,,,,208,14911,0,0,0,0
2020,182,141,104,0,0,0,0,0,0,0,0,198,2326,0,0,0,0,0,0,0,0,0,0
2020,633,54,191,0,0,250,4250,0,0,0,0,229,4586,1547,12378,0,0,0,0,0,0,0,0
2020,685,,366,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0
