año,NCODI,camas_medInterna,estancias_medInterna,altFinal_medInterna,altCuracion_medInterna,altTraslaHosp_medInterna,altExitus_medInterna,altOtracausa_medInterna,altTraslaInter_medInterna,camas_medicina,estancias_medicina,altFinal_med,altCuracion_med,altTraslaHosp_med,altExitus_med,altOtracausa_med,altTraslaInter_med,camas_cirugia,estancias_cirugia,altFinal_cirugia,altCuracion_cirugia,altTraslaHosp_cirugia,altExitus_cirugia,altOtracausa_cirugia,altTraslaInter_cirugia,camas_trauma,estancias_trauma,altFinal_trauma,altCuracion_trauma,altTraslaHosp_trauma,altExitus_trauma,altOtracausa_trauma,altTraslaInter_trauma,camas_gine,estancias_gine,altFinal_gine,altCuracion_gine,altTraslaHosp_gine,altExitus_gine,altOtracausa_gine,altTraslaInter_gine,camas_pediatria,estancias_pediatria,altFinal_pediatria,altCuracion_pediatria,altTraslaHosp_pediatria,altExitus_pediatria,altOtracausa_pediatria,altTraslaInter_pediatria,camas_neonatologia,estancias_neonatologia,altFinal_neonatologia,altCuracion_neonatologia,altTraslaHosp_neonatologia,altExitus_neonatologia,altOtracausa_neonatologia,altTraslaInter_neonatologia,camas_cirugiaPed,estancias_cirugiaPed,altFinal_cirugiaPed,altCuracion_cirugiaPed,altTraslaHosp_cirugiaPed,altExitus_cirugiaPed,altOtracausa_cirugiaPed,altTraslaInter_cirugiaPed,camas_restoPedia,estancias_restoPedia,altFinal_restoPedia,altCuracion_restoPedia,altTraslaHosp_restoPedia,altExitus_restoPedia,altOtracausa_restoPedia,altTraslaInter_restoPedia,camas_rehabilitacion,estancias_rehabilitacion,altFinal_rehabilitacion,altCuracion_rehabilitacion,altTraslaHosp_rehabilitacion,altExitus_rehabilitacion,altOtracausa_rehabilitacion,altTraslaInter_rehabilitacion,camas_mIntensiva,estancias_mIntensiva,aFinales_mIntensiva,altCuracion_mIntensiva,altTraslaHosp_mIntensiva,altExitus_mIntensiva,altOtracausa_mIntensiva,altTraslaInter_mIntensiva,camas_uci,estancias_uci,altFinal_uci,altCuracion_uci,altTraslaHosp_uci,altExitus_uci,altOtracausa_uci,altTraslaInter_uci,camas_uCoronarios,estancias_uCoronarios,altFinal_uCoronarios,altCuracion_uCoronarios,altTraslaHosp_uCoronarios,altExitus_uCoronarios,altOtracausa_uCoronarios,altTraslaInter_uCoronarios,camas_uNeonatales,estancias_uNeonatales,altFinal_uNeonatales,altCuracion_uNeonatales,altTraslaHosp_uNeonatales,altExitus_uNeonatales,altOtracausa_uNeonatales,altTraslaInter_uNeonatales,camas_uQuemados,estancias_uQuemados,altFinal_uQuemados,altCuracion_uQuemados,altTraslaHosp_uQuemados,altExitus_uQuemados,altOtracausa_uQuemados,altTraslaInter_uQuemados,camas_largaEstan,estancias_largaEstan,altFinal_largaEstan,altCuracion_largaEstan,altTraslaHosp_largaEstan,altExitus_largaEstan,altOtracausa_largaEstan,altTraslaInter_largaEstan,camas_psiquiatria,estancias_psiquiatria,altFinal_psiquiatria,altCuracion_psiquiatria,altTraslaHosp_psiquiatria,altExitus_psiquiatria,altOtracausa_psiquiatria,altTraslaInter_psiquiatria,camas_psiAgudo,estancias_psiAgudo,altFinal_psiAgudo,altCuracion_psiAgudo,altTraslaHosp_psiAgudo,altExitus_psiAgudo,altOtracausa_psiAgudo,altTraslaInter_psiAgudo,camas_psiquiMedia,estancias_psiquiMedia,altFinal_psiquiMedia,altCuracion_psiquiMedia,altTraslaHosp_psiquiMedia,altExitus_psiquiMedia,altOtracausa_psiquiMedia,altTraslaInter_psiquiMedia,camas_paliativos,estancias_paliativos,altFinal_paliativos,altCuracion_paliativos,altTraslaHosp_paliativos,altExitus_paliativos,altOtracausa_paliativos,altTraslaInter_paliativos,otros1_texto,camas_o1,estancias_o1,altFinal_o1,altCuracion_o1,altTraslaHosp_o1,altExitus_o1,altOtracausa_o1,altTraslaInter_o1,otros2_texto,camas_o2,estancias_o2,altFinal_o2,altCuracion_o2,altTraslaHosp_o2,altExitus_o2,altOtracausa_o2,altTraslaInter_o2,otros3_texto,camas_o3,estancias_o3,altFinal_o3,altCuracion_o3,altTraslaHosp_o3,altExitus_o3,altOtracausa_o3,altTraslaInter_o3,camas_total,estancias_total,altFinal_total,altCuracion_total,altTraslaHosp_total,altExitus_total,altOtracausa_total,altTraslaInter_total,ingreProgr,ingreUrge,total_ingresosHops
2020,375,0,0,0,0,0,0,0,0,30,5528,130,75,28,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8899,147,101,40,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,362,13,5,3,5,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,63,14789,290,181,71,36,2,0,264,26,290
2020,1090,0,0,0,0,0,0,0,0,344,105136,15485,12993,1245,1147,100,2726,171,33157,11990,11669,263,34,24,1166,80,11489,3386,3213,134,26,13,91,46,7206,3372,3351,10,0,11,44,36,4183,902,878,17,1,6,6,16,2465,354,345,4,1,4,0,0,0,0,0,0,0,0,0,20,1718,548,533,13,0,2,6,0,0,0,0,0,0,0,0,50,10625,366,14,161,190,1,219,50,10625,366,14,161,190,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9719,795,654,109,0,32,84,48,9719,795,654,109,0,32,84,0,0,0,0,0,0,0,0,1,2347,313,123,44,146,0,107,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,776,183862,36609,32895,1983,1544,187,4443,15595,21014,36609
2020,764,67,18511,2608,2186,39,369,14,418,181,69198,8246,7371,123,681,71,1906,148,28919,5257,5021,61,155,20,1506,39,7760,1663,1624,18,15,6,67,40,7003,2468,2341,114,1,12,74,35,5898,1409,1399,9,0,1,115,17,2641,333,330,3,0,0,23,5,845,355,354,0,0,1,25,13,2412,721,715,6,0,0,67,0,0,0,0,0,0,0,0,27,9202,213,43,44,121,5,1277,12,5318,117,3,17,94,3,537,6,1982,45,13,14,16,2,554,9,1902,51,27,13,11,0,186,0,0,0,0,0,0,0,0,6,1277,57,46,5,5,1,7,67,15147,646,614,16,0,16,8,36,6521,533,518,6,0,9,6,31,8626,113,96,10,0,7,2,10,2410,277,139,1,136,1,7,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,620,165325,22844,20784,430,1483,147,5385,5134,17663,22797
2020,14,9,1864,383,323,20,35,5,6,4,782,251,236,0,10,5,4,10,1153,554,550,0,0,4,8,7,1033,577,577,0,0,0,0,10,1583,680,678,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,40,6415,2445,2364,22,45,14,20,1934,503,2437
2020,657,42,11540,1770,1534,29,193,14,63,0,0,0,,,,,,16,2746,764,703,39,18,4,22,5,1030,235,230,3,1,1,0,8,971,387,375,8,2,2,0,5,1069,413,406,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1069,413,406,6,0,1,0,0,0,0,0,0,0,0,0,10,2129,81,46,6,28,1,100,10,2129,81,46,6,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,86,19485,3650,3294,91,242,23,185,616,3038,3654
2020,362,32,5448,716,643,21,45,7,,1,353,352,200,2,1,149,0,18,3431,2389,1848,7,1,533,0,5,830,822,763,0,1,58,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,489,82,31,28,23,0,0,8,489,82,31,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,65,10556,4363,3487,58,71,747,0,3994,373,4367
2020,989,28,9961,1295,1137,0,158,0,62,0,0,0,0,0,0,0,0,6,3473,1084,1075,0,9,0,54,7,1245,410,409,0,1,0,0,6,943,398,398,0,0,0,0,2,313,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,313,134,134,0,0,0,0,0,0,0,0,0,0,0,0,5,853,38,21,0,17,0,0,0,0,0,0,0,0,0,0,5,853,38,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,54,16788,3359,3174,0,185,0,116,626,2261,2887
2020,990,53,12869,1660,1331,33,239,57,60,,0,0,0,0,0,0,0,20,3191,620,548,28,34,10,164,11,2201,436,411,6,7,12,7,12,1267,557,535,16,0,6,17,6,799,259,240,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,799,259,240,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,102,20327,3532,3065,97,280,90,249,655,2866,3521
2020,680,33,13367,1395,1161,49,178,7,328,319,75230,11639,10488,545,553,53,4029,161,36179,5978,5784,125,53,16,1593,54,8803,1977,1926,33,13,5,88,53,9991,3027,3010,0,0,17,101,67,10541,2221,2142,75,4,0,216,24,3150,434,396,38,0,0,56,14,2069,631,628,3,0,0,45,29,5322,1156,1118,34,4,0,115,0,0,0,0,0,0,0,0,46,10439,330,82,69,177,2,1284,26,6896,240,2,64,173,1,1068,0,0,0,0,0,0,0,0,12,2895,13,5,4,4,0,211,8,648,77,75,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2067,239,67,19,153,0,5,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,745,166617,26806,24660,915,1131,100,7644,10061,16691,26752
2020,411,30,6896,1486,1397,0,71,18,0,6,1166,280,245,0,34,1,0,28,4118,2485,2433,0,8,44,0,12,2084,1933,1931,0,1,1,0,14,2617,1366,1361,0,0,5,0,6,1746,697,697,0,0,0,0,4,1540,583,583,0,0,0,0,1,11,11,11,0,0,0,0,1,195,103,103,0,0,0,0,0,0,0,0,0,0,0,0,10,1711,81,57,0,23,1,0,10,1711,81,57,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,106,20338,8328,8121,0,137,70,0,5966,2362,8328
