año,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2020,113,0,0,0,0,0
2020,619,13777,430,0,0,14207
2020,163,4354,53,45,0,4452
2020,131,0,0,0,0,0
2020,375,237,0,43,0,280
2020,1090,104730,18454,1922,50,125156
2020,764,91618,16766,529,167,109080
2020,14,14675,503,202,1,15381
2020,657,24238,2877,365,28,27508
2020,362,18902,799,399,0,20100
2020,989,20500,2077,376,20,22973
2020,990,24839,2866,651,34,28390
2020,680,100427,16691,2239,104,119461
2020,411,32652,2367,55,6,35080
2020,241,13284,1574,20,1,14879
2020,558,31006,6890,298,46,38240
2020,248,8842,2472,116,1,11431
2020,224,16395,949,76,4,17424
2020,591,51180,10279,392,54,61905
2020,586,46148,12472,1056,97,59773
2020,453,204,6,10,0,220
2020,145,0,0,0,0,0
2020,511,52640,9604,564,77,62885
2020,530,50360,9746,366,82,60554
2020,6,24759,1226,76,0,26061
2020,161,0,0,0,0,0
2020,623,58433,12836,777,66,72112
2020,875,31455,2520,34,0,34009
2020,946,20677,4635,106,2,25420
2020,1023,48293,10960,195,131,59579
2020,1054,36329,7867,293,73,44562
2020,1057,0,0,0,0,0
2020,1031,0,0,0,0,0
2020,1032,57839,8374,206,47,66466
2020,1064,31425,3284,268,1,34978
2020,226,30897,1210,11,0,32118
2020,687,36183,4825,818,98,41924
2020,745,98583,14832,343,122,113880
2020,109,31571,2743,7,1,34322
2020,808,109723,8480,990,109,119302
2020,971,61778,146,2946,10,64880
2020,128,9461,310,0,0,9771
2020,919,24071,9201,335,57,33664
2020,1150,0,0,0,0,0
2020,725,88773,16454,0,97,105324
2020,3,0,0,0,0,0
2020,306,0,0,0,0,0
2020,15,1950,0,0,0,1950
2020,264,23928,1791,68,1,25788
2020,867,10474,0,0,0,10474
2020,910,25740,5408,594,45,31787
2020,1053,36506,8627,918,61,46112
2020,1055,48706,9948,1363,83,60100
2020,1081,0,0,0,0,0
2020,1115,0,0,0,0,0
2020,529,0,0,0,0,0
2020,345,0,0,0,0,0
2020,515,8303,36,0,0,8339
2020,174,0,0,0,0,0
2020,523,0,0,0,0,0
2020,697,62642,4614,354,7,67617
2020,239,34394,2592,64,4,37054
2020,287,37789,3617,68,154,41628
2020,377,0,0,0,0,0
2020,692,35098,5493,54,36,40681
2020,435,19969,2394,69,38,22470
2020,423,6361,590,0,0,6951
2020,351,20866,2493,125,3,23487
2020,810,8567,338,0,0,8905
2020,830,47252,6988,460,46,54746
2020,892,66087,11214,359,117,77777
2020,921,61719,4658,152,12,66541
2020,991,9872,163,172,8,10215
2020,992,45804,5207,429,49,51489
2020,993,17371,3588,76,11,21046
2020,1070,98102,16382,491,127,115102
2020,1095,20231,1056,105,4,21396
2020,1094,5668,41,3,0,5712
2020,1124,0,0,0,0,0
2020,473,26580,3251,25,0,29856
2020,663,59787,11469,2883,114,74253
2020,552,2663,5,0,0,2668
2020,772,59994,15019,3156,266,78435
2020,568,3864,157,0,0,4021
2020,398,8124,1015,5,1,9145
2020,394,2675,249,17,0,2941
2020,614,0,0,0,0,0
2020,235,2106,160,17,0,2283
2020,616,36339,1234,1576,6,39155
2020,267,21721,2190,185,3,24099
2020,565,0,0,0,0,0
2020,220,15329,1015,41,0,16385
2020,278,14995,1250,25,0,16270
2020,107,0,0,0,0,0
2020,711,89507,15886,10145,462,116000
2020,204,0,0,0,0,0
2020,348,0,0,0,0,0
2020,766,14632,1462,153,1,16248
2020,761,0,0,0,0,0
2020,728,33632,7734,0,16,41382
2020,280,33027,3046,79,2,36154
2020,222,2509,36,0,0,2545
2020,276,62334,539,90,7,62970
2020,11,9600,3265,36,5,12906
2020,302,21878,471,497,0,22846
2020,682,14452,2119,163,6,16740
2020,279,63241,5443,180,0,68864
2020,282,54652,5932,154,2,60740
2020,281,31835,6276,67,56,38234
2020,183,1183,19,0,0,1202
2020,610,10035,0,0,0,10035
2020,116,0,0,0,0,0
2020,115,0,0,0,0,0
2020,114,0,0,0,0,0
2020,119,31,17,1,0,49
2020,770,86560,14879,2170,197,103806
2020,583,35122,2653,634,26,38435
2020,136,0,0,0,0,0
2020,469,18383,2169,156,17,20725
2020,642,30993,6455,709,40,38197
2020,674,90735,8709,928,1,100373
2020,193,0,0,0,0,0
2020,526,67224,10384,894,49,78551
2020,698,69822,13896,3662,282,87662
2020,630,48966,3412,676,23,53077
2020,124,0,0,0,0,0
2020,364,0,0,0,0,0
2020,439,18757,1374,375,1,20507
2020,570,59063,11794,1730,18,72605
2020,123,0,0,0,0,0
2020,310,2167,1014,0,0,3181
2020,571,36330,4550,1152,72,42104
2020,296,3773,0,0,0,3773
2020,566,46591,4790,816,51,52248
2020,784,85602,14287,3226,329,103444
2020,102,0,0,0,0,0
2020,639,51127,7055,712,26,58920
2020,457,19911,1344,308,24,21587
2020,609,85730,8126,178,3,94037
2020,101,0,0,0,0,0
