año,NCODI,70_tIngresos,700_particular,701_AsegPriv,701_1_AsistSanitaria,701_2_AccTrafic,702_MATEPSS,704_SNS,705_1_FdirectaSS,705_2_FdirectaAPriv_MATEPSS,706_OyEntiPublica,708_bonificaciones,709_Otros_Ips,74_Total_Subvencion,740_subvenciones,741_otraSubvencion,7X_restoIngresos,total_ventasIngresos,70_Hospital,70_consulExter,70_CMA,70_hospDia,70_Urgencia,70_hospDom,700_Hospital,700_consulExter,700_CMA,700_hospDia,700_Urgencia,700_hospDom,701_Hospital,701_consulExter,701_CMA,701_hospDia,701_Urgencia,701_hospDom,701_1Hospital,701_1consulExter,701_1CMA,701_1hospDia,701_1Urgencia,701_1hospDom,701_2Hospital,701_2consulExter,701_2CMA,701_2hospDia,701_2Urgencia,701_2hospDom,702_Hospital,702_consulExter,702_CMA,702_hospDia,702_Urgencia,702_hospDom,704_Hospital,704_consulExter,704_CMA,704_hospDia,704_Urgencia,704_hospDom,705_1Hospital,705_1consulExter,705_1CMA,705_1hospDia,705_1Urgencia,705_1hospDom,705_2Hospital,705_2consulExter,705_2CMA,705_2hospDia,705_2Urgencia,705_2hospDom,706_Hospital,706_consulExter,706_CMA,706_hospDia,706_Urgencia,706_hospDom,708_Hospital,708_consulExter,708_CMA,708_hospDia,708_Urgencia,708_hospDom
2018,927,8137148,1827757,3956103,2499687,1456416,163630,0,0,0,2189658,0,0,0,0,0,460127,8597275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,961,195257171,2309365,2682097,169986,2512111,355175,209900,188289353,,1227382,,183899,0,,,,195257171,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,962,6137912,2339413,2178042,442489,1735553,81651,1538806,0,0,0,0,0,0,0,0,97953,6235865,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1079,4951806,1636214,3083547,2164845,918702,59396,0,0,0,0,172649,0,0,0,0,0,4951806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1101,25748996,1887897,18125835,17794499,331336,526383,2505567,2505767,0,0,197547,0,0,0,0,7905,25756901,16424022,4169276,1241647,133096,3436705,0,1011699,497060,41590,25970,164950,0,11060847,3476587,306598,104049,3177754,0,11023557,3182541,306598,104049,3177754,0,37290,294046,0,0,0,0,326090,94143,9069,3077,94001,0,2012693,50743,442195,0,0,0,2012693,50743,442195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,666,215719658,281239,1109246,84022,1025224,392564,845776,213019247,0,71586,0,0,0,0,0,0,215719658,1202638,61663,9456,0,1575068,0,186920,1945,2620,0,91616,0,83716,5786,0,0,1089124,0,74454,5786,0,0,48320,0,9262,0,0,0,1040804,0,198437,32003,4083,0,239894,0,672064,13851,2753,0,151213,0,0,0,0,0,0,0,0,0,0,0,0,0,61501,8078,0,0,3221,0,0,0,0,0,0,0
2018,392,14257109,1212,0,0,0,0,15637,14240260,0,0,0,0,0,0,0,0,14257109,16433,325,0,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15221,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,790,87042045,101782,119572,119572,0,33457,0,86777462,0,9772,0,,5080025,4893005,187020,0,92122070,23109339,46105321,8245573,6668618,1846461,1066733,3811,83191,0,14780,0,0,59098,16315,2490,20112,21557,0,59098,16315,2490,20112,21557,0,0,0,0,0,0,0,3189,1426,0,0,28842,0,0,0,0,0,0,0,23043241,45994617,8243083,6633726,1796062,1066733,0,0,0,0,0,0,0,9772,0,0,0,0,0,0,0,0,0,0
2018,650,77909858,134863,411381,65853,345528,113207,914871,76335536,0,0,0,0,0,0,0,0,77909858,873606,124971,31758,919,788482,0,70717,40,29513,919,80154,0,90877,93675,0,0,390743,0,65531,65795,0,0,28992,0,25346,27880,0,0,361751,0,33500,17091,0,0,102514,0,678512,14165,2245,0,215071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,876,88939147,94296,662307,161303,501004,157677,148280,87876587,0,0,0,0,0,0,0,0,88939147,374204,25906,0,0,823916,2001,36383,630,0,0,58363,0,170344,18498,0,0,607526,2001,153124,17467,0,0,69543,2001,17220,1031,0,0,537983,0,58947,2396,0,0,123161,0,108530,4382,0,0,34866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,944,5989076,130730,0,0,0,55023,450,0,5802873,0,0,0,0,0,0,0,5989076,125727,56602,0,3422,0,0,107977,20513,0,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17750,36089,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,952,15292371,1560460,13814727,13814727,0,0,,0,0,0,-82816,0,0,0,0,0,15292371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,182,12420639,900434,11513007,11513007,,1678,0,0,0,0,0,5520,0,0,0,270350,12690989,9632813,0,95558,0,2089276,0,785033,0,7380,0,40271,0,8847560,0,88178,0,2047547,0,8847560,0,88178,0,2047547,0,0,0,0,0,0,0,220,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,633,28066800,1552452,17506991,17506991,0,1745046,5195914,0,0,0,0,2066397,0,0,0,0,28066800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
