año,NCODI,totHemodina_Paciente,totPaciente_radioInterv,totLitofrag_Paciente,totLitofrag_Sesion,totAceleLineal_Paciente,totAceleLineal_Sesion,totBomCobal_Paciente,totBomCobal_Sesion,totOtraRadio_Paciente,totOtraRadio_Sesion,totFisiot_Paciente,totFisiot_Sesion,totLogop_Paciente,totLogop_Sesion,totTerapOcupa_Paciente,totTerapOcupa_Sesion,totHemodial_Paciente,totHemodial_Sesion,totHemodialDom_Paciente,totHemodialDom_Sesion,totDialPerito_Paciente,totDialPerito_Sesion
2018,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1090,0,2957,351,457,931,16562,0,0,0,0,0,0,0,0,0,0,0,0,246,19318,0,0
2018,764,1721,2392,403,489,860,18163,0,0,69,234,12397,99224,3066,5433,2059,14458,88,13212,0,0,60,21152
2018,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,657,0,450,0,0,0,0,0,0,0,0,3365,34062,0,0,0,0,0,0,0,0,0,0
2018,362,102,0,0,0,0,0,0,0,0,0,1534,16961,0,0,0,0,0,0,0,0,0,0
2018,989,0,208,0,0,0,0,0,0,0,0,1254,18134,170,2650,111,1957,0,0,0,0,0,0
2018,990,0,0,0,0,0,0,0,0,0,0,2671,20883,447,1292,285,2731,0,0,0,0,0,0
2018,680,2509,5430,202,301,0,0,0,0,0,0,5761,227676,0,0,0,0,725,13280,0,0,26,9490
2018,411,10979,308,0,0,0,0,0,0,0,0,1124,23594,0,0,0,0,1009,12536,0,0,0,0
2018,241,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,26121,0,0,0,0
2018,558,0,1645,0,0,0,0,0,0,0,0,3673,66168,0,0,0,0,90,11806,0,0,12,4380
2018,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,248,227,264,0,0,321,479,0,0,125,285,2537,27174,0,0,0,0,451,15119,0,0,0,0
2018,224,0,0,0,0,0,0,0,0,0,0,971,14576,0,0,0,0,0,0,0,0,0,0
2018,591,714,5953,168,168,790,13144,0,0,0,0,16103,380503,0,0,116,1618,193,7570,0,0,26,6249
2018,586,0,750,0,0,0,0,0,0,0,0,14445,466144,0,0,0,0,1246,13891,2,196,11,13024
2018,453,0,0,0,0,0,0,0,0,0,0,3451,103521,80,2344,94,4200,0,0,0,0,0,0
2018,145,0,0,0,0,0,0,0,0,0,0,10,887,0,0,0,0,0,0,0,0,0,0
2018,511,0,733,0,0,0,0,0,0,0,0,5822,104803,0,0,0,0,454,4681,0,0,97,97
2018,530,0,0,0,0,0,0,0,0,0,0,7150,272802,0,0,0,0,0,0,0,0,0,0
2018,6,0,0,39,39,0,0,0,0,0,0,2100,31749,0,0,0,0,0,0,0,0,0,0
2018,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1015,0,0,0,0,0,0
2018,623,1802,0,0,0,1025,19141,0,0,91,211,12466,216005,0,0,0,0,0,0,0,0,0,0
2018,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,875,138,0,0,0,506,11947,0,0,0,0,2410,38435,41,1445,60,2842,0,0,0,0,0,0
2018,946,203,330,0,0,0,0,0,0,0,0,2541,36693,0,0,0,0,200,2337,0,0,0,0
2018,1023,783,428,0,0,0,0,0,0,0,0,5415,73184,813,3995,0,0,305,15411,0,0,0,0
2018,1054,530,1671,0,0,0,0,0,0,0,0,5460,58407,485,2148,0,0,341,13477,0,0,75,486
2018,1057,0,0,0,0,0,0,0,0,0,0,307,11042,186,3759,216,8492,0,0,0,0,0,0
2018,1031,0,0,0,0,0,0,0,0,0,0,435,8043,438,3425,440,5400,0,0,0,0,0,0
2018,1032,654,541,50,55,0,0,0,0,0,0,6716,102739,390,2764,0,0,150,15059,0,0,0,0
2018,1064,178,312,0,0,814,14995,0,0,0,0,2270,30083,0,0,0,0,0,0,0,0,0,0
2018,226,99,19,250,250,0,0,0,0,0,0,2160,25963,0,0,0,0,7,1410,0,0,0,0
2018,687,0,0,0,0,0,0,0,0,0,0,1102,23344,0,0,31,2789,,0,0,0,0,0
2018,745,1295,1368,0,0,767,18917,0,0,0,0,3429,59978,0,0,88,2202,679,14948,0,0,0,0
2018,109,106,29,0,0,0,0,0,0,0,0,706,15322,125,935,0,0,0,0,0,0,0,0
2018,808,0,999,0,0,0,0,0,0,0,0,1943,42325,0,0,0,0,61,8927,0,0,0,0
2018,971,0,80,0,0,0,0,0,0,0,0,614,12227,0,0,0,0,,0,0,0,0,0
2018,128,0,0,0,0,0,0,0,0,0,0,1062,19120,0,0,0,0,0,0,0,0,0,0
2018,919,0,1322,0,0,0,0,0,0,0,0,59673,185615,0,0,3149,9426,55,8086,1,168,19,6287
2018,1150,0,0,0,0,0,0,0,0,0,0,40,650,15,215,80,2700,0,0,0,0,0,0
2018,725,2156,1328,0,0,1814,22298,0,0,171,1063,3245,71387,238,5234,320,8676,67,12033,3,936,7,2555
2018,3,0,0,0,0,0,0,0,0,0,0,34,8500,0,0,0,0,0,0,0,0,0,0
2018,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1440,0,0,0,0,0,0
2018,15,0,0,0,0,0,0,0,0,0,0,422,6335,0,0,0,0,0,0,0,0,0,0
2018,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,867,0,0,0,0,0,0,0,0,0,0,6169,12168,13,13,0,0,0,0,0,0,0,0
2018,910,0,0,0,0,0,0,0,0,0,0,860,31097,0,0,0,0,34,10558,0,0,0,0
2018,1053,0,989,0,0,0,0,0,0,0,0,2851,27080,0,0,0,0,0,0,0,0,0,0
2018,1055,983,850,352,661,390,8530,0,0,0,0,1155,20474,1112,3757,0,0,0,0,0,0,0,0
2018,1081,0,0,0,0,0,0,0,0,0,0,278,49488,224,18836,264,47436,0,0,0,0,0,0
2018,1115,0,0,0,0,0,0,0,0,0,0,794,13885,49,544,0,0,0,0,0,0,0,0
2018,529,0,0,0,0,0,0,0,0,0,0,1125,28150,395,9145,632,13121,0,0,0,0,0,0
2018,345,0,0,0,0,0,0,0,0,0,0,79,802,0,0,75,3301,0,0,0,0,0,0
2018,515,0,0,0,0,0,0,0,0,0,0,2215,55034,3,134,0,0,0,0,0,0,0,0
2018,174,0,0,0,0,0,0,0,0,0,0,2058,20491,0,0,0,0,0,0,0,0,0,0
2018,523,0,0,0,0,0,0,0,0,0,0,5891,105747,346,10775,708,18303,0,0,0,0,0,0
2018,697,416,485,126,126,0,0,0,0,0,0,163,2769,0,0,0,0,0,0,0,0,0,0
2018,239,150,303,0,0,0,0,0,0,0,0,3240,116325,0,0,0,0,0,0,0,0,0,0
2018,287,429,359,113,280,388,536,0,0,0,0,2899,38780,47,439,0,0,213,15019,0,0,0,0
2018,377,0,0,0,0,0,0,0,0,0,0,610,39906,0,0,106,6938,0,0,0,0,0,0
2018,692,0,0,0,0,0,0,0,0,0,0,2094,37034,290,2840,0,0,96,1256,0,0,28,829
2018,435,825,5,0,0,0,0,0,0,0,0,4696,96854,115,942,0,0,0,0,0,0,0,0
2018,423,0,0,0,0,0,0,0,0,0,0,1522,13268,79,591,0,0,0,0,0,0,0,0
2018,351,0,0,0,0,0,0,0,0,0,0,2010,28750,0,0,0,0,0,0,0,0,0,0
2018,810,0,0,0,0,0,0,0,0,0,0,2425,16015,282,1488,0,0,0,0,0,0,0,0
2018,830,0,0,0,0,0,0,0,0,0,0,8306,98114,0,0,0,0,50,7102,8,3381,0,0
2018,892,0,1082,0,0,0,0,0,0,0,0,4640,151001,268,1405,375,12201,70,9653,0,0,17,5510
2018,921,941,140,109,123,0,0,0,0,0,0,2556,51167,384,3420,0,0,0,0,0,0,0,0
2018,991,0,0,0,0,0,0,0,0,0,0,281,4462,0,0,0,0,0,0,0,0,0,0
2018,992,0,0,0,0,0,0,0,0,0,0,3341,99208,0,0,166,2248,62,5602,0,0,8,2457
2018,993,0,46,0,0,0,0,0,0,0,0,65412,190393,272,1075,1431,3140,490,5089,0,0,4,960
2018,1070,3553,4165,461,461,1351,25346,0,0,53,139,13855,165391,199,1972,365,6627,53,6324,0,0,0,0
2018,1095,0,0,0,0,0,0,0,0,0,0,479,5714,0,0,0,0,51,1930,0,0,0,0
2018,1094,0,0,0,0,0,0,0,0,0,0,502,9029,0,0,0,0,0,0,0,0,0,0
2018,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,663,2024,0,0,0,0,0,0,0,0,0,2438,23223,0,0,0,0,249,8207,0,0,0,0
2018,552,0,0,0,0,865,11791,0,0,93,1267,2772,52272,49,543,210,4599,0,0,0,0,0,0
2018,772,3732,5401,0,0,1228,21231,0,0,0,0,2467,40335,0,0,0,0,572,23252,3,798,64,15123
2018,568,0,0,0,0,0,0,0,0,0,0,27540,56484,24,238,4802,10223,0,0,0,0,0,0
2018,398,0,0,0,0,0,0,0,0,0,0,18119,28670,0,0,1564,1632,0,0,0,0,0,0
2018,394,0,512,0,0,0,0,0,0,0,0,229,9769,0,0,0,0,0,0,0,0,0,0
2018,614,0,319,0,0,0,0,0,0,0,0,418,13557,0,0,254,4515,0,0,0,0,0,0
2018,235,0,0,0,0,0,0,0,0,0,0,340,7334,0,0,0,0,0,0,0,0,0,0
2018,616,0,0,0,0,0,0,0,0,0,0,2721,25436,0,0,0,0,0,0,0,0,0,0
2018,267,1681,1,0,0,0,0,0,0,0,0,1368,12312,0,0,0,0,0,0,0,0,0,0
2018,565,0,0,0,0,0,0,0,0,0,0,2885,41657,0,0,0,0,0,0,0,0,0,0
2018,220,0,0,133,137,0,0,0,0,0,0,40,1112,0,0,0,0,0,0,0,0,0,0
2018,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,711,1900,616,0,0,1839,39066,0,0,115,477,4900,57818,682,3017,345,4372,0,0,0,0,0,0
2018,204,0,0,0,0,0,0,0,0,0,0,733,12541,0,0,376,9888,0,0,0,0,0,0
2018,579,0,0,0,0,0,0,0,0,0,0,1383,15003,831,3466,0,0,0,0,0,0,0,0
2018,348,0,0,0,0,0,0,0,0,0,0,544,16586,0,0,0,0,0,0,0,0,0,0
2018,766,0,2704,1304,1528,0,0,0,0,0,0,0,0,0,0,0,0,522,20283,2,493,55,11870
2018,761,0,0,0,0,0,0,0,0,0,0,1359,36859,0,0,481,4214,0,0,0,0,0,0
2018,728,0,0,279,359,0,0,0,0,0,0,4454,53927,190,2660,0,0,0,0,0,0,0,0
2018,280,0,0,0,0,0,0,0,0,0,0,4397,63463,0,0,0,0,0,0,0,0,0,0
2018,222,0,0,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,276,397,397,0,0,714,13659,0,0,0,0,2050,37059,0,0,0,0,0,0,0,0,0,0
2018,11,0,47,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,302,0,0,0,0,0,0,0,0,0,0,1003,12234,71,133,0,0,0,0,0,0,0,0
2018,682,0,0,0,0,0,0,0,0,0,0,174,4708,0,0,0,0,0,0,0,0,0,0
2018,279,0,0,0,0,0,0,0,0,0,0,1537,7480,0,0,0,0,0,0,0,0,0,0
2018,282,450,184,0,0,679,10232,0,0,0,0,2765,15287,0,0,0,0,0,0,0,0,0,0
2018,281,698,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,116,0,0,0,0,0,0,0,0,0,0,1491,47045,171,725,332,6868,0,0,0,0,0,0
2018,115,0,0,0,0,0,0,0,0,0,0,29,1456,0,0,0,0,0,0,0,0,0,0
2018,114,0,0,0,0,0,0,0,0,0,0,92,1530,0,0,88,1855,0,0,0,0,0,0
2018,119,0,0,0,0,0,0,0,0,0,0,56,250,0,0,0,0,0,0,0,0,0,0
2018,770,1915,5438,303,400,0,0,0,0,0,0,2141,22294,285,2567,237,4073,499,8941,0,0,73,17153
2018,583,0,0,0,0,0,0,0,0,0,0,49,628,0,0,0,0,0,0,0,0,0,0
2018,136,0,0,0,0,0,0,0,0,0,0,1780,32079,101,1570,490,5765,0,0,0,0,0,0
2018,469,0,105,0,0,0,0,0,0,0,0,1916,22990,96,863,101,1395,0,0,0,0,0,0
2018,642,0,0,0,0,0,0,0,0,0,0,3464,53241,132,1184,174,5847,0,0,0,0,0,0
2018,674,478,167,0,0,0,0,0,0,0,0,821,12737,92,1111,260,2236,15,577,0,0,2,355
2018,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,526,0,0,0,0,0,0,0,0,0,0,1175,15108,118,828,116,768,0,0,0,0,0,0
2018,698,3438,10043,575,730,0,0,0,0,0,0,1468,33578,69,1277,476,6160,66,5395,0,0,160,1668
2018,630,0,724,0,0,0,0,0,0,0,0,4399,44988,695,6831,0,0,0,0,0,0,0,0
2018,124,0,0,0,0,0,0,0,0,0,0,0,0,366,4661,0,0,0,0,0,0,0,0
2018,364,0,0,0,0,0,0,0,0,0,0,2259,9431,0,0,0,0,0,0,0,0,0,0
2018,439,0,147,0,0,0,0,0,0,0,0,3432,36861,0,0,339,3646,0,0,0,0,0,0
2018,570,0,2257,0,0,581,9824,0,0,0,0,4435,47634,0,0,439,4711,19,2171,0,0,222,25254
2018,123,0,0,0,0,0,0,0,0,0,0,1499,44970,0,0,0,0,0,0,0,0,0,0
2018,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,571,0,305,0,0,0,0,0,0,0,0,1740,7462,0,0,0,0,0,0,0,0,0,0
2018,296,0,0,0,0,0,0,0,0,0,0,1761,43395,84,612,555,7778,0,0,0,0,0,0
2018,566,0,0,0,0,0,0,0,0,0,0,1183,13452,0,0,109,9282,216,9349,0,0,47,7562
2018,784,0,6256,0,0,0,0,0,0,0,0,7254,115890,162,2361,187,11077,261,23143,0,0,18,6469
2018,102,0,0,0,0,0,0,0,0,0,0,640,20108,0,0,0,0,0,0,0,0,0,0
2018,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,3643,0,0,0,0,0,0
2018,639,0,318,0,0,0,0,0,0,0,0,2741,66095,99,219,0,0,0,0,0,0,0,0
2018,457,0,0,0,0,0,0,0,0,0,0,1616,18501,62,450,239,992,0,0,0,0,0,0
2018,609,1043,522,0,0,697,14582,0,0,0,0,6073,61559,0,0,0,0,2,21,0,0,0,0
2018,101,0,0,0,0,0,0,0,0,0,0,426,28937,0,0,233,5649,0,0,0,0,0,0
2018,454,0,811,0,0,0,0,0,0,0,0,1146,8109,44,68,147,3925,0,0,0,0,0,0
2018,318,0,0,0,0,0,0,0,0,0,0,68,1775,0,0,72,10627,0,0,0,0,0,0
2018,600,0,0,0,0,0,0,0,0,0,0,1328,1849,0,0,0,0,0,0,0,0,0,0
2018,545,0,0,0,0,1153,22357,0,0,0,0,4825,70361,721,2881,352,2182,163,11611,0,0,32,9469
2018,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
2018,702,1325,1490,0,0,0,0,0,0,92,92,2857,23866,461,2305,259,3897,0,0,0,0,0,0
2018,778,0,0,0,0,0,0,0,0,0,0,3535,93592,0,0,0,0,159,14474,0,0,9,1892
2018,341,0,0,0,0,0,0,0,0,0,0,779,13089,0,0,31,77,0,0,0,0,0,0
2018,99,0,0,0,0,0,0,0,0,0,0,831,11589,0,0,491,6861,0,0,0,0,0,0
2018,767,0,699,0,0,0,0,0,0,0,0,1063,3043,0,0,0,0,0,0,0,0,0,0
2018,359,0,0,0,0,0,0,0,0,0,0,805,13130,258,1330,220,2846,231,22982,0,0,0,0
2018,98,0,0,0,0,0,0,0,0,0,0,520,25215,0,0,148,6342,0,0,0,0,0,0
2018,132,0,0,0,0,0,0,0,0,0,0,309,8885,53,219,258,9104,0,0,0,0,0,0
2018,97,0,0,0,0,0,0,0,0,0,0,639,11213,17,162,617,1618,0,0,0,0,0,0
2018,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3650,0,0,0,0,0,0
2018,94,0,0,0,0,0,0,0,0,0,0,53,2051,0,0,62,1531,0,0,0,0,0,0
2018,91,0,0,0,0,0,0,0,0,0,0,366,11240,30,60,110,2200,0,0,0,0,0,0
2018,664,0,0,0,0,0,0,0,0,0,0,4310,52187,64,210,593,4881,0,0,0,0,0,0
2018,918,2625,3512,0,0,1672,29063,0,0,5,5,13109,210625,678,6891,2823,36513,1063,7687,0,0,64,11971
2018,92,0,0,0,0,0,0,0,0,0,0,120,4954,0,0,120,2745,0,0,0,0,0,0
2018,95,0,0,0,0,0,0,0,0,0,0,750,10500,115,390,203,1130,0,0,0,0,0,0
2018,301,0,0,0,0,0,0,0,0,0,0,1808,33120,0,0,0,0,0,0,0,0,0,0
2018,492,0,427,0,0,0,0,0,0,0,0,2469,39994,0,0,0,0,0,0,0,0,0,0
2018,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,812,0,0,0,0,3012,54407,0,0,0,0,860,5430,0,0,0,0,0,0,0,0,0,0
2018,832,0,0,0,0,0,0,0,0,0,0,41,4199,0,0,41,4977,0,0,0,0,0,0
2018,841,0,0,0,0,0,0,0,0,0,0,103,2464,0,0,0,0,0,0,0,0,0,0
2018,856,0,0,0,0,0,0,0,0,0,0,403,8407,101,2106,268,4339,0,0,0,0,0,0
