año,NCODI,primDiges_hosp,totDiges_hosp,primDigestivo_CEP,totDigestivo_CEP,primCardio_hosp,totCardio_hosp,primCardio_CEP,totCardio_CEP,primDerma_hosp,totDerma_hosp,primDerma_CEP,totDerma_CEP,primNeurolog_hosp,totNeurolog_hosp,primNeurolog_CEP,totNeurolog_CEP,primPsquia_hosp,totPsquia_hosp,primPsquia_CEP,totPsquia_CEP,primRestoMed_hosp,totRestoMed_hosp,primRestoMed_CEP,totRestoMed_CEP,primCirGeneral_hosp,totCirGeneral_hosp,primCirGeneral_CEP,totCirGeneral_CEP,primTrauma_hosp,totTrauma_hosp,primTrauma_CEP,totTrauma_CEP,primGine_hosp,totGine_hosp,primGine_CEP,totGine_CEP,primOftalmo_hosp,totOftalmo_hosp,primOftalmo_CEP,totOftalmo_CEP,primOrl_hosp,totOrl_hosp,primOrl_CEP,totOrl_CEP,primUrolog_hosp,totUrolog_hosp,primUrolog_CEP,totUrolog_CEP,primRestoQuirurg_hosp,totRestoQuirurg_hosp,primRestoQuirurg_CEP,totRestoQuirurg_CEP,primPediatria_hosp,totPediatria_hosp,primPediatria_CEP,totPediatria_CEP,primPreAnest_hosp,totPreAnest_hosp,primPreAnest_CEP,totPreAnest_CEP,primRehabil_hosp,totRehabil_hosp,primRehabil_CEP,totRehabil_CEP,primOtrasConsul_hosp,totOtrasConsul_hosp,primOtrasConsul_CEP,totOtrasConsul_CEP,primTotal_hosp,total_hosp,primTotal_CEP,total_CEP,otrasTexto
2018,511,917,5819,3360,9884,1336,4753,2412,5875,1956,5546,6647,12026,1689,5436,1741,5114,29,159,11411,29765,8865,46701,4939,13821,904,3115,3349,4199,2061,9681,7054,11641,3205,12509,3123,5896,2198,10996,22609,27476,2268,3928,2553,4755,1710,5173,2404,5392,0,0,4512,4566,2235,7723,0,0,4891,4921,0,0,1711,5805,2291,4402,0,0,0,0,35975,132265,78405,144812,"Otros"
2018,530,454,3242,3577,7006,568,3215,2568,4347,608,3458,8070,11012,725,3211,2160,6375,476,3082,0,0,8233,43707,6319,13572,1927,6463,3090,4681,3077,11280,8689,13446,2131,9621,5794,7592,1568,12326,13197,21477,2628,6759,5867,7400,1072,8585,3701,5979,0,0,2730,4284,2578,10038,0,0,5977,6046,0,0,9646,21369,0,0,0,0,0,0,41668,152402,65762,107171,"Otros"
2018,6,2382,4331,0,0,981,2051,0,0,4706,7466,0,0,2855,7715,0,0,1035,1630,0,0,16712,29710,0,0,1126,2498,0,0,9190,19364,0,0,6456,7183,0,0,2077,2264,0,0,5651,7578,0,0,1452,5080,0,0,2454,4545,0,0,7746,10245,0,0,3911,3929,0,0,5956,31977,0,0,0,0,0,0,74690,147566,0,0,"Otros"
2018,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3552,0,0,"Otros"
2018,623,1085,6303,2867,6125,1567,6550,3206,5032,4645,10827,5607,8748,2196,4966,1623,2460,314,1636,0,0,9559,60102,5304,10778,1354,6297,2862,3390,3084,17510,9433,15391,4005,18431,6867,11028,3152,15847,11423,18864,1536,6322,6027,7672,1117,8695,2895,6240,4638,12748,0,0,3387,12365,0,0,9837,10245,0,0,6889,13990,0,0,0,0,3573,4585,58365,212834,61687,100313,"Otros"
2018,349,568,1480,0,0,794,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312,8492,0,0,9052,13825,0,0,1254,1958,0,0,0,0,0,0,0,0,0,0,844,1432,0,0,0,0,0,0,0,0,0,0,154,168,0,0,0,0,0,0,0,0,0,0,16978,28609,0,0,"Otros"
2018,875,2853,3698,0,0,3478,5194,0,0,14338,15926,0,0,1945,2747,0,0,2028,2812,0,0,17426,29530,0,0,3050,5151,0,0,13661,19417,0,0,9474,14056,0,0,6169,11261,0,0,4791,7183,0,0,4395,6380,0,0,2281,3711,0,0,3918,5413,0,0,3139,3140,0,0,3198,5550,0,0,300,1111,0,0,96444,142280,0,0,"Otros"
2018,946,1920,3629,0,0,2363,5146,0,0,3035,3877,0,0,2073,4168,0,0,904,1622,0,0,11546,29729,0,0,1336,2841,0,0,6194,14662,0,0,5552,17577,0,0,0,0,0,0,3081,4861,0,0,2369,4818,0,0,2012,3619,0,0,2106,6893,0,0,2819,3359,0,0,1624,3289,0,0,0,0,0,0,48934,110090,0,0,"Otros"
2018,1023,1912,9407,0,0,2205,5673,0,0,5733,9404,0,0,2471,7768,0,0,823,9437,0,0,10824,66097,0,0,2716,7167,0,0,8567,20677,0,0,4364,18456,0,0,6532,32152,0,0,4588,13606,0,0,2253,10587,0,0,5674,11758,0,0,1269,5187,0,0,12280,15768,0,0,7128,19746,0,0,6739,9721,0,0,86078,272611,0,0,"Otros"
2018,1054,2852,8892,0,0,2234,7579,0,0,0,0,6428,10266,2078,7983,0,0,72,72,0,0,9819,42213,0,0,4057,8786,0,0,5020,14584,0,0,3557,9231,1978,4262,3737,14346,4143,8471,3688,10188,1509,3150,3004,9733,0,0,2285,5123,0,0,2259,7556,0,0,1055,3345,0,0,10188,17168,1545,2149,0,0,0,0,55905,166799,15603,28298,"Otros"
