año,NCODI,progAngioVasc_hosp,urgeAngioVasc_hosp,progAngioVasc_cma,urgeAngioVasc_cma,progAngioVasc_resto,urgeAngioVasc_resto,progAngioVasc_total,urgeAngioVasc_total,progCirCardio_hosp,urgeCirCardio_hosp,progCirCardio_cma,urgeCirCardio_cma,progCirCardio_resto,urgeCirCardio_resto,progCirCardio_total,urgeCirCardio_total,progCirGeneral_hosp,urgeCirGeneral_hosp,progCirGeneral_cma,urgeCirGeneral_cma,progCirGeneral_resto,urgeCirGeneral_resto,progCirGeneral_total,urgeCirGeneral_total,progMaxilo_hosp,urgeMaxilo_hosp,progMaxilo_cma,urgeMaxilo_cma,progMaxilo_resto,urgeMaxilo_resto,progMaxilo_total,urgeMaxilo_total,progCirPediat_hosp,urgeCirPediat_hosp,progCirPediat_cma,urgeCirPediat_cma,progCirPediat_resto,urgeCirPediat_resto,progCirPediat_total,urgeCirPediat_total,progPlastica_hosp,urgePlastica_hosp,progPlastica_cma,urgePlastica_cma,progPlastica_resto,urgePlastica_resto,progPlastica_total,urgePlastica_total,progToracica_hosp,urgeToracica_hosp,progToracica_cma,urgeToracica_cma,progToracica_resto,urgeToracica_resto,progToracica_total,urgeToracica_total,progDerma_hosp,urgeDerma_hosp,progDerma_cma,urgeDerma_cma,progDerma_resto,urgeDerma_resto,progDerma_total,urgeDerma_total,progGine_hosp,urgeGine_hosp,progGine_cma,urgeGine_cma,progGine_resto,urgeGine_resto,progGine_total,urgeGine_total,progCirNeuro_hosp,urgeCirNeuro_hosp,progCirNeuro_cma,urgeCirNeuro_cma,progCirNeuro_resto,urgeCirNeuro_resto,progCirNeuro_total,urgeCirNeuro_total,progOftalmo_hosp,urgeOftalmo_hosp,progOftalmo_cma,urgeOftalmo_cma,progOftalmo_resto,urgeOftalmo_resto,progOftalmo_total,urgeOftalmo_total,progORL_hosp,urgeORL_hosp,progORL_cma,urgeORL_cma,progORL_resto,urgeORL_resto,progORL_total,urgeORL_total,progTrauma_hosp,urgeTrauma_hosp,progTrauma_cma,urgeTrauma_cma,progTrauma_resto,urgeTrauma_resto,progTrauma_total,urgeTrauma_total,progUrolog_hosp,urgeUrolog_hosp,progUrolog_cma,urgeUrolog_cma,progUrolog_resto,urgeUrolog_resto,progUrolog_total,urgeUrolog_total,progOtrasCirugias_hosp,urgeOtrasCirugias_hosp,progOtrasCirugias_cma,urgeOtrasCirugias_cma,progOtrasCirugias_resto,urgeOtrasCirugias_resto,progOtrasCirugias_total,urgeOtrasCirugias_total,totalProg_hosp,totalUrge_hosp,totalProg_cma,totalUrge_cma,totalProg_resto,totalUrge_resto,total_programada,total_urgente
2018,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,703,406,0,300,71,1358,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,1578,15,1640,15,288,443,236,0,6,0,530,443,0,0,0,0,0,0,0,0,139,8,1458,0,2192,17,3789,25,201,31,242,0,4,6,447,37,843,235,318,0,163,16,1324,251,337,109,97,0,668,4,1102,113,0,1,0,0,123,0,123,1,2463,1530,2816,0,5034,129,10313,1659
2018,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,414,171,0,526,41,1429,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,,1458,37,1481,38,352,482,1,0,326,2,679,484,0,0,0,0,0,0,0,0,7,10,1209,0,273,3,1489,13,243,14,152,0,226,3,621,17,779,146,646,0,229,3,1654,149,345,60,203,0,338,4,886,64,,0,0,0,0,0,0,0,2458,1127,2405,0,3376,93,8239,1220
2018,6,23,2,0,0,0,0,23,2,0,0,0,0,0,0,0,0,246,81,1100,0,0,0,1346,81,30,0,2,0,0,0,32,0,48,10,20,0,0,0,68,10,254,2,252,0,0,0,506,2,1,3,0,0,0,0,1,3,0,0,423,0,0,0,423,0,191,39,23,0,0,0,214,39,67,24,173,0,0,0,240,24,4,1,364,0,0,0,368,1,113,2,41,0,0,0,154,2,770,130,282,0,0,0,1052,130,98,46,595,0,0,0,693,46,8,23,106,0,0,0,114,23,1853,363,3381,0,0,0,5234,363
2018,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,601,276,0,304,25,1347,626,528,67,427,0,1635,309,2590,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,2080,557,2164,558,514,424,194,0,42,0,750,424,0,0,0,0,0,0,0,0,177,40,3297,0,20,6,3494,46,394,42,42,0,54,1,490,43,1318,296,240,0,27,28,1585,324,649,175,51,0,249,12,949,187,0,0,0,0,0,0,0,0,4431,1646,4527,0,4411,938,13369,2584
2018,1032,46,13,149,0,2,3,197,16,497,76,11,0,1,6,509,82,520,627,749,56,217,52,1486,735,12,1,1810,6,5,1,1827,8,0,0,0,0,0,0,0,0,68,0,17,0,47,0,132,0,168,17,2,0,1,59,171,76,0,0,274,2,1567,3,1841,5,227,169,297,20,35,4,559,193,0,0,0,0,0,0,0,0,2,0,2168,7,3,0,2173,7,67,11,427,3,72,48,566,62,1057,421,830,93,1,26,1888,540,407,90,512,2,8,2,927,94,115,123,33,10,0,2,148,135,3186,1548,7279,199,1959,206,12424,1953
2018,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,164,55,215,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,77,1,0,0,0,0,77,1,15,0,0,0,0,0,15,0,6,0,0,0,0,0,6,0,169,3,0,0,164,55,333,58
2018,875,95,6,2,0,0,0,97,6,13,5,1,0,0,0,14,5,516,125,227,3,259,0,1002,128,8,0,2,0,2,0,12,0,0,0,0,0,0,0,0,0,196,1,16,0,43,0,255,1,7,2,0,0,0,0,7,2,0,0,0,0,539,0,539,0,91,5,94,0,0,0,185,5,75,48,0,0,2,0,77,48,0,0,0,0,587,0,587,0,173,6,52,0,119,0,344,6,565,83,196,11,502,0,1263,94,202,31,8,1,208,0,418,32,199,129,7,0,98,0,304,129,2140,441,605,15,2359,0,5104,456
2018,946,21,5,0,0,0,0,21,5,27,28,0,0,0,0,27,28,570,234,1367,0,0,0,1937,234,2,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,201,20,89,0,0,0,290,20,0,0,0,0,0,0,0,0,0,0,430,0,0,0,430,0,427,159,82,0,0,0,509,159,108,9,91,0,0,0,199,9,0,38,460,0,0,0,460,38,82,2,20,0,0,0,102,2,699,119,157,0,0,0,856,119,117,54,208,0,0,0,325,54,4,2,16,0,0,0,20,2,2258,674,2920,0,0,0,5178,674
2018,1023,55,53,112,0,0,0,167,53,0,0,0,0,0,0,0,0,480,836,934,7,0,18,1414,861,11,0,1126,5,0,1,1137,6,0,0,0,0,0,0,0,0,43,0,13,0,20,0,76,0,78,28,2,0,0,14,80,42,0,0,251,0,1385,0,1636,0,209,287,246,2,96,0,551,289,0,0,0,0,0,0,0,0,1,5,2144,40,21,1,2166,46,150,12,372,1,96,76,618,89,650,1190,856,4,0,1,1506,1195,446,205,277,4,325,21,1048,230,80,48,38,0,1,0,119,48,2203,2664,6371,63,1944,132,10518,2859
