año,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2018,348,0,0,0,0,0
2018,766,15603,1304,246,1,17154
2018,761,0,0,0,0,0
2018,728,40856,7767,266,29,48918
2018,280,49373,3121,115,1,52610
2018,222,2436,50,0,0,2486
2018,276,81045,6342,221,0,87608
2018,11,13146,2190,36,2,15374
2018,302,31273,778,141,0,32192
2018,682,18061,2255,203,8,20527
2018,279,88827,5936,286,0,95049
2018,282,82337,6610,145,1,89093
2018,281,43179,6974,90,39,50282
2018,183,1055,2,0,0,1057
2018,610,13460,6,0,0,13466
2018,116,0,0,0,0,0
2018,115,0,0,0,0,0
2018,114,0,0,0,0,0
2018,119,35,21,0,0,56
2018,770,123438,14240,2300,143,140121
2018,583,50677,2636,680,19,54012
2018,136,0,0,0,0,0
2018,469,27368,2275,144,4,29791
2018,642,42423,8228,833,40,51524
2018,674,130218,9369,130,4,139721
2018,193,0,0,0,0,0
2018,526,100445,11834,611,51,112941
2018,698,94188,14519,3926,274,112907
2018,630,58072,4128,738,27,62965
2018,124,0,0,0,0,0
2018,364,0,0,0,0,0
2018,439,34794,1549,425,1,36769
2018,570,95264,12997,2768,28,111057
2018,123,0,0,0,0,0
2018,310,2216,1162,0,0,3378
2018,571,50144,4901,1100,78,56223
2018,296,5102,0,0,0,5102
2018,566,64819,5201,1143,56,71219
2018,784,123835,15341,3347,400,142923
2018,102,0,0,0,0,0
2018,379,0,0,0,0,0
2018,639,74805,7964,1318,17,84104
2018,457,26723,1594,355,19,28691
2018,609,122746,9591,94,5,132436
2018,101,0,0,0,0,0
2018,454,49381,7257,253,10,56901
2018,318,353,102,22,0,477
2018,600,58408,5447,489,1,64345
2018,545,107760,10223,486,126,118595
2018,100,0,0,0,0,0
2018,702,98330,10021,0,115,108466
2018,778,48118,9366,585,31,58100
2018,341,5873,158,54,0,6085
2018,99,0,0,0,0,0
2018,767,43351,4594,1613,47,49605
2018,359,41610,67,1112,1,42790
2018,98,0,0,0,0,0
2018,132,0,0,0,0,0
2018,97,0,0,0,0,0
2018,103,0,0,0,0,0
2018,110,0,0,0,0,0
2018,94,0,0,0,0,0
2018,91,0,0,0,0,0
2018,664,103255,11336,1048,151,115790
2018,918,170156,30378,3753,268,204555
2018,92,0,0,0,0,0
2018,95,0,0,0,0,0
2018,301,18011,0,42,0,18053
2018,492,46146,3786,1030,22,50984
2018,811,10220,1226,0,2,11448
2018,812,0,0,0,0,0
2018,832,0,0,0,0,0
2018,841,0,0,0,0,0
2018,856,0,0,0,0,0
2018,859,0,0,0,0,0
2018,861,0,0,0,0,0
2018,880,0,0,0,0,0
2018,883,0,0,0,0,0
2018,884,0,0,0,0,0
2018,877,0,0,0,0,0
2018,911,0,0,0,0,0
2018,913,1735,357,56,0,2148
2018,922,57588,1443,0,3,59034
2018,923,0,0,0,0,0
2018,924,0,0,0,0,0
2018,947,0,0,0,0,0
2018,951,0,0,0,0,0
2018,1103,0,0,0,0,0
2018,972,0,0,0,0,0
2018,973,8729,118,3,0,8850
2018,974,0,0,0,0,0
2018,975,0,0,0,0,0
2018,960,0,0,0,0,0
2018,1028,0,0,0,0,0
2018,976,0,0,0,0,0
2018,977,0,0,0,0,0
2018,1020,0,0,0,0,0
2018,994,53656,6687,653,18,61014
2018,995,0,0,0,0,0
2018,113,0,0,0,0,0
2018,619,17320,863,50,0,18233
2018,163,5654,66,0,0,5720
2018,131,0,0,0,0,0
2018,375,400,0,108,0,508
2018,1090,147899,21569,1872,53,171393
2018,764,135715,16829,556,131,153231
2018,14,20439,575,479,3,21496
2018,657,34972,3474,366,20,38832
2018,362,20953,665,105,0,21723
2018,989,23652,2216,429,11,26308
2018,990,32009,3326,823,28,36186
2018,680,139308,18936,2007,67,160318
2018,411,44515,2494,58,4,47071
2018,241,27885,2308,28,3,30224
2018,558,40680,8826,218,57,49781
2018,167,3089,4,3,0,3096
2018,248,12957,3276,168,1,16402
2018,224,24388,1288,57,0,25733
2018,591,70291,11312,586,78,82267
2018,586,64166,13386,1155,87,78794
2018,453,530,17,65,0,612
2018,145,0,0,0,0,0
2018,511,70639,11365,692,70,82766
2018,530,65860,12034,417,55,78366
2018,6,27242,1227,19,1,28489
2018,161,0,0,0,0,0
2018,623,75475,13311,695,61,89542
2018,349,639,331,61,0,1031
2018,875,34339,3491,40,0,37870
2018,946,33154,6550,101,2,39807
2018,1023,66718,12240,228,90,79276
2018,1054,49786,8992,312,62,59152
2018,1057,0,0,0,0,0
2018,1031,0,0,0,0,0
2018,1032,77634,8998,263,63,86958
2018,1064,37694,3068,263,1,41026
2018,226,43775,2299,53,0,46127
2018,687,55710,5482,1026,85,62303
2018,745,138954,15979,1205,141,156279
2018,109,41001,3232,0,0,44233
2018,808,150201,10456,1181,91,161929
2018,971,78120,532,2876,6,81534
2018,128,11239,362,0,0,11601
2018,919,34505,9321,326,49,44201
2018,1150,0,0,0,0,0
2018,725,123566,18623,0,97,142286
2018,3,0,0,0,0,0
2018,306,0,0,0,0,0
2018,15,8032,12,9,0,8053
2018,264,32713,2258,114,1,35086
2018,867,10783,0,0,0,10783
2018,910,34358,6182,584,51,41175
2018,1053,52965,9831,1237,84,64117
2018,1055,63990,12149,1745,88,77972
2018,1081,0,0,0,0,0
2018,1115,0,0,0,0,0
2018,529,0,0,0,0,0
2018,345,0,0,0,0,0
2018,515,13331,555,0,0,13886
2018,174,0,0,0,0,0
2018,523,0,0,0,0,0
2018,697,89966,6385,366,12,96729
2018,239,38504,4829,237,0,43570
2018,287,54837,5470,121,0,60428
2018,377,0,0,0,0,0
2018,692,47532,6746,73,42,54393
2018,435,26601,3006,136,29,29772
2018,423,10940,1398,0,0,12338
2018,351,22803,3130,199,8,26140
2018,810,9173,1873,0,0,11046
2018,830,65622,8442,553,35,74652
2018,892,90500,12681,478,99,103758
2018,921,87776,7716,173,5,95670
2018,991,17552,224,235,7,18018
2018,992,59810,5877,520,40,66247
2018,993,22543,4209,47,19,26818
2018,1070,131863,19480,727,130,152200
2018,1095,21586,2618,360,4,24568
2018,1094,6554,229,14,1,6798
2018,1124,0,0,0,0,0
2018,473,33818,3397,19,0,37234
2018,663,84482,11449,2663,212,98806
2018,552,2871,5,2,0,2878
2018,772,85181,15766,3739,345,105031
2018,568,5703,323,0,0,6026
2018,398,7390,1124,3,0,8517
2018,394,5137,439,7,0,5583
2018,614,0,0,0,0,0
2018,235,2065,117,0,0,2182
2018,616,48462,1517,2393,5,52377
2018,267,26874,3916,92,1,30883
2018,565,0,0,0,0,0
2018,220,20205,1404,45,0,21654
2018,278,19616,1792,21,1,21430
2018,107,0,0,0,0,0
2018,711,121743,23818,8755,166,154482
2018,204,0,0,0,0,0
2018,579,83668,1354,16,0,85038
2018,1060,344,272,61,0,677
2018,1005,0,0,0,0,0
2018,1061,0,0,0,0,0
2018,1062,0,0,0,0,0
2018,1006,0,0,0,0,0
2018,1088,0,0,0,0,0
2018,1089,53087,1811,143,0,55041
2018,1076,0,0,0,0,0
2018,1078,0,0,0,0,0
2018,1033,58632,8441,1837,107,69017
2018,1037,0,0,0,0,0
2018,1039,0,0,0,0,0
2018,1067,0,0,0,0,0
2018,1065,0,0,0,0,0
2018,1066,34842,2048,25,0,36915
2018,1100,0,0,0,0,0
2018,1105,0,0,0,0,0
2018,1107,0,0,0,0,0
2018,1111,0,0,0,0,0
2018,1121,0,0,0,0,0
2018,1119,0,0,0,0,0
2018,207,23082,795,156,0,24033
2018,431,0,0,0,0,0
2018,387,24280,3482,615,21,28398
2018,179,0,0,0,0,0
2018,606,22932,3817,448,21,27218
2018,925,115866,18964,297,83,135210
2018,541,14105,2127,552,21,16805
2018,797,15630,2809,301,21,18761
2018,627,32733,8505,354,41,41633
2018,173,0,0,0,0,0
2018,636,62395,10952,1068,112,74527
2018,205,8766,289,155,0,9210
2018,814,545,243,3,0,791
2018,881,12222,0,,0,12222
2018,771,143944,11031,2046,144,157165
2018,533,12271,897,0,0,13168
2018,447,10333,1508,67,3,11911
2018,815,602,19,45,0,666
2018,801,112205,11290,1603,200,125298
2018,800,5261,376,57,1,5695
2018,389,63501,4798,402,10,68711
2018,695,73799,9740,530,80,84149
2018,816,46197,3495,350,66,50108
2018,833,68068,3785,907,53,72813
2018,870,37837,1681,44,4,39566
2018,927,51471,809,45,21,52346
2018,961,151269,11570,1015,135,163989
2018,962,9751,420,26,0,10197
2018,1079,31404,36,10,0,31450
2018,1101,63058,2515,0,0,65573
2018,666,87441,12928,782,86,101237
2018,392,0,0,0,0,0
2018,790,14901,1951,189,10,17051
2018,650,36077,4399,507,43,41026
2018,876,52653,10178,773,67,63671
2018,944,0,84,0,0,84
2018,952,59173,2226,82,1,61482
2018,54,0,0,0,0,0
2018,367,21343,610,193,1,22147
2018,538,52380,8641,322,71,61414
2018,557,26510,2763,209,14,29496
2018,653,43015,3513,459,51,47038
2018,647,29290,3538,519,42,33389
2018,978,81471,13944,39,98,95552
2018,996,31750,2775,403,30,34958
2018,729,185096,21112,290,276,206774
2018,182,25882,5159,146,3,31190
2018,633,58819,2697,86,2,61604
2018,685,56235,7894,617,59,64805
2018,683,27300,3421,494,33,31248
2018,945,44013,2393,750,50,47206
2018,953,15043,10,0,0,15053
2018,1022,46516,422,1866,31,48835
2018,1049,23080,305,1599,12,24996
2018,1151,5108,172,0,0,5280
2018,794,148765,27141,769,422,177097
2018,415,38,4,0,0,42
2018,592,44318,2167,43,0,46528
2018,497,10625,857,14,0,11496
2018,458,76156,3543,86,4,79789
2018,726,52885,10681,1306,153,65025
2018,272,18312,1207,265,5,19789
2018,805,133581,21870,54,168,155673
2018,234,28213,1174,203,1,29591
2018,64,0,0,0,0,0
2018,842,22832,3073,1616,25,27546
2018,843,13692,1951,622,29,16294
2018,803,46390,10143,149,50,56732
2018,211,5620,537,58,1,6216
2018,773,59567,11166,2886,90,73709
2018,424,22301,442,41,0,22784
2018,298,23526,2207,91,0,25824
2018,594,5832,240,60,0,6132
2018,237,16813,31,202,1,17047
2018,16,0,0,0,0,0
2018,768,11427,1139,297,5,12868
