año,NCODI,biopsias_hosp,biopsias_CEP,necropsias_hosp,angio_hosp,angio_CEP,densiometrias_hosp,densiometrias_CEP,gamma_hosp,gamma_CEP,mamo_hosp,mamo_CEP,pet_hosp,pet_CEP,resonancia_hosp,resonancia_CEP,rx_hosp,rx_CEP,spect_hosp,spect_CEP,tac_hosp,tac_CEP,Colonosopia,Broncoscopia,ERCP
2018,725,25379,0,15,299,0,2941,0,0,0,5248,0,4491,0,16513,0,171520,0,8145,0,27535,0,3307,624,322
2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,15,55,0,0,0,0,0,0,0,0,175,0,0,0,0,0,3071,0,0,0,0,0,0,0,0
2018,264,0,0,0,0,0,0,0,0,0,1274,0,0,0,7680,0,22524,0,0,0,6726,0,991,30,0
2018,867,0,0,0,0,0,443,0,0,0,968,0,0,0,0,0,10324,0,0,0,0,0,384,0,0
2018,910,6846,0,0,0,0,0,0,0,0,2698,0,0,0,3670,0,65519,0,0,0,7993,0,1443,120,0
2018,1053,11349,0,1,0,0,0,0,0,0,6120,0,0,0,6120,0,72543,6603,0,0,12507,0,3389,162,0
2018,1055,14784,0,11,0,0,2524,0,0,0,6044,0,0,0,4924,0,121342,0,0,0,17400,0,2491,273,0
2018,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1115,0,0,0,0,0,260,0,0,0,892,0,0,0,1223,0,5935,0,0,0,178,0,886,0,0
2018,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0
2018,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,515,0,0,0,0,0,0,0,0,0,0,0,0,0,3898,0,22420,0,0,0,942,0,0,0,0
2018,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0
2018,523,0,0,0,0,0,0,0,0,0,990,0,0,0,6346,0,17599,0,0,0,2891,0,0,0,0
2018,697,0,0,0,404,0,4025,0,1469,0,9230,0,749,0,14839,0,60865,0,300,0,10091,0,1149,26,9
2018,239,2263,0,0,0,0,1122,0,0,0,3571,0,0,0,7870,0,46927,0,0,0,8327,0,1173,29,0
2018,287,8276,0,0,77,0,3379,0,680,0,4402,0,0,0,9835,0,60758,0,105,0,8132,0,2649,43,22
2018,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,0,0,0,0,0,0,0,0
2018,692,10381,0,7,0,0,850,0,0,0,4692,0,0,0,4210,0,65846,0,0,0,9910,0,1453,178,0
2018,435,2197,0,0,418,0,643,0,0,0,2465,0,0,0,7440,0,22248,0,0,0,6023,0,391,21,3
2018,423,0,0,0,0,0,211,0,0,0,543,0,0,0,2102,0,9945,0,0,0,2361,0,0,0,0
2018,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8858,632,0
2018,619,0,0,0,0,0,0,0,0,0,1330,0,0,0,4191,0,32374,0,0,0,2071,0,0,0,0
2018,163,373,0,0,0,0,247,0,0,0,484,0,0,0,5180,0,4489,0,0,0,1311,0,0,0,0
2018,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,0,0,0,0,0,0,0,0
2018,1090,32187,0,195,36,0,1704,0,0,0,4169,0,1615,0,4,0,147938,47532,164,0,28266,0,0,0,0
2018,764,20739,0,29,143,0,2699,0,0,0,3070,0,0,0,11633,0,192208,0,0,0,25638,0,2576,788,434
2018,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0
2018,657,4375,0,2,0,0,0,0,0,0,1223,0,0,0,570,0,40660,0,0,0,5774,0,1309,75,0
2018,362,1508,0,0,0,0,0,0,972,0,12305,0,0,0,7028,0,12353,0,0,0,1767,0,1146,0,0
2018,989,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,33376,0,0,0,4350,0,1148,68,0
2018,990,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,46402,0,0,0,4643,0,1362,141,0
2018,680,27541,0,35,2382,0,8106,0,0,0,6959,0,0,0,10705,0,155863,23830,0,0,31634,0,3732,824,435
2018,411,7852,0,0,391,0,6231,0,0,0,5633,0,0,0,9033,0,33471,0,0,0,5638,0,1671,46,16
2018,241,2675,0,0,0,0,0,0,0,0,5,0,0,0,4569,0,16624,0,0,0,3095,0,0,0,0
2018,558,16851,0,3,0,0,2646,0,0,0,3670,0,0,0,8060,0,62472,165,0,0,10125,0,2104,222,116
2018,167,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,4895,0,0,0,0,0,32,0,0
2018,248,0,0,0,531,0,900,0,1146,0,2817,0,400,0,16742,0,34913,0,0,0,7884,0,730,47,0
2018,224,1306,0,0,0,0,599,0,0,0,1228,0,0,0,1877,0,17010,0,0,0,1901,0,805,0,0
2018,591,16374,0,31,0,0,3433,0,0,0,6198,0,0,0,14366,0,120462,0,0,0,16237,0,2663,322,137
2018,586,23475,0,26,0,0,4295,0,0,0,10254,0,0,0,0,0,94949,50960,0,0,22794,0,2063,450,136
2018,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16478,0,0,0,3088,0,289,0,0
2018,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,511,14377,0,2,0,0,0,0,0,0,4626,0,0,0,0,0,70312,37857,0,0,15392,0,3374,295,77
2018,530,17717,0,7,0,0,0,0,0,0,2451,0,0,0,0,0,66364,30662,0,0,13675,0,5617,315,100
2018,6,1969,0,0,123,0,2291,0,808,0,4217,0,509,0,6019,0,34856,0,0,0,4626,0,0,0,0
2018,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,623,21513,0,3,0,0,0,6190,0,0,8980,0,3911,0,7197,0,131879,19514,12292,0,19838,0,3140,1543,100
2018,349,1456,0,0,0,0,386,0,0,0,688,0,0,0,0,0,1230,0,0,0,496,0,432,0,0
2018,875,3420,0,0,179,0,1548,0,199,0,2848,0,273,0,6010,0,32374,0,29,0,6508,0,989,110,6
2018,946,4543,0,0,263,0,1436,0,313,0,2427,0,0,0,7523,0,29593,0,0,0,5881,0,815,27,11
2018,1023,12897,0,18,503,0,3599,0,0,0,4546,0,0,0,9490,0,143497,0,0,0,17727,0,3881,314,125
2018,1054,9452,0,15,1031,0,5778,0,0,0,5775,0,0,0,10603,0,83819,0,0,0,14342,0,2303,114,41
2018,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,145,0,0,0,0
2018,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1032,11711,0,10,556,0,4964,0,0,0,3925,0,3342,0,8448,0,118127,0,1619,0,13847,0,3171,363,243
2018,1064,6348,0,0,136,0,1536,0,0,0,3348,0,0,0,10042,0,29276,0,0,0,5029,0,1757,30,17
2018,226,3687,0,0,0,0,2537,0,431,0,2296,0,0,0,8440,0,9553,0,0,0,2660,0,2092,0,0
2018,687,15773,,2,,,,,,,4902,0,,,0,,154398,0,0,,8433,,1941,157,
2018,745,27376,,20,971,,2840,,3429,,9985,15827,0,0,6388,,145953,76101,1481,,25416,,5323,616,288
2018,109,5976,0,0,0,0,0,0,0,0,1168,0,0,0,8283,0,31796,0,0,0,5284,0,1675,28,0
2018,808,14739,0,9,0,0,0,0,0,0,14132,0,0,0,9368,0,153975,0,0,0,12115,0,3354,383,148
2018,971,3010,,,,,,,,,675,0,,,,,51557,0,,,2185,,1308,1,
2018,128,0,0,0,0,0,467,0,0,0,1088,0,0,0,0,0,19847,0,0,0,0,0,208,0,0
2018,919,12764,0,12,0,0,1170,0,0,0,8317,0,0,0,8012,0,93776,11987,0,0,15094,0,2997,120,62
2018,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,351,0,0,0,0,0,307,0,0,0,771,0,0,0,1378,0,25931,0,0,0,789,0,79,19,0
2018,810,0,0,0,0,0,82,0,0,0,725,0,0,0,0,0,7426,0,0,0,1413,0,0,0,0
2018,830,9569,0,5,0,0,0,0,0,0,2565,0,0,0,0,0,66678,0,0,0,6433,0,1661,0,0
2018,892,20011,0,56,91,0,1975,0,0,0,10971,0,0,0,7404,0,106256,0,0,0,16566,0,1988,361,115
2018,921,6734,0,4,231,0,3117,0,0,0,6786,0,0,0,13581,0,52862,0,0,0,12063,0,1939,43,46
2018,991,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,6809,0,0,0,131,0,0,0,0
