año,NCODI,altas_particular,estancias_particular,sesionHdia_particular,consulta_particular,cma_particular,urge_particular,hospDom_particular,altas_AsegPriv,estancias_AsegPriv,sesionHdia_AsegPriv,consulta_AsegPriv,cma_AsegPriv,urge_AsegPriv,hospDom_AsegPriv,altas_sns,estancias_sns,sesionHdia_sns,consulta_sns,cma_sns,urge_sns,hospDom_sns,altas_MutuaFun,estancias_MutuaFun,sesionHdia_MutuaFun,consulta_MutuaFun,cma_MutuaFun,urge_MutuaFun,hospDom_MutuaFun,altas_otrEntiPublica,estancias_otrEntiPublica,sesionHdia_otrEntiPublica,consulta_otrEntiPublica,cma_otrEntiPublica,urge_otrEntiPublica,hospDom_otrEntiPublica,altas_MATEPSS,estancias_MATEPSS,sesionHdia_MATEPSS,consulta_MATEPSS,cma_MATEPSS,urge_MATEPSS,hospDom_MATEPSS,altas_convIntern,estancias_conveInter,sesionHdia_conveInter,consulta_conveInter,cma_conveInter,urge_conveInter,hospDom_conveInter,altas_AccTrafic,estancias_AccTrafic,sesionHdia_AccTrafic,consulta_AccTrafic,cma_AccTrafic,urge_AccTrafic,hospDom_AccTrafic,otroRegimen,altas_otroRegim,estancias_otroRegim,sesionHdia_otroRegim,consulta_otroRegim,cma_otroRegim,urge_otroRegim,hospDom_otroRegim,total_altas,total_estancias,total_sesionHdia,total_consulta,total_cma,total_urgencias,total_hospDom
2018,113,0,0,0,0,0,0,0,0,0,0,8,0,0,0,190,54310,7010,94799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",1,8,0,21,0,0,0,191,54318,7010,94828,0,0,0
2018,619,614,1564,106,2368,0,1460,0,4934,13885,491,21021,421,12945,0,944,2936,53,4445,172,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,977,0,1479,0,911,0,0,0,0,0,0,0,0,19,195,0,295,0,182,0,"Otros",0,0,0,0,0,0,0,6863,19557,650,29608,593,18233,0
2018,163,284,302,0,5050,256,16,0,1452,1491,0,26612,957,5648,0,288,346,0,2168,306,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,2024,2139,0,33830,1519,5720,0
2018,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,163,9666,0,0,0,0,0
2018,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,415,17446,0,2650,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,198,0,21,0,0,0,"Otros",1,18,0,4,0,0,0,418,17662,0,2675,0,508,0
2018,1090,0,0,0,0,0,1,0,111,633,28,388,3,756,1,41471,194913,52937,703491,8640,164222,1073,0,0,0,25,0,0,0,0,0,0,0,0,0,0,41,249,1,119,2,993,1,65,344,5,126,1,324,2,199,1106,14,752,6,2122,1,"Otros",290,1639,969,1791,16,2975,2,42177,198884,53954,706692,8668,171393,1080
2018,764,44,290,0,334,0,517,0,88,581,0,1924,0,1066,0,24905,171339,30893,513708,4521,147932,0,178,1175,63,2849,3,898,0,0,0,0,0,0,0,0,56,370,0,1834,0,1291,0,19,125,0,328,0,187,0,114,752,0,3317,0,1340,0,"Otros",0,0,0,0,0,0,0,25404,174632,30956,524294,4524,153231,0
2018,14,92,198,0,0,87,97,0,2489,7021,1048,0,1973,20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,156,0,0,27,958,0,0,0,0,0,0,0,0,4,15,0,0,5,354,0,"Otros",0,0,0,0,0,0,0,2663,7390,1048,0,2092,21496,0
2018,657,0,0,0,0,0,1,0,13,25,0,5,0,56,0,4470,23439,3636,91558,1556,37545,0,23,88,0,7,0,244,0,0,0,0,0,0,0,0,13,29,0,30,0,513,0,6,29,0,10,0,56,0,24,122,0,0,0,417,0,"Otros",0,0,0,0,0,0,0,4549,23732,3636,91610,1556,38832,0
2018,362,168,168,0,464,3,21,0,2937,6326,0,43292,229,20986,0,2387,3012,0,19151,18,340,0,0,0,0,0,0,0,0,,,0,,,,0,73,80,0,892,7,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,5565,9586,0,63799,257,21723,0
2018,989,0,0,0,0,0,38,0,1,16,0,39,0,32,0,3160,13702,1005,96384,2096,25605,0,3,42,0,124,0,81,0,0,0,0,0,0,0,0,4,51,0,364,3,258,0,9,15,0,93,0,74,0,15,72,0,685,4,220,0,"Otros",0,0,0,0,0,0,0,3192,13898,1005,97689,2103,26308,0
2018,990,13,82,0,0,2,426,0,2,12,0,6,0,145,0,4128,26042,2674,104730,1849,34191,0,9,56,0,0,0,92,0,0,0,0,2,0,110,0,14,88,0,15,1,450,0,34,213,0,10,1,368,0,19,120,0,19,1,404,0,"Otros",0,0,0,0,0,0,0,4219,26613,2674,104782,1854,36186,0
2018,680,135,827,15,282,1,1327,11,104,637,0,38,1,164,0,30265,185305,59096,514361,6547,153623,2274,67,410,0,262,4,100,0,53,325,0,245,4,47,0,36,220,0,64,1,860,0,255,1561,0,566,6,1783,0,102,625,0,49,0,2414,0,"Otros",0,0,0,0,0,0,0,31017,189910,59111,515867,6564,160318,2285
