año,NCODI,inver_iIntangible,inver_IMaterial,inver_IMterrenos,inver_IMresto,inver_Otras,inver_Total
2017,113,48668,1315,0,1315,0,49983
2017,619,53771,508601,54458,454143,0,562372
2017,163,3305,183967,0,183967,0,187272
2017,131,0,0,0,0,0,0
2017,375,14809,485,0,485,0,15294
2017,1090,392730,8331123,0,8331123,0,8723853
2017,764,0,1089351,0,1089351,0,1089351
2017,14,13351,320956,119216,201740,0,334307
2017,657,0,381395,0,381395,0,381395
2017,362,50822,678432,29986,648446,0,729254
2017,989,0,174195,0,174195,0,174195
2017,990,0,137238,0,137238,0,137238
2017,680,0,4679238,0,4679238,0,4679238
2017,411,1893,1892235,49246,1842989,0,1894128
2017,241,40481,0,0,0,1008186,1048667
2017,558,0,2692952,0,2692952,0,2692952
2017,167,0,0,0,0,0,0
2017,248,4612000,40482191,1830750,38651441,396469,45490660
2017,224,2020,554479,0,554479,0,556499
2017,591,234561,2843644,0,2843644,0,3078205
2017,586,0,3073908,0,3073908,0,3073908
2017,453,0,89965,55994,33971,0,89965
2017,145,0,0,0,0,0,0
2017,511,0,0,0,0,1443015,1443015
2017,530,0,1427869,1427869,0,0,1427869
2017,6,110591,1394907,0,1394907,65716,1571214
2017,161,0,43192,0,43192,0,43192
2017,623,0,3686790,0,3686790,0,3686790
2017,349,0,21291,0,21291,0,21291
2017,875,0,802006,0,802006,0,802006
2017,946,83302,0,0,0,0,83302
2017,1023,620312,1555955,0,1555955,0,2176267
2017,1054,0,0,0,0,0,0
2017,1057,0,229900,0,229900,0,229900
2017,1031,0,15342,0,15342,0,15342
2017,1032,353484,853269,0,853269,0,1206753
2017,1064,72000,60548,0,60548,0,132548
2017,226,0,230542,0,230542,0,230542
2017,687,0,98521,0,98521,0,98521
2017,745,0,8550090,0,8550090,0,8550090
2017,109,0,538132,0,538132,0,538132
2017,808,65632,1498716,0,1498716,0,1564348
2017,971,0,486385,0,486385,0,486385
2017,128,0,371385,0,371385,0,371385
2017,919,17068,2532507,310511,2221996,0,2549575
2017,725,0,1110822,0,1110822,0,1110822
2017,3,0,93491,0,93491,0,93491
2017,306,2000,50000,0,50000,0,52000
2017,15,0,110030,56004,54026,1269,111299
2017,264,0,799707,0,799707,0,799707
2017,867,0,0,0,0,0,0
2017,910,0,434982,0,434982,0,434982
2017,1053,0,447668,0,447668,0,447668
2017,1055,0,522431,0,522431,153622,676053
2017,1081,0,47074,0,47074,0,47074
2017,1099,0,0,0,0,0,0
2017,1115,0,0,0,0,0,0
2017,529,0,0,0,0,248578,248578
2017,345,0,0,0,0,81089,81089
2017,515,61570,147579,0,147579,0,209149
2017,174,0,136312,0,136312,0,136312
2017,523,0,2099074,200000,1899074,33693,2132767
2017,697,51785,3066098,0,3066098,237391,3355274
2017,239,17525,618845,334923,283922,9136,645506
2017,287,33195,1285104,0,1285104,,1318299
2017,377,0,43694,0,43694,0,43694
2017,692,97153,637864,0,637864,0,735017
2017,435,182177,1381037,0,1381037,0,1563214
2017,423,3194,71359,0,71359,994,75547
2017,351,3588,62314,0,62314,1209,67111
2017,810,1368,30583,0,30583,426,32377
2017,830,13830,1751105,0,1751105,0,1764935
2017,892,0,3829685,0,3829685,0,3829685
2017,921,0,684483,0,684483,0,684483
2017,991,0,62949,0,62949,0,62949
2017,992,0,1137625,191787,945838,0,1137625
2017,993,0,0,0,0,0,0
2017,1070,0,2757080,0,2757080,0,2757080
2017,1095,4392,80496,0,80496,0,84888
2017,1094,756,27027,0,27027,0,27783
2017,1124,0,77176,0,77176,0,77176
2017,473,0,810264,0,810264,114,810378
2017,663,132777,11707087,0,11707087,0,11839864
2017,552,0,433044,0,433044,0,433044
2017,772,4169086,12884248,0,12884248,76116,17129450
2017,568,0,289966,0,289966,0,289966
2017,398,0,1674571,0,1674571,0,1674571
2017,394,0,244044,0,244044,0,244044
2017,614,0,24071,0,24071,0,24071
