año,NCODI,due_cTotal,matronas_cTotal,oDueEspeciali_cTotal,fisioterapeutas_cTotal,terapeutas_cTotal,logopedas_cTotal,oSaniMedio_cTotal,gMedioSani_cTotal,gSuperiorSani_cTotal,tecSani_cTotal,restSani_cTotal2,due_cMujeres,matronas_cMujeres,oDueEspeciali_cMujeres,fisioterapeutas_cMujeres,terapeutas_cMujeres,logopedas_cMujeres,oSaniMedio_cMujeres,gMedioSani_cMujeres,gSuperiorSani_cMujeres,tecSani_cMujeres,restSani_cMujeres2,due_pTotal,matronas_pTotal,oDueEspeciali_pTotal,fisioterapeutas_pTotal,terapeutas_pTotal,logopedas_pTotal,oSaniMedio_pTotal,gMedioSani_pTotal,gSuperiorSani_pTotal,tecSani_pTotal,restSani_pTotal2,due_pMujeres,matronas_pMujeres,oDueEspeciali_pMujeres,fisioterapeutas_pMujeres,terapeutas_pMujeres,logopedas_pMujeres,oSaniMedio_pMujeres,gMedioSani_pMujeres,gSuperiorSani_pMujeres,tecSani_pMujeres,restSani_pMujeres2,due_colabTotal,matronas_colabTotal,oDueEspeciali_colabTotal,fisioterapeutas_colabTotal,terapeutas_colabTotal,logopedas_colabTotal,oSaniMedio_colabTotal,gMedioSani_colabTotal,gSuperiorSani_colabTotal,tecSani_colabTotal,restSani_colabTotal2,due_colabMujeres,matronas_colabMujeres,oDueEspeciali_colabMujeres,fisioterapeutas_colabMujeres,terapeutas_colabMujeres,logopedas_colabMujeres,oSaniMedio_colabMujeres,gMedioSani_colabMujeres,gSuperiorSani_colabMujeres,tecSani_colabMujeres,restSani_colabMujeres2,direccion_cTotal,trabSocial_cTotal,perOficio_cTotal,administrativos_cTotal,oNoSani_cTotal,direccion_cMujeres,trabSocial_cMujeres,perOficio_cMujeres,administrativos_cMujeres,oNoSani_cMujeres,direccion_pTotal,trabSocial_pTotal,perOficio_pTotal,administrativos_pTotal,oNoSani_pTotal,direccion_pMujeres,trabSocial_pMujeres,perOficio_pMujeres,administrativos_pMujeres,oNoSani_pMujeres,direccion_colabTotal,trabSocial_colabTotal,perOficio_colabTotal,administrativos_colabTotal,oNoSani_colabTotal,direccion_colabMujeres,trabSocial_colabMujeres,perOficio_colabMujeres,administrativos_colabMujeres,oNoSani_colabMujeres
2017,664,196,3,0,2,1,1,0,157,29,186,0,176,3,0,1,1,1,0,146,23,169,0,300,17,0,23,2,0,0,180,51,231,0,251,16,0,19,1,0,0,148,36,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,11,100,43,8,4,6,73,4,2,2,4,67,29,0,2,2,53,1,0,0,0,0,0,0,0,0,0,0
2017,918,1948,34,0,45,7,5,13,1154,372,1526,0,1699,32,0,31,5,4,11,1071,285,1356,0,169,1,0,0,0,0,0,136,10,146,0,134,1,0,0,0,0,0,107,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,267,635,404,45,13,106,507,142,1,0,53,14,62,0,0,40,9,18,0,0,0,0,0,0,0,0,0,0
2017,92,3,0,0,1,0,0,0,16,0,16,0,3,0,0,0,0,0,0,16,0,16,0,3,0,0,0,1,0,0,10,0,10,0,3,0,0,0,1,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,5,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,95,16,0,0,0,0,0,0,43,0,43,0,15,0,0,0,0,0,0,40,0,40,0,13,0,0,2,1,1,0,26,0,26,0,10,0,0,0,1,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,1,0,3,0,0,1,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2017,301,8,0,0,2,0,0,0,14,4,18,0,8,0,0,1,0,0,0,13,4,17,0,5,0,5,3,0,0,0,17,4,21,0,5,0,5,3,0,0,0,15,3,18,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,2,21,0,5,0,0,18,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2017,492,74,6,1,3,0,0,0,59,9,68,0,72,5,0,0,0,0,0,51,6,57,0,58,2,2,9,0,0,0,48,5,53,0,5,2,1,5,0,0,0,43,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,14,3,2,0,36,0,0,0,0,22,11,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0
2017,811,23,0,0,0,0,0,0,17,0,17,0,19,0,0,0,0,0,0,16,0,16,0,13,0,0,0,0,0,0,10,1,11,0,13,0,0,0,0,0,0,10,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,23,0,3,0,0,23,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
2017,812,138,0,0,2,0,0,0,58,60,118,0,123,0,0,2,0,0,0,58,53,111,0,33,0,0,0,0,0,0,25,4,29,0,31,0,0,0,0,0,0,25,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,2,83,79,15,3,0,69,43,0,1,0,8,2,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0
2017,832,3,0,0,1,1,0,5,10,5,15,0,3,0,0,1,1,0,5,10,5,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2017,767,197,0,0,2,0,0,0,126,27,153,0,168,0,0,2,0,0,0,115,21,136,0,34,0,0,0,0,0,0,32,4,36,0,27,0,0,0,0,0,0,25,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,83,36,7,1,1,73,14,0,0,0,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
