año,NCODI,70_tIngresos,700_particular,701_AsegPriv,701_1_AsistSanitaria,701_2_AccTrafic,702_MATEPSS,704_SNS,705_1_FdirectaSS,705_2_FdirectaAPriv_MATEPSS,706_OyEntiPublica,708_bonificaciones,709_Otros_Ips,74_Total_Subvencion,740_subvenciones,741_otraSubvencion,7X_restoIngresos,total_ventasIngresos,70_Hospital,70_consulExter,70_CMA,70_hospDia,70_Urgencia,70_hospDom,700_Hospital,700_consulExter,700_CMA,700_hospDia,700_Urgencia,700_hospDom,701_Hospital,701_consulExter,701_CMA,701_hospDia,701_Urgencia,701_hospDom,701_1Hospital,701_1consulExter,701_1CMA,701_1hospDia,701_1Urgencia,701_1hospDom,701_2Hospital,701_2consulExter,701_2CMA,701_2hospDia,701_2Urgencia,701_2hospDom,702_Hospital,702_consulExter,702_CMA,702_hospDia,702_Urgencia,702_hospDom,704_Hospital,704_consulExter,704_CMA,704_hospDia,704_Urgencia,704_hospDom,705_1Hospital,705_1consulExter,705_1CMA,705_1hospDia,705_1Urgencia,705_1hospDom,705_2Hospital,705_2consulExter,705_2CMA,705_2hospDia,705_2Urgencia,705_2hospDom,706_Hospital,706_consulExter,706_CMA,706_hospDia,706_Urgencia,706_hospDom,708_Hospital,708_consulExter,708_CMA,708_hospDia,708_Urgencia,708_hospDom
2017,1026,5209146,419812,134443,1660,132783,0,0,4654891,0,0,0,0,28602,1800,26802,143886,5381634,4727535,326191,0,155420,0,0,402903,16909,0,0,0,0,134333,110,0,0,0,0,1550,110,0,0,0,0,132783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190299,309172,0,155420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1068,4204828,91982,0,0,0,0,0,3902570,0,210276,0,0,164218,14754,149464,82355,4451401,3482563,280084,0,442181,0,0,91982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3217342,280084,0,405144,0,0,0,0,0,0,0,0,173239,0,0,37037,0,0,0,0,0,0,0,0
2017,1108,20907914,303786,236077,193381,42696,34578,84301,11915699,8184684,0,0,148789,0,0,0,3449871,24357785,20141984,375364,0,0,241777,0,12912,271532,0,0,19342,0,50191,58950,0,0,126936,0,46537,38551,0,0,108293,0,3654,20399,0,0,18643,0,5341,4746,0,0,24491,0,84301,0,0,0,0,0,11915699,0,0,0,0,0,8073540,40136,0,0,71008,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,404,10523161,514933,875714,670719,204995,41320,8042925,91797,0,861237,79475,15760,600308,575473,24835,425373,11548842,4339532,1994346,3104643,1003550,36687,28643,144571,134294,22752,176625,8048,28643,499892,327210,28451,0,20161,0,499892,122215,28451,0,20161,0,0,204995,0,0,0,0,0,39775,0,0,1545,0,3692294,1300436,3050195,0,0,0,0,81619,3245,0,6933,0,0,0,0,0,0,0,2775,31537,0,826925,0,0,0,79475,0,0,0,0
2017,270,22439076,2248528,18605214,17516121,1089093,733712,0,0,0,851622,0,0,0,0,0,653767,23092843,8753199,7349747,3167432,991017,2991825,0,858293,966339,562570,6944,102134,0,7531355,5409394,2391941,984073,2818264,0,7468346,4572903,2350810,984073,2670909,0,63009,836491,41131,0,147355,0,363551,52513,212921,0,71427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921501,0,0,0,0,0,0,0,0,0,0
2017,676,46137849,10171,185942,56942,129000,75529,112288,45741699,0,12220,0,0,0,0,0,,46137849,129138,14946,0,58870,171515,0,1979,114,0,0,8078,0,66535,229,0,0,119011,0,25575,229,0,0,31141,0,40960,0,0,0,87870,0,36033,3003,0,0,36493,0,24591,7313,0,58870,21514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4287,0,0,7933,0,0,0,0,0,0,0
2017,709,60025094,864665,1014221,294773,719448,364981,1659,56990740,0,772947,0,15881,0,0,0,16955,60042049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,754,619373056,5939790,12394140,2459746,9934394,2843490,1500485,595924668,0,445810,0,324673,0,0,0,,619373056,7720835,236340,0,0,1856035,0,730120,19200,0,0,175103,0,4960280,46130,0,0,1394057,0,1840210,46130,0,0,78061,0,3120070,0,0,0,1315996,0,1110025,70460,0,0,286875,0,920410,100550,0,0,467141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,997,17114840,12623,238380,80493,157887,66824,927,16791989,4097,0,0,0,0,0,0,626974,17741814,6759,8880,0,0,300240,0,478,216,0,0,11744,0,5744,7565,0,0,223309,0,4867,322,0,0,74006,0,877,7243,0,0,149303,0,537,1099,0,0,65187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1069,10794496,5915,127026,26030,100996,46007,0,10615548,0,0,0,0,0,0,0,1124510,11919006,274,504,0,0,178170,0,0,120,0,0,5795,0,274,156,0,0,126595,0,0,156,0,0,25874,0,274,0,0,0,100721,0,0,228,0,0,45780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1118,25759092,1672919,22657170,22108198,548972,1059014,0,295591,0,0,0,74398,0,0,0,718627,26477719,14896750,688812,4702855,997575,4403878,0,910999,20499,694021,13853,38723,0,13186110,593629,3605107,983722,4288603,0,12890245,586236,3585761,983722,4062235,0,295865,7393,19346,0,226368,0,612351,74684,295426,0,76552,0,0,0,0,0,0,0,187290,0,108301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,544,29606118,272037,523078,234594,288484,149004,22156,20522009,0,0,0,8117834,705271,705271,0,789444,31100833,10314620,6162953,391315,977398,3641998,0,242918,17922,0,0,11197,0,168023,151115,0,0,203940,0,59365,78563,0,0,96666,0,108658,72552,0,0,107274,0,23284,14046,0,0,111674,0,8266,281,0,0,13609,0,9872129,5979589,391315,977398,3301578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,804,51650500,962592,1296678,448514,848164,256357,0,46525205,0,0,0,2609668,1366450,3902,1362548,525450,53542400,22974030,17847477,1266831,179916,6772578,0,360015,224639,148375,420,229143,0,386003,496997,83081,1914,328683,0,111027,143100,83081,1914,109392,0,274976,353897,0,0,219291,0,64439,60121,15727,0,116070,0,0,0,0,0,0,0,22163573,17065720,1019648,177582,6098682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,104,5605878,95280,0,0,0,0,0,5233611,0,276987,0,0,47147,17450,29697,52098,5705123,4546267,0,0,1059611,0,0,95280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4174000,0,0,1059611,0,0,0,0,0,0,0,0,276987,0,0,0,0,0,0,0,0,0,0,0
2017,20,621374,0,0,0,0,0,0,511326,0,0,0,110048,0,0,0,0,621374,511326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,550,33288439,76518,1610731,766822,843909,90125,0,18253048,0,251173,0,13006844,202325,0,202325,422178,33912942,13714617,780705,880930,774546,4130797,0,5865,52260,674,0,17719,0,359662,644657,941,3346,602125,0,181330,228080,941,3346,353125,0,178332,416577,0,0,249000,0,22470,3706,0,0,63949,0,0,0,0,0,0,0,13326620,0,879315,600109,3447004,0,0,0,0,0,0,0,0,80082,0,171091,0,0,0,0,0,0,0,0
2017,112,801427,0,0,0,0,0,0,801427,0,0,0,0,150000,150000,0,84761,1036188,546686,0,0,254741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546686,0,0,254741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,818,4377952,328555,60421,60421,0,0,0,3988976,0,0,0,0,0,0,0,0,4377952,4377952,0,0,0,0,0,328555,0,0,0,0,0,60421,0,0,0,0,0,60421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,882,2363189,0,0,0,0,0,0,2363189,0,0,0,0,0,0,0,0,2363189,2363189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,914,6582329,262086,150792,9567,141225,0,0,6169451,0,0,0,0,0,0,0,0,6582329,5878575,396366,0,307388,0,0,262086,0,0,0,0,0,150792,0,0,0,0,0,9567,0,0,0,0,0,141225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465697,396366,0,307388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,928,42675072,96495,323917,323917,0,0,0,42254660,0,0,0,0,23467,0,23467,1861006,44559545,3515865,7624734,0,31534473,0,0,51640,2188,0,42667,0,0,0,27255,0,296662,0,0,0,27255,0,296662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464225,7595291,0,31195144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,964,56600154,1011684,1419954,284925,1135029,86798,0,54081718,0,0,0,0,1206873,141332,1065541,1031519,58838546,33885992,6636369,9939966,1368578,4769249,0,1011684,0,0,0,0,0,1419954,0,0,0,0,0,284925,0,0,0,0,0,1135029,0,0,0,0,0,86798,0,0,0,0,0,0,0,0,0,0,0,31367556,6636369,9939966,1368578,4769249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,734,157113489,75819,926847,388005,538842,321577,167637,155584615,0,17135,0,19859,0,0,0,94280,157207769,760990,129346,2773,14255,601651,0,50875,1099,0,0,23845,0,550437,10655,783,1300,363672,0,306535,7380,783,1300,72007,0,243902,3275,0,0,291665,0,51760,103567,1990,650,163610,0,95888,13023,0,11980,46746,0,0,0,0,0,0,0,0,0,0,0,0,0,12030,1002,0,325,3778,0,0,0,0,0,0,0
2017,299,7577225,1139350,5420880,5190203,230677,239712,777283,0,0,0,0,0,0,0,0,84571,7661796,1540137,4358553,758676,0,259738,0,451896,509031,95211,0,83212,0,593190,3809810,381233,0,176526,0,593190,3630363,381233,0,125296,0,0,179447,0,0,51230,,0,39712,0,0,0,0,495051,0,282232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,645,1251057,894661,151688,148888,2800,69938,0,0,0,104273,0,30497,0,0,0,176146,1427203,767514,346833,0,0,95244,0,758322,132417,0,0,3515,0,5203,92716,0,0,43208,0,5203,92716,0,0,40408,0,0,0,0,0,2800,0,3989,17427,0,0,48521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104273,0,0,0,0,0,0,0,0,0,0
