año,NCODI,camas_medInterna,estancias_medInterna,altFinal_medInterna,altCuracion_medInterna,altTraslaHosp_medInterna,altExitus_medInterna,altOtracausa_medInterna,altTraslaInter_medInterna,camas_medicina,estancias_medicina,altFinal_med,altCuracion_med,altTraslaHosp_med,altExitus_med,altOtracausa_med,altTraslaInter_med,camas_cirugia,estancias_cirugia,altFinal_cirugia,altCuracion_cirugia,altTraslaHosp_cirugia,altExitus_cirugia,altOtracausa_cirugia,altTraslaInter_cirugia,camas_trauma,estancias_trauma,altFinal_trauma,altCuracion_trauma,altTraslaHosp_trauma,altExitus_trauma,altOtracausa_trauma,altTraslaInter_trauma,camas_gine,estancias_gine,altFinal_gine,altCuracion_gine,altTraslaHosp_gine,altExitus_gine,altOtracausa_gine,altTraslaInter_gine,camas_pediatria,estancias_pediatria,altFinal_pediatria,altCuracion_pediatria,altTraslaHosp_pediatria,altExitus_pediatria,altOtracausa_pediatria,altTraslaInter_pediatria,camas_neonatologia,estancias_neonatologia,altFinal_neonatologia,altCuracion_neonatologia,altTraslaHosp_neonatologia,altExitus_neonatologia,altOtracausa_neonatologia,altTraslaInter_neonatologia,camas_cirugiaPed,estancias_cirugiaPed,altFinal_cirugiaPed,altCuracion_cirugiaPed,altTraslaHosp_cirugiaPed,altExitus_cirugiaPed,altOtracausa_cirugiaPed,altTraslaInter_cirugiaPed,camas_restoPedia,estancias_restoPedia,altFinal_restoPedia,altCuracion_restoPedia,altTraslaHosp_restoPedia,altExitus_restoPedia,altOtracausa_restoPedia,altTraslaInter_restoPedia,camas_rehabilitacion,estancias_rehabilitacion,altFinal_rehabilitacion,altCuracion_rehabilitacion,altTraslaHosp_rehabilitacion,altExitus_rehabilitacion,altOtracausa_rehabilitacion,altTraslaInter_rehabilitacion,camas_mIntensiva,estancias_mIntensiva,aFinales_mIntensiva,altCuracion_mIntensiva,altTraslaHosp_mIntensiva,altExitus_mIntensiva,altOtracausa_mIntensiva,altTraslaInter_mIntensiva,camas_uci,estancias_uci,altFinal_uci,altCuracion_uci,altTraslaHosp_uci,altExitus_uci,altOtracausa_uci,altTraslaInter_uci,camas_uCoronarios,estancias_uCoronarios,altFinal_uCoronarios,altCuracion_uCoronarios,altTraslaHosp_uCoronarios,altExitus_uCoronarios,altOtracausa_uCoronarios,altTraslaInter_uCoronarios,camas_uNeonatales,estancias_uNeonatales,altFinal_uNeonatales,altCuracion_uNeonatales,altTraslaHosp_uNeonatales,altExitus_uNeonatales,altOtracausa_uNeonatales,altTraslaInter_uNeonatales,camas_uQuemados,estancias_uQuemados,altFinal_uQuemados,altCuracion_uQuemados,altTraslaHosp_uQuemados,altExitus_uQuemados,altOtracausa_uQuemados,altTraslaInter_uQuemados,camas_largaEstan,estancias_largaEstan,altFinal_largaEstan,altCuracion_largaEstan,altTraslaHosp_largaEstan,altExitus_largaEstan,altOtracausa_largaEstan,altTraslaInter_largaEstan,camas_psiquiatria,estancias_psiquiatria,altFinal_psiquiatria,altCuracion_psiquiatria,altTraslaHosp_psiquiatria,altExitus_psiquiatria,altOtracausa_psiquiatria,altTraslaInter_psiquiatria,camas_psiAgudo,estancias_psiAgudo,altFinal_psiAgudo,altCuracion_psiAgudo,altTraslaHosp_psiAgudo,altExitus_psiAgudo,altOtracausa_psiAgudo,altTraslaInter_psiAgudo,camas_psiquiMedia,estancias_psiquiMedia,altFinal_psiquiMedia,altCuracion_psiquiMedia,altTraslaHosp_psiquiMedia,altExitus_psiquiMedia,altOtracausa_psiquiMedia,altTraslaInter_psiquiMedia,camas_paliativos,estancias_paliativos,altFinal_paliativos,altCuracion_paliativos,altTraslaHosp_paliativos,altExitus_paliativos,altOtracausa_paliativos,altTraslaInter_paliativos,otros1_texto,camas_o1,estancias_o1,altFinal_o1,altCuracion_o1,altTraslaHosp_o1,altExitus_o1,altOtracausa_o1,altTraslaInter_o1,otros2_texto,camas_o2,estancias_o2,altFinal_o2,altCuracion_o2,altTraslaHosp_o2,altExitus_o2,altOtracausa_o2,altTraslaInter_o2,otros3_texto,camas_o3,estancias_o3,altFinal_o3,altCuracion_o3,altTraslaHosp_o3,altExitus_o3,altOtracausa_o3,altTraslaInter_o3,camas_total,estancias_total,altFinal_total,altCuracion_total,altTraslaHosp_total,altExitus_total,altOtracausa_total,altTraslaInter_total,ingreProgr,ingreUrge,total_ingresosHops
2017,287,115,42148,3780,1685,36,146,1913,0,45,16708,2934,2316,31,13,574,0,28,10559,5121,4957,6,4,154,0,17,6105,2192,1776,14,5,397,0,9,3053,958,937,0,0,21,0,6,1452,615,398,13,1,203,0,1,261,66,52,4,0,10,0,1,10,8,8,0,0,0,0,4,1181,541,338,9,1,193,0,0,0,0,0,0,0,0,0,1,128,19,10,3,5,1,0,1,128,19,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,24458,474,4,0,40,430,0,1,245,21,21,0,0,0,0,1,245,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,287,104856,16114,12104,103,214,3693,0,10553,5641,16194
2017,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,25965,883,705,0,178,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5098,398,101,0,297,0,52,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,88,31063,1281,806,0,475,0,228,1286,0,1286
2017,692,71,22114,1805,1510,52,144,99,52,36,11297,1293,1076,61,127,29,61,34,8352,2096,1972,49,24,51,49,33,9096,1316,1263,15,17,21,15,24,4246,1737,1699,11,0,27,11,28,2053,1414,1378,28,1,7,28,9,587,64,54,10,0,0,10,0,0,0,0,0,0,0,0,19,1466,1350,1324,18,1,7,18,0,0,0,0,0,0,0,0,12,2692,215,62,74,72,7,74,12,2692,215,62,74,72,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5824,386,384,1,0,1,1,24,5824,386,384,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,262,65674,10262,9344,291,385,242,291,3131,6991,10122
2017,435,28,2030,397,358,21,18,0,0,8,9770,683,592,80,10,1,0,11,1752,514,509,5,,0,0,11,2089,442,433,7,1,1,0,3,722,275,272,3,0,0,0,3,748,587,294,284,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,748,587,294,284,8,1,1,0,0,0,0,0,0,0,0,4,671,434,328,0,10,96,0,4,671,434,328,0,10,96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,68,17782,3332,2786,400,47,99,1,982,1442,2424
2017,423,4,751,362,362,0,0,0,0,12,2248,691,570,37,15,69,0,5,919,347,347,0,0,0,0,3,602,235,235,0,0,0,0,2,411,197,197,0,0,0,0,2,436,294,294,0,0,0,0,2,436,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,596,232,232,0,0,0,0,3,596,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,31,5963,2358,2237,37,15,69,0,947,1411,2358
2017,351,19,7321,1571,1458,67,7,39,0,6,654,128,75,48,1,4,0,4,81,67,65,2,0,0,0,9,1843,632,606,3,0,23,0,2,187,165,89,76,0,0,0,6,912,600,587,6,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,912,600,587,6,7,0,14,,0,0,0,0,0,0,0,6,397,309,251,32,8,18,0,6,397,309,251,32,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,52,11395,3472,3131,234,23,84,14,224,3132,3356
2017,810,2,741,570,509,42,4,15,0,3,1251,658,621,18,2,17,0,1,282,163,163,,0,0,0,1,169,95,95,0,0,0,0,1,163,63,63,0,0,0,0,1,424,332,324,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,424,332,324,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,9,3030,1881,1775,63,6,37,0,677,1204,1881
2017,830,52,19359,2874,2505,34,259,76,0,34,11263,1678,1457,43,121,57,0,54,12389,2318,2231,19,34,34,0,20,5219,1348,1304,13,6,25,0,26,3614,1402,1379,16,0,7,0,8,2082,775,723,47,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2082,775,723,47,0,5,0,0,0,0,0,0,0,0,0,6,1638,67,8,25,31,3,0,6,1638,67,8,25,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3569,291,262,15,0,14,0,15,3569,291,262,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",9,1268,747,726,9,0,12,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,224,60401,11500,10595,221,451,233,0,1759,9739,11498
2017,892,70,24976,3559,3037,312,183,27,270,102,32525,4888,4343,340,166,39,290,63,13350,3302,3234,38,19,11,126,30,7302,1443,1311,120,5,7,25,35,8822,2834,2818,9,0,7,32,22,5654,1116,1070,23,0,23,843,10,2825,316,284,12,0,20,838,0,0,0,0,0,0,0,0,12,2829,800,786,11,0,3,5,0,0,0,0,0,0,0,0,16,4619,143,24,36,80,3,526,16,4619,143,24,36,80,3,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6428,448,426,15,0,7,11,23,6428,448,426,15,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,361,103676,17733,16263,893,453,124,2123,4053,13273,17326
2017,921,50,11908,1616,1491,10,90,25,0,45,9983,5258,5196,7,35,20,0,10,13801,1305,1293,4,3,5,0,15,7873,1607,1593,6,0,8,0,15,3212,1799,1791,6,0,2,0,10,1294,627,610,15,0,2,0,4,86,70,70,0,0,0,0,2,70,50,50,0,0,0,0,4,1138,507,490,15,0,2,0,0,0,0,0,0,0,0,0,19,1838,111,52,22,35,2,0,16,1783,89,37,15,35,2,0,0,0,0,0,0,0,0,0,3,55,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1297,212,209,3,0,0,0,3,3,3,,3,0,0,0,3,1294,209,209,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,170,51206,12535,12235,73,163,64,0,3745,7924,11669
