año,NCODI,biopsias_hosp,biopsias_CEP,necropsias_hosp,angio_hosp,angio_CEP,densiometrias_hosp,densiometrias_CEP,gamma_hosp,gamma_CEP,mamo_hosp,mamo_CEP,pet_hosp,pet_CEP,resonancia_hosp,resonancia_CEP,rx_hosp,rx_CEP,spect_hosp,spect_CEP,tac_hosp,tac_CEP,Colonosopia,Broncoscopia,ERCP
2017,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,619,0,0,0,0,0,0,0,0,0,1164,0,0,0,4509,0,9585,0,0,0,1614,0,3360,2,5
2017,163,502,0,0,0,0,382,0,0,0,753,0,0,0,5394,0,6775,0,0,0,1390,0,97,0,2
2017,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0
2017,1090,29422,119,197,29,0,0,0,0,0,3899,0,0,0,2,0,148033,47562,0,0,26907,0,1076,48,44
2017,764,21653,0,31,154,0,2760,0,0,0,3401,0,0,0,11197,0,193663,0,0,0,24361,0,2754,724,444
2017,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0
2017,657,6223,0,5,0,0,0,0,0,0,1175,0,0,0,0,0,40473,0,0,0,5083,0,1496,80,0
2017,362,3924,0,0,0,0,0,0,1002,0,23173,0,0,0,8500,0,10722,0,0,0,1839,0,1180,0,0
2017,989,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,32955,0,0,0,3895,0,1209,45,0
2017,990,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,44937,0,0,0,4569,0,1470,208,0
2017,680,26575,0,18,1866,0,8135,0,0,0,6885,0,0,0,9029,0,157244,23204,0,0,29884,0,3911,1104,410
2017,411,6323,0,2,491,0,5680,0,0,0,4118,0,0,0,8456,0,34345,0,0,0,5816,0,1418,33,16
2017,241,2991,0,0,0,0,0,0,0,0,84,0,0,0,4529,0,4110,0,0,0,2630,0,0,0,0
2017,558,9875,0,2,0,0,0,0,0,0,4378,0,0,0,8410,0,61205,8669,0,0,9696,0,1974,200,125
2017,167,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,42,0,0
2017,248,0,0,0,571,0,788,0,1114,0,2470,0,663,0,18709,0,33096,0,0,0,8628,0,785,50,0
2017,224,1083,0,0,0,0,629,0,0,0,1182,0,0,0,1405,0,14187,0,0,0,1639,0,658,0,0
2017,591,16011,0,19,0,0,3470,0,0,0,6150,0,0,0,14434,0,120305,0,0,0,15338,0,2492,318,123
2017,586,22919,0,33,0,0,3509,0,0,0,11308,0,0,0,7327,0,142864,0,0,0,21859,0,2698,376,116
2017,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16611,0,0,0,3219,0,457,36,0
2017,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,511,13958,0,4,0,0,0,0,0,0,4347,0,0,0,0,0,70187,38174,0,0,15176,0,3779,231,72
2017,530,18160,0,7,0,0,0,0,0,0,2296,0,0,0,0,0,68058,31566,0,0,14053,0,5490,272,87
2017,6,402,0,0,121,0,2080,0,978,0,3553,0,490,0,5794,0,28840,0,0,0,4585,0,0,0,0
2017,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,623,19402,0,2,0,0,0,5489,0,0,9648,0,2030,0,7118,0,131752,19119,10738,0,19029,0,3152,1324,99
2017,349,1258,0,0,0,0,312,0,0,0,634,0,0,0,0,0,857,0,0,0,387,0,398,0,0
2017,875,3196,0,0,75,0,1300,0,174,0,2884,0,240,0,5526,0,32660,0,36,0,5974,0,645,96,16
2017,946,4525,0,0,280,0,1361,0,391,0,2224,0,0,0,7279,0,29841,0,0,0,5864,0,676,26,17
2017,1023,12103,0,9,479,0,3320,0,0,0,3800,0,0,0,5995,0,141613,0,0,0,18528,0,3042,412,120
2017,1054,9054,0,6,1029,0,5542,0,0,0,5769,0,0,0,10838,0,87662,0,0,0,13789,0,2354,143,45
2017,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,144,0,0,0,0
2017,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1032,11334,0,5,405,0,4346,0,0,0,4068,0,3797,0,5468,0,122772,0,1572,0,14627,0,2541,442,147
2017,1064,6190,0,0,94,0,1184,0,0,0,3099,0,0,0,8775,0,25676,0,0,0,4672,0,1414,58,20
2017,226,3588,0,0,0,0,1212,0,387,0,2265,0,0,0,8541,0,9276,0,0,0,2587,0,2425,0,0
2017,687,14319,,3,0,0,0,0,0,0,3572,,0,0,0,0,156069,0,0,0,8127,,1910,118,
2017,745,11900,,13,947,,3775,,3470,,9800,15290,0,0,6096,,149347,78592,1569,,23517,,4325,519,260
2017,109,5834,0,0,0,0,0,0,0,0,1148,0,0,0,5782,0,32680,0,0,0,4621,0,1480,4,6
2017,808,14882,0,7,0,0,0,0,0,0,12931,0,0,0,8125,0,145852,0,0,0,11246,0,3374,312,154
2017,971,2986,0,,0,0,0,0,0,0,608,0,0,0,0,0,49327,0,0,0,2083,0,928,,
2017,128,0,0,0,0,0,410,0,0,0,1110,0,0,0,0,0,19985,0,0,0,0,0,273,0,0
2017,919,9514,0,10,0,0,1035,0,0,0,7267,0,0,0,7642,0,91004,15234,0,0,13412,0,2841,157,68
2017,725,24224,0,23,313,0,3683,0,5628,0,5322,0,4133,0,15715,0,172033,0,3473,0,25613,0,3500,620,356
2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,15,88,0,0,0,0,0,0,0,0,191,0,0,0,0,0,3228,0,0,0,0,0,51,0,0
2017,264,0,0,0,0,0,0,0,0,0,1250,0,0,0,5130,0,23388,0,0,0,5989,0,1009,24,0
2017,867,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,9518,0,0,0,0,0,180,0,0
2017,910,0,0,0,0,0,0,0,0,0,2776,0,0,0,4259,0,65573,0,0,0,8166,0,1337,107,0
2017,1053,11003,0,3,0,0,0,0,0,0,6003,0,0,0,5944,0,73373,6494,0,0,12390,0,3234,162,0
2017,1055,120505,0,6,0,0,2153,0,0,0,5362,0,0,0,4141,0,120283,0,0,0,16937,0,1906,296,0
2017,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1099,0,0,0,0,0,57,0,0,0,53,0,0,0,312,0,4001,0,0,0,464,0,0,0,0
2017,1115,0,0,0,0,0,355,0,0,0,808,0,0,0,1095,0,6076,0,0,0,687,0,193,0,0
2017,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0
2017,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,515,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,0,22004,0,0,0,890,0,0,0,0
2017,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,0,0
