año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2017,113,0,0,307,4312,0,0
2017,619,393,506,0,0,0,0
2017,163,0,0,0,0,0,0
2017,131,0,0,0,0,0,0
2017,375,0,0,0,0,0,0
2017,1090,13908,52983,0,0,0,0
2017,764,1822,12407,269,16197,56,183
2017,14,270,400,0,0,0,0
2017,657,2371,3275,0,0,0,0
2017,362,0,0,0,0,0,0
2017,989,309,2244,0,0,0,0
2017,990,470,2566,0,0,0,0
2017,680,37733,62230,0,0,0,0
2017,411,280,2158,0,0,0,0
2017,241,147,596,0,0,0,0
2017,558,6034,67223,0,0,0,0
2017,167,0,0,0,0,0,0
2017,248,498,1233,0,0,0,0
2017,224,0,0,0,0,0,0
2017,591,6243,56188,61,2356,0,0
2017,586,21180,57218,1063,2211,0,0
2017,453,448,2588,0,0,0,0
2017,145,0,0,0,0,0,0
2017,511,18990,20765,0,0,0,0
2017,530,4256,33987,0,0,0,0
2017,6,0,0,0,0,0,0
2017,161,0,0,0,0,0,0
2017,623,2567,12059,0,0,0,0
2017,349,0,0,0,0,0,0
2017,875,105,594,0,0,0,0
2017,946,0,0,0,0,0,0
2017,1023,5887,37783,0,0,0,0
2017,1054,1505,8612,0,0,0,0
2017,1057,0,0,0,0,0,0
2017,1031,105,6809,0,0,0,0
2017,1032,5388,28142,0,0,0,0
2017,1064,0,0,0,0,0,0
2017,226,0,0,0,0,0,0
2017,687,554,2770,23,1807,0,0
2017,745,3469,17346,205,11838,0,0
2017,109,0,0,0,0,0,0
2017,808,456,2279,58,4099,0,0
2017,971,139,1251,0,0,0,0
2017,128,13,28,0,0,0,0
2017,919,1054,10013,154,1101,0,0
2017,725,7855,17605,0,0,0,0
2017,3,0,0,0,0,0,0
2017,306,0,0,0,0,0,0
2017,15,0,0,0,0,0,0
2017,264,0,0,0,0,0,0
2017,867,0,0,0,0,0,0
2017,910,610,5490,0,0,0,0
2017,1053,882,7049,0,0,0,0
2017,1055,10600,22829,0,0,0,0
2017,1081,0,0,0,0,0,0
2017,1099,0,0,0,0,0,0
2017,1115,0,0,0,0,0,0
2017,529,0,0,0,0,0,0
2017,345,0,0,0,0,0,0
2017,515,0,0,0,0,0,0
2017,174,0,0,0,0,0,0
2017,523,0,0,0,0,175,6320
2017,697,800,2410,0,0,0,0
2017,239,620,1097,0,0,0,0
2017,287,0,0,0,0,143,5402
2017,377,0,0,0,0,0,0
2017,692,1198,8051,71,2782,0,0
2017,435,0,0,0,0,0,0
2017,423,0,0,0,0,0,0
2017,351,0,0,0,0,0,0
2017,810,0,0,0,0,0,0
2017,830,5694,14150,0,0,0,0
2017,892,3208,29221,176,4205,0,0
2017,921,1297,1508,0,0,0,0
2017,991,0,0,0,0,0,0
2017,992,475,5061,177,3490,0,0
2017,993,7966,19379,19,1858,0,0
2017,1070,3807,14031,124,4365,0,0
2017,1095,0,0,0,0,0,0
2017,1094,42,42,0,0,0,0
2017,1124,0,0,0,0,0,0
2017,473,1670,3579,0,0,0,0
2017,663,7944,35346,94,1283,0,0
2017,552,1401,8809,0,0,0,0
2017,772,25361,99999,459,12169,200,7353
2017,568,0,0,0,0,0,0
2017,398,0,0,0,0,0,0
2017,394,0,0,0,0,0,0
2017,614,0,0,0,0,0,0
2017,235,0,0,0,0,0,0
2017,616,2516,7442,0,0,0,0
2017,267,0,0,0,0,0,0
2017,565,1213,2848,41,402,0,0
2017,220,57,416,0,0,0,0
2017,278,0,0,0,0,0,0
2017,107,0,0,81,3855,114,12972
2017,711,20560,79432,1312,11993,0,0
2017,204,0,0,0,0,31,5460
2017,579,0,0,0,0,0,0
2017,348,547,16615,0,0,0,0
2017,766,964,3523,0,0,0,0
2017,761,0,0,46,4365,116,10782
2017,728,827,3832,0,0,0,0
2017,280,481,3652,0,0,0,0
2017,222,58,454,0,0,0,0
2017,276,1408,10028,0,0,0,0
2017,11,1228,1228,0,0,0,0
2017,302,0,0,0,0,0,0
2017,682,4793,17075,0,0,0,0
2017,279,313,2653,0,0,0,0
2017,282,717,6941,0,0,0,0
2017,281,441,7356,0,0,0,0
2017,183,405,803,0,0,0,0
2017,610,0,0,0,0,0,0
2017,116,0,0,0,0,253,4637
2017,115,0,0,0,0,0,0
2017,114,0,0,0,0,0,0
2017,119,0,0,0,0,0,0
2017,770,8168,20928,37,1651,0,0
2017,583,147,9998,0,0,0,0
2017,136,0,0,0,0,256,11643
2017,469,1384,4944,0,0,34,3325
2017,642,286,1990,0,0,113,4971
2017,674,2360,11712,410,18908,0,0
2017,193,0,0,0,0,92,4137
2017,526,5685,26165,0,0,206,5905
2017,698,5113,33746,37,1273,0,0
2017,630,2134,5989,0,0,0,0
2017,124,0,0,0,0,233,7602
2017,364,0,0,0,0,149,8314
2017,439,519,2189,0,0,0,0
2017,570,6043,25489,235,4412,0,0
2017,123,0,0,0,0,323,14658
2017,310,0,0,225,12796,165,13218
2017,571,1488,8481,0,0,0,0
2017,296,0,0,0,0,57,5527
2017,566,2803,10078,197,3565,0,0
2017,784,9761,49243,474,8285,74,2735
2017,102,0,0,108,3631,66,4990
2017,379,0,0,397,22847,0,0
2017,639,4295,11645,0,0,0,0
2017,457,1325,1517,0,0,0,0
2017,609,219,1816,3,16,0,0
2017,101,0,0,0,0,92,4474
2017,454,2572,8645,0,0,0,0
2017,318,0,0,57,3234,79,5945
2017,600,1719,15469,0,0,0,0
2017,545,6411,22872,79,4618,353,416
2017,100,0,0,0,0,156,8284
2017,702,2724,11031,89,5215,0,0
2017,778,1862,10807,142,3372,0,0
2017,341,0,0,0,0,0,0
2017,99,0,0,0,0,560,9000
2017,767,2558,7794,0,0,0,0
2017,359,0,0,0,0,1079,6476
2017,98,0,0,0,0,88,5658
2017,132,0,0,0,0,0,0
2017,97,0,0,0,0,89,7227
2017,103,0,0,0,0,605,4855
2017,110,0,0,0,0,0,0
2017,94,0,0,0,0,0,0
2017,91,0,0,0,0,102,5112
2017,664,5582,21717,167,5448,0,0
2017,918,16964,107672,0,0,0,0
2017,92,0,0,0,0,0,0
2017,95,0,0,0,0,40,5100
2017,301,0,0,0,0,0,0
2017,492,2214,5566,0,0,0,0
