año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2017,639,646,5094
2017,457,100,100
2017,609,0,0
2017,101,0,0
2017,454,0,0
2017,318,0,0
2017,600,577,3241
2017,545,397,416
2017,100,0,0
2017,702,348,4958
2017,778,521,2482
2017,341,0,0
2017,99,746,6242
2017,767,601,4003
2017,359,0,0
2017,98,0,0
2017,132,0,0
2017,97,0,0
2017,103,0,0
2017,110,0,0
2017,94,0,0
2017,91,0,0
2017,664,382,6474
2017,918,730,8570
2017,92,0,0
2017,95,0,0
2017,301,0,0
2017,492,0,0
2017,811,0,0
2017,812,0,0
2017,832,0,0
2017,841,0,0
2017,856,0,0
2017,859,0,0
2017,861,0,0
2017,880,0,0
2017,883,0,0
2017,884,0,0
2017,877,0,0
2017,911,743,5137
2017,913,0,0
2017,922,0,0
2017,923,0,0
2017,924,0,0
2017,947,0,0
2017,951,0,0
2017,1103,0,0
2017,972,0,0
2017,973,0,0
2017,974,0,0
2017,975,0,0
2017,960,150,920
2017,1028,0,0
2017,976,206,237
2017,977,0,0
2017,1020,0,0
2017,994,0,0
2017,995,0,0
2017,1060,0,0
2017,1005,0,0
2017,1061,0,0
2017,1062,0,0
2017,1006,0,0
2017,1088,0,0
2017,1089,0,0
2017,1076,0,0
2017,1078,0,0
2017,1033,705,7390
2017,1037,0,0
2017,1039,0,0
2017,1067,0,0
2017,1065,0,0
2017,1066,0,0
2017,1100,0,0
2017,1105,0,0
2017,1107,0,0
2017,1111,0,0
2017,1121,0,0
2017,1119,0,0
2017,207,0,0
2017,431,0,0
2017,387,0,0
2017,179,0,0
2017,606,0,0
2017,925,929,10145
2017,541,0,0
2017,797,0,0
2017,627,0,0
2017,173,0,0
2017,636,0,0
2017,205,0,0
2017,814,0,0
2017,881,0,0
2017,771,0,0
2017,533,252,338
2017,447,0,0
2017,815,0,0
2017,801,0,0
2017,800,0,0
2017,389,0,0
2017,695,0,0
2017,816,0,0
2017,833,0,0
2017,870,0,0
2017,927,0,0
2017,961,0,0
2017,962,0,0
2017,1079,0,0
2017,1101,0,0
2017,666,1219,11884
2017,392,0,0
2017,790,435,8937
2017,650,1841,7528
2017,876,1152,11721
2017,944,0,0
2017,952,0,0
2017,54,0,0
2017,367,0,0
2017,538,0,0
2017,557,0,0
2017,653,0,0
2017,647,0,0
2017,978,0,0
2017,996,0,0
2017,729,0,0
2017,182,0,0
2017,633,0,0
2017,685,0,0
2017,683,0,0
2017,945,0,0
2017,953,0,0
2017,1022,0,0
2017,1049,0,0
2017,794,1140,7431
2017,415,48,406
2017,592,0,0
2017,497,0,0
2017,458,63,4750
2017,726,149,3226
2017,272,0,0
2017,805,611,12578
